age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
												AY	1		TIME		791.8	1628.5	2644.9	95	104.8	265.7	191.771	191.703	191.843	0.14								s								756.1	1583.7	777.2	1597.6	791.5	1630.2	754.4	1677.5	705.9	1747.2	5	797	1628	2664	41.4123	1	time	191.7661
												AO	1		OFF		770.6	1198.4	3141.6	66.4	301.3	187.9	191.986	191.923	192.112	0.189																750.7	1137.7	774.4	1208.7	792.4	1174.8	787.1	1189.7	745.9	1099.3	5	766	1156	1819	53.321	1	off	191.9883
												EH	1		ANYTHING		754.9	1840.7	2852.4	203.4	214.8	596.3	193.561	193.534	193.614	0.08																709.5	1812.7	757.5	1839.5	754	1810.8	742.9	1809.3	703.2	1811.8	5	737	1804	2531	2.44202	1	anything	193.5851
												AW	1		OUTDOORS		688.4	1488.9	2159.7	188.9	243.1	829.3	193.891	193.864	193.973	0.109																677.9	1504.6	706.5	1459.6	723.5	1387.6	667.3	1338.4	579.7	1316.8	6	730	1384	2124	42.14104	1	outdoors	193.9171
												AO	1		OUTDOORS		509.8	1052	2430.7	80.8	126.4	208.8	194.103	194.063	194.183	0.12																478.5	1232.6	512.8	1033.8	521	923	530.9	921.1	546.9	1050.7	6	528	910	2450	64.6003	1	(out)doors	194.1279
												AH	1		HUNTING		727.3	1190.5	2025.9	128	72	1467.8	195.015	194.988	195.068	0.08																716.7	1165.6	727.3	1193.7	723.3	1255.1	714	1349.6	666.3	1437	6	732	1225	2542	6.44203	1	hunting	195.0253
												IH	1		FISHING		526.2	1610.1	2505.5	79.7	304	329.6	195.415	195.398	195.448	0.05																523.3	1596.2	526.2	1610.1	526.2	1648.3	520.5	1699	512.5	1722.5	6	527	1592	2510	1.3421	1	fishing	195.4156
												EH	1		ANYTHING		752	1854.1	2764.7	250.7	422.8	728.6	196.36	196.343	196.393	0.05																785.5	1890.2	752	1854.1	698.4	1814.2	697	1803.7	689.3	1803.9	5	673	1849	2701	2.44202	1	anything	196.3914
												AA	1		NOT		805.4	1494.3	2382.8	55.4	115.6	571.1	196.87	196.843	196.923	0.08																790.2	1493.8	805.7	1494.7	808.9	1499.8	801.9	1512.3	777.8	1528.2	5	803	1473	2235	5.1414	1	not	196.8743
												AH	1		STUCK		624.9	1445.3	2537.9	79.5	325.3	858.2	197.11	197.083	197.163	0.08																552.4	1508.5	631.9	1444.3	685.1	1444.1	704.8	1417.7	699.8	1422.5	5	683	1374	2373	6.1613	1	stuck	197.1336
												AY	2		INSIDE		783.7	1616.2	2574.2	34.2	143.9	295	197.478	197.422	197.573	0.151								s								718.8	1600.3	782.9	1608.9	761.5	1677.8	740.3	1752.7	698.6	1765.8	5	782	1596	2551	41.1423	1	(in)side	197.4812
												AE	1		HAPPY		724.3	1774.1	2507.5	109.7	256.1	497.8	197.83	197.793	197.903	0.11																741.7	1827.1	720.7	1762.8	714.9	1674.5	712.7	1648.1	682.5	1657.4	6	741	1806	2571	3.11101	1	happy	197.8059
												AH	1		COMING		680.5	1389.2	2594.9	75.5	162.3	653.6	199.235	199.208	199.289	0.081																598.8	1407.1	687.2	1390	741.2	1327.7	721.1	1248	640.8	1219.9	6	742	1266	2806	6.412	1	coming	199.2518
												IH	1		HERE		494	2072.2	2809.4	148.1	80.4	140.2	199.466	199.429	199.539	0.11																491.5	2112	495.2	2069.2	515.5	2059	525.6	2019.3	570.2	1940.5	4	488	2049	2771	14.6	1	here	199.4598
												AO	1		OFFICE		804.1	1143.3	2164	49.5	111	2340.4	200.262	200.199	200.389	0.19																804.5	1214.7	802.4	1133.6	816.7	1147.3	814.2	1155.5	788.1	1181.4	6	812	1139	2584	53.32101	1	office	200.276
												AO	1		TORTURE		495.9	1109.3	2326.3	124	99	227.6	202.149	202.122	202.202	0.08																477	1132.8	496.2	1108.3	497.4	1101.1	493.8	1134.3	494.7	1207.5	6	520	1108	2364	54.60031	1	torture	202.155
												OW	1		KNOW		698.8	1503.4	2531.7	56.5	128.1	450.3	206.596	206.566	206.766	0.2																706.6	1444.5	716.6	1328.3	716.3	1281.6	719.3	1160.7	671.1	1147.3	5	711	1314	2387	62.0004	1	know	206.6293
												AE	1		EXACTLY		602.1	1708.8	2358	63	175.2	240	208.837	208.79	208.93	0.14																539.1	1704.8	605.4	1707.4	604.5	1742.7	603.7	1785.6	568.3	1796.5	5	614	1788	2330	3.16104	1	(e)xactly	208.8658
												AY	1		KIND		711	1920.5	2516.1	86	343.2	1285.3	210.647	210.618	210.678	0.06								m								682.1	1911.2	703.9	1933.5	711	1920.5	705.4	1864.9	691.4	1798.6	4	712	1708	2259	41.44263	1	kind	210.6478
												EH	1		MESSED		711.5	1567.8	2410.5	84.6	253.2	896.7	210.968	210.948	211.008	0.06																705.2	1538.7	711.9	1573.6	709.6	1567.3	686.8	1514.4	670.8	1454.1	5	716	1540	2371	2.3422	1	messed	210.9641
												AW	1		ACCOUNTING		730.8	1564	2665.9	80.2	301.1	1275.6	212.935	212.917	213.098	0.181																731.5	1560	737	1455	730.3	1322.5	703.9	1193.9	693.9	1167.5	5	751	1500	3176	42.44203	1	(ac)counting	212.9769
												AW	1		ACCOUNTING		759.3	1549.5	2635.8	65.5	282	774.4	215.299	215.279	215.369	0.09																756.3	1551.6	784.3	1509.3	783.6	1429.8	765.2	1378.3	736.8	1337.5	5	801	1440	3020	42.44203	1	(ac)counting	215.3273
												AO	1		OFFICES		776	1340.5	1724.2	59.9	103.4	1363.7	215.546	215.509	215.619	0.11																761.7	1357.3	778	1338.6	804.9	1292.5	802.3	1257.6	759.5	1224.9	6	827	1336	2963	53.32101	1	offices	215.5666
												IH	1		HERE		509.1	1932.8	2579.8	88.5	223.2	267.2	215.986	215.929	216.099	0.17																501.2	1970.5	509.5	1928.5	512.7	1856.5	505.2	1811.8	507	1790.9	5	513	2107	2791	14.6	1	here	215.9598
												AO	1		SORTA		502.2	1062.5	2283.8	85.4	166.8	511.1	217.901	217.871	217.961	0.09																487.3	1157.3	502.4	1060.1	502.7	1045.6	514.5	1089.7	516.1	1160.7	6	626	1110	2342	54.60031	1	sorta	217.9313
												AE	0		TRANSPIRED		614.7	1891.4	2625.5	140.9	160.7	316	218.649	218.626	218.696	0.07																604.8	1850.5	614.3	1898.4	606.6	1908.3	601.7	1902.9	598.3	1888.8	5	607	1879	2738	3.44284	1	transpired	218.672
												AY	1		TRANSPIRED		600.2	1483.9	2315.7	122.3	91.1	213.3	218.894	218.856	218.946	0.09								s								585.3	1313.8	598.1	1436.4	596.7	1533.7	564.8	1617.1	533.9	1667.2	5	639	1411	2437	41.6001	1	(tran)spired	218.88
												AE	1		AFTER		597.9	1666.5	2709.1	78.3	123.1	570.5	219.098	219.065	219.165	0.1																595.3	1694.5	597.2	1660.8	603	1619.3	604	1584.4	573.5	1569.3	5	607	1662	2686	3.32104	1	after	219.1108
												AA	1		LOT		728.3	1382.8	2600.2	57.9	78.5	250.4	226.356	226.313	226.443	0.13																727.9	1350.7	728.5	1389.2	730.2	1438.7	722.8	1474.3	704.5	1478.1	5	760	1407	2799	5.1417	1	lot	226.3487
												AA	1		LOT		748.4	1488.2	2691.6	39.9	136.4	214.9	227.26	227.237	227.307	0.07																731.7	1442.5	751.7	1496.5	763.8	1529.2	765	1574.1	744.3	1604.7	5	767	1528	2663	5.1417	1	lot	227.276
												IH	2		INTERNATIONAL		464.2	1840.9	2832.1	205.8	145.1	330.3	227.623	227.597	227.676	0.079																444.7	1765	458.2	1858	445.9	1920.7	490.2	1949.5	517.3	1955.1	5	522	1911	2785	1.44205	1	international	227.6663
												AE	1		INTERNATIONAL		655.5	1877.3	2558.4	80.3	78	192.3	227.896	227.836	228.017	0.181																654.4	1853.6	654.5	1878.5	662.3	1866.8	657.3	1797.3	631.1	1725.1	5	670	1903	2631	3.35142	1	(inter)national	227.9028
												AH	1		STUFF		605.9	1394	2701.6	73.7	214.8	448.2	228.4	228.366	228.467	0.101																526.9	1219.5	610.3	1391.6	652.3	1326.9	668	1312.8	649.2	1281.7	6	675	1365	2937	6.3213	1	stuff	228.4199
												AH	1		DONE		701	1544.4	2603.5	63.5	95.5	292.2	228.943	228.886	229.057	0.171																549.4	1637.1	715.8	1529.9	775.7	1437.4	773	1455.6	713.7	1518	5	793	1446	3120	6.4423	1	done	228.9755
												AY	1		GUYS		806	1670.9	2815.4	36	223.7	1081.3	230.026	229.979	230.268	0.289																806	1670.9	784.3	1739.1	655.9	1774.3	554	1913.6	533.1	1988.1	5	810	1709	3040	41.0026	1	guys	230.0453
												EH	1		FRIENDS		745.2	1493.5	2602.1	112.3	119.9	608.2	232.096	232.059	232.169	0.11																733.9	1453.7	746.4	1500.7	766.9	1559.6	768.5	1602.3	725.4	1620.4	5	790	1585	2947	2.44283	1	friends	232.1122
												EH	1		AHEAD		754.4	1728.3	2864	76.5	127.7	714	234.614	234.588	234.667	0.079																751.2	1722.2	753.6	1730.2	741	1738	707.6	1734.7	635.7	1707.2	5	765	1733	2911	2.142	1	(a)head	234.6136
												IY	1		ME		468.1	2069.4	2827	311.4	182.6	798.2	234.834	234.797	234.907	0.11																463.2	2052.5	455.4	2071.6	599.4	2086.9	588.1	2066	525.7	2116.3	5	505	2092	2867	12.0002	1	me	234.833
												OY	1		DELOITTE		470.9	1622.4	2469.2	106.5	224.8	345.5	236.777	236.724	236.883	0.159																522.9	1359.5	465	1661.4	443.6	1728.4	442.4	1156.4	436	1406.1	6	535	1070	2824	61.1417	1	(De)loitte	236.7176
												AA	1		COLORADO		828.7	1413.2	2834.1	57.4	164.1	191.1	237.897	237.844	238.004	0.16																810.6	1409.7	829	1412.4	818.3	1410	791.6	1421.7	680.4	1518.2	5	834	1428	2836	43.14271	1	(Colo)rado	237.9156
												AE	1		AND		675.1	1973.3	2652.7	130.2	82.7	456.7	238.983	238.856	239.236	0.38																623.6	2075.6	670.8	1969.8	688.8	1896.8	696.7	1891.4	664.8	1686.2	6	623	2076	2600	3.44203	1	and	238.9313
												AE	1		TRAVELS		653.2	1779.7	2491.7	90.8	118.2	271.8	239.793	239.756	239.866	0.11																625.4	1741.5	656.7	1781	672.3	1776.8	676.5	1745.6	672.2	1666	5	668	1757	2457	3.32281	1	travels	239.8088
												IH	1		BIG		476.7	2184.6	2375.1	234.7	665.6	909.3	243.809	243.792	243.842	0.05																455.1	2212	476.7	2184.6	461.3	2148.4	454.9	2070.4	456	2033.1	5	437	1978	2416	1.1621	1	big	243.7191
												AA	1		GOT		719.3	1852.8	2663.5	101.4	220.8	627.7	244.491	244.461	244.552	0.091																664.7	1921	726.6	1846	752.8	1792.6	760.2	1724.7	764.6	1673.9	5	758	1615	2359	5.1416	1	got	244.531
												IY	1		HE		512.8	2372.4	3015.7	661.5	501.6	471.7	246.467	246.43	246.54	0.11																490.9	2342.1	517.8	2367.6	571	2297.8	557.5	2204.6	928.4	2377.7	4	573	2233	2866	12.	1	he	246.4854
												OW	1		TOLD		541.8	1465.2	2547.9	436.7	658.2	501.4	246.597	246.59	246.67	0.08																480.7	1497.2	585.1	1426.8	604.9	1450.8	662.3	1437.1	709	1586.4	5	699	1185	2687	62.54233	1	told	246.6507
												AO	1		OFTEN		711.8	1391.2	2493	49	76.9	245.3	270.652	270.612	270.732	0.12																676.5	1453.3	714.1	1382.9	720.3	1316.2	703.1	1265.9	663.2	1235.3	5	719	1360	2520	53.32104	1	often	270.6592
												AE	1		FAMILY		607.8	1875.7	2402.4	71.3	182.1	231.3	271.245	271.202	271.332	0.13																525.8	1737.9	618.2	1883.9	685.5	1904.2	678.7	1872.3	715.6	1734.1	6	665	1953	2670	3.41212	1	family	271.2717
												EH	1		THERE		608.5	1683.9	2309.6	141.5	116.3	336.6	271.842	271.792	271.942	0.15																578.1	1682.2	608.3	1684.5	607.6	1683.6	599	1686.4	595.8	1670.6	6	542	1680	2795	24.6003	1	there	271.7903
												OW	1		GO		463.8	1002.1	2575.4	68.2	178.6	483.2	273.621	273.594	273.704	0.11																452.3	1004.3	485.4	1002.1	508.2	1038.5	512.4	1119.2	489.7	1227.7	6	583	1104	2854	62.0006	1	go	273.6507
												IY	1		SEE		408	2057.6	2962.1	204.7	186.6	453	273.917	273.884	273.984	0.1																1493.8	3487.2					2057.3	2552.7	1957.7	3022.4	4	402	1986	2777	12.0003	1	see	273.9185
												IH	1		VISIT		553.8	1677.9	2576.2	72.4	101.4	290.2	276.617	276.6	276.65	0.05																546.4	1679.4	553.8	1677.9	563.6	1665.2	562.9	1657	556.3	1651.6	5	572	1664	2609	1.34211	1	visit	276.6279
												IH	1		HERE		533.7	1827.4	2176.7	256.4	217.6	752	277.627	277.59	277.7	0.11																515	1810.3	533.7	1826.1	530.2	1752.6	544.2	1683.5	542.3	1655.8	5	525	1697	1941	14.6	1	here	277.6222
												UW	1		THROUGH		416.2	1341.5	2958.8	229.3	297.9	1454.7	280.976	280.969	281.069	0.1																414.3	1315.7	557.9	1335.1	855.9	1390.3	768.4	1323	517.8	1296.4	4	382	1184	1830	72.0008	1	through	280.994
												AA	1		ROCHESTER		753.3	1551.2	3079.8	130.7	342.3	271.9	281.146	281.109	281.219	0.11																740	1538.8	752.8	1552.2	747.5	1582.9	735.7	1602.6	704.6	1656.3	4	727	1508	2570	5.16175	1	Rochester	281.1649
												EH	1		SPENT		711.7	1527.7	2946.6	80.4	139.2	590.2	281.789	281.749	281.869	0.12																667.1	1179.5	711.2	1535.8	685.4	1577.5	644.2	1491.3	587.7	1524.3	6	714	1529	3033	2.44213	1	spent	281.7888
												EY	1		DAY		464.1	2118.3	2983.9	40.4	104.7	355.3	282.683	282.659	282.809	0.15																462.5	2145.4	447.4	2222.2	430.3	2299	415.2	2321.2	378.5	2257.1	4	461	2121	2909	22.0003	1	day	282.6906
												IH	1		TRIPS		528.3	1593.1	2308.9	68	117.3	209	282.959	282.939	282.999	0.06																556	1738.5	560.5	1722	545.4	1683.2	524.5	1668.4	507.3	1695.4	5	549	1662	2434	1.1118	1	trips	282.9555
												EH	1		THERE		526.5	1780.5	2445	67.3	103.6	198.4	283.252	283.218	283.319	0.101																526.6	1770.4	526.4	1781.6	525.2	1793.2	530.3	1783.4	522	1744.8	5	536	1799	2536	24.6003	1	there	283.2433
												OW	1		GO		473.5	1255.7	2510.3	50.8	191.9	371.3	283.52	283.498	283.588	0.09																470.1	1246.6	476.5	1280.7	479.3	1297.8	473.6	1306.2	465.4	1369	6	477	1289	2546	62.0006	1	go	283.5281
												AA	1		CONCERTS		734.8	1445.6	2149.5	99.8	153	1091.7	283.906	283.869	283.979	0.11																737.9	1485.1	734.2	1443.9	735.6	1429.5	762	1394.1	764.8	1462.7	6	772	1517	2797	5.44204	1	concerts	283.9042
												AH	1		STUFF		623.7	1452.7	2290.7	102.5	157.9	1428.2	284.452	284.399	284.558	0.159																565.2	1450.4	631.2	1447.7	642.7	1385.8	625.8	1349.4	609.1	1295.4	6	658	1466	3126	6.3213	1	stuff	284.4755
												AA	1		ROCK		806.3	1293.7	2441.1	66.8	244	1135.1	287.926	287.876	288.025	0.149																708.7	1266	814.6	1298.5	851.1	1331.1	826	1296.1	799.7	1335.2	6	864	1410	2876	5.1617	1	rock	287.9455
												AA	1		CONCERTS		769.9	1422.3	2123.3	145.9	162.8	1767.9	288.223	288.186	288.296	0.11																751.5	1404.2	771.1	1422.8	783.3	1437.4	751.1	1319.1	729.5	1408.5	6	783	1453	3062	5.44204	1	concerts	288.2105
												AO	1		GONE		696.3	1294.4	2536.9	86.4	111.7	1249.5	289.182	289.148	289.249	0.101																609.5	1293.8	700.3	1294.1	732.8	1271.9	731.3	1266.1	725.1	1312.3	5	738	1280	2984	53.4426	1	gone	289.1977
												AW	1		OUT		782.6	1367.7	2870	86.5	192.1	683.5	289.318	289.299	289.419	0.12																792.5	1372.7	803.4	1373.8	768.5	1368.8	682.4	1330.4	620.5	1316.7	5	823	1446	2887	42.141	1	out	289.3259
												IY	1		SEE		417.5	2061	3159	162.3	132.5	790.9	289.872	289.808	289.999	0.191																427.9	2043.5	422.8	2070.8	426	2098.2	428.8	2133.7	487.4	2033.7	4	410	2024	2858	12.0003	1	see	289.8672
												AA	1		ROLLINS		801.6	1260.8	1864.9	88.7	127	1485.6	290.849	290.806	290.936	0.13																794	1286.8	803.3	1260.4	810.3	1240.7	784.8	1168.8	774	1161.7	6	843	1303	2994	5.54271	1	Rollins	290.8572
												AH	1		DOES		571.8	1580.3	2472.3	58.7	140.7	201.1	291.67	291.643	291.723	0.08																534	1640.9	574.3	1575.4	592.7	1533	572.7	1511.8	520.2	1493.9	6	605	1586	2922	6.3423	1	does	291.6849
												OW	1		SPOKEN		519.8	1074	2432.7	50.9	206.5	272.7	292.036	292.022	292.142	0.12																535.7	1081.2	533.9	1069.2	506.5	995.7	496.9	918.9	534	1224.1	5	562	1190	2866	62.16111	1	spoken	292.0467
												AY	1		SOMETIMES		721	1610.1	2675	102.4	142.5	663.8	292.778	292.723	292.843	0.12								m								629.2	1574.2	697.5	1569.3	718.8	1626	681.6	1648.9	618.3	1634.2	6	708	1649	3212	41.4123	1	(some)times	292.7817
												EY	1		DAY		488.4	2040.4	2839.5	137.6	158.4	542.8	296.331	296.293	296.423	0.13																475.3	2044.4	481.2	2042.1	451	2086.7	447.1	2091.2	619.4	1999.6	5	471	2026	2713	22.0003	1	day	296.3245
												AH	1		BUFFALO		634.2	1143.3	2626	62.8	117.1	158.8	299.458	299.435	299.504	0.069																615.7	1137.1	634.9	1143.2	635.6	1134.6	621.4	1110.4	612.3	1079.5	5	671	1190	2745	6.32112	1	Buffalo	299.4584
												OW	1		SO		554.7	1391.6	2390.9	59.7	147.5	1165.4	299.915	299.875	300.035	0.16																534.3	1402.8	585.8	1349.4	590.3	1322.4	593.7	1257.4	557.5	1142.5	6	605	1391	2699	62.0003	1	so	299.9313
												AW	1		OUT		662.8	1553.2	2427.5	50.3	275.7	330.6	301.483	301.471	301.541	0.07																667.2	1546.1	678.8	1514.6	666.6	1496.7	640.5	1502.1	583.4	1517.8	5	710	1670	2814	42.141	1	out	301.4968
												AH	1		MUCH		622.7	1300.7	2493.1	125.6	139.9	582.6	301.888	301.861	301.941	0.08																636.6	1213.3	619.9	1309.9	554	1414.4	452.3	1456.6	375.9	1461.7	6	689	1237	2902	6.16123	1	much	301.8757
												AA	1		POSSIBLE		713.4	1330.7	3046.7	140.5	202.6	105.8	302.168	302.131	302.241	0.11																688.5	1302.5	715.2	1331.9	738	1363.2	739.4	1375.9	709.9	1396.2	4	732	1356	3103	5.34212	1	possible	302.1934
												AW	1		OUT		659.2	1461.4	1866.8	65.7	118	2014.8	303.09	303.061	303.201	0.14																656.2	1463.6	700	1409.7	700.9	1386.2	667.4	1329.3	596.2	1266.7	6	719	1427	3026	42.141	1	out	303.1193
												EH	1		THERE		557	1664.4	2544.6	89	151.7	461.8	303.338	303.321	303.371	0.05																551.3	1656.1	557	1664.4	565.3	1680.4	565.9	1691.6	575.2	1700.1	5	586	1794	2758	24.6003	1	there	303.3586
												EY	1		DANA		487.9	2250.4	2981.5	66.9	72.4	292	305.426	305.361	305.492	0.131																496.6	2362.5	486.8	2326	467.8	2345.3	479.5	2388.4	535	2470.6	4	472	2157	2835	21.44231	1	Dana	305.4042
												IY	1		SHE'S		347.1	2557.8	3685.5	276	179.8	1479.5	305.848	305.802	305.941	0.139																352.3	2572.7	345.9	2541.1	349.1	2397	353.2	2403	353.9	2418.8	3	345	2180	2759	12.0025	1	she's	305.8658
												IH	1		SIX		503.7	1934.1	3505.4	84	177.2	553.4	308.171	308.135	308.244	0.109																483	1980.8	505.4	1930.7	494.5	1959	469.9	2082.8	457.3	2091.8	4	511	1908	3573	1.16133	1	six	308.1763
												AO	1		FOUR		492.8	782.3	2083.4	89.9	318.1	613.4	309.015	308.955	309.134	0.179																486.6	843.7	493.1	787.7	503.5	837.5	524	940.6	546.8	1074.5	6	524	869	2374	64.6001	1	four	309.0281
												AY	1		I		785.3	1747.5	2787.4	59.7	141.9	720.6	319.818	319.779	319.919	0.14								m								770.8	1725.7	773	1766.8	710.9	1748.4	652.2	1711.8	537.2	1633.7	5	783	1744	3079	41.0006	1	I	319.8173
												AH	1		LOVE		659.6	1269.5	2535.2	37	148.8	269.1	320.046	320.019	320.099	0.08																662	1272.6	658.7	1268.4	641.4	1248.6	614.1	1222.7	579.3	1194.5	6	686	1405	2879	6.3227	1	love	320.0339
												AH	1		SUCH		557.6	1543.6	2608.1	56.4	130.8	205.6	321.323	321.303	321.363	0.06																555.2	1544.4	556.6	1545.2	541.9	1570.2	532.6	1587.2	574.2	1648.5	6	571	1599	2755	6.16133	1	such	321.3187
												EY	1		CASE		523.4	2185.4	2721.5	211	184.7	323.9	321.625	321.613	321.743	0.13																520.3	2222.2	509.1	2241.5	517.7	2271.9	506.3	2278.9	447.1	2223.5	5	533	2233	2744	21.342	1	case	321.6421
												AH	1		LOVE		594	1180	2221.8	57.4	185.5	208.4	322.165	322.132	322.232	0.1																589.1	1145.4	594.9	1183.9	603.8	1238.9	589.6	1299.1	560.3	1342	6	615	1339	2383	6.3227	1	love	322.1863
												IY	1		DEALING		452.9	1919	2671.3	220	181.2	596.2	322.349	322.332	322.382	0.05																457.2	1923.2	452.9	1919	469.7	1925.2	492.8	1804.8	493.1	1659.8	6	459	1931	2705	11.5423	1	dealing	322.3515
												AO	1		ALBANY		672.3	985.6	2057.3	154.3	286.7	635.7	327.13	327.093	327.203	0.11																640.5	1133.5	676	976.1	672.3	906.5	678.7	947.4	688.3	999.1	6	725	1030	2473	53.54205	1	Albany	327.1763
												AY	1		TIMES		765.5	1482.8	2631	75.8	197.2	539.2	328.168	328.093	328.303	0.21								s								733.8	1583.7	764.6	1479.2	752.4	1488.8	732.8	1677	690	1764.5	6	768	1500	2743	41.4123	1	times	328.1777
												IH	1		KID		512.5	2029.2	2666.4	68.7	118	260.5	329.201	329.161	329.281	0.12																475.6	2062.1	517.7	2025.5	547.4	1982.7	543.8	1967.3	529.8	1931.5	5	546	1993	2659	1.1426	1	kid	329.2162
												OW	1		GOING		558.3	897.1	2052.6	207.2	218.4	701.1	329.453	329.431	329.531	0.1																557.9	905.7	572.6	897.1	580.8	906.2	567.2	906.9	551.3	895.9	6	630	916	2542	62.4426	1	going	329.4726
												AE	1		FAMILY		613.4	1998.3	2720.4	85.1	127.9	284.2	329.898	329.861	329.971	0.11																594	1978.9	613.3	1998.6	608.4	1980.5	633.7	1840.3	660.4	1624.4	5	615	2002	2705	3.41212	1	family	329.8942
												OW	1		GOING		554.9	1163.1	2527.7	126.9	310.5	704.8	330.183	330.161	330.25	0.089																548.8	1185.4	580.5	1124.2	630.2	1097.5	647.3	1152.8	667.6	1215.2	5	622	1079	2330	62.4426	1	going	330.2133
												EH	1		THERE		570.9	1742.8	2458.5	53.7	113.7	176.4	332.407	332.301	332.62	0.319																559.5	1708.8	571.8	1737.7	545.4	1745.7	523.9	1767.6	510.1	1680.8	6	553	1742	2622	24.6003	1	there	332.3444
												UW	1		DO		408.6	1755.4	2407	117.4	117.4	408.1	334.387	334.38	334.44	0.06																408.6	1755.4	427.1	1666.2	460.3	1595.9	489.2	1531.2	509	1512	5	435	1651	2327	73.0003	1	do	334.4028
												AO	1		SMALL		696.4	904.6	2055.3	103.3	106.2	627.4	337.163	337.116	337.256	0.14																675.7	915	697.6	904	693.2	906.4	688.5	924.2	675.3	948.4	6	752	923	2404	53.542	1	small	337.1777
												AW	1		AMOUNT		839	1336.3	2596.4	42.2	153.3	778.1	337.421	337.396	337.495	0.099																841.8	1307	840.1	1264.9	833.5	1246.3	820.9	1239.9	799.2	1277.8	5	835	1255	2325	42.44223	1	(a)mount	337.4227
												AE	1		FAMILY		590.1	2036.8	2703.6	89	240.5	516.4	337.739	337.706	337.806	0.1																582.4	2011.4	592.1	2037.7	625.8	1987.5	644.9	1834.5	639.8	1733.6	5	582	2074	2715	3.41212	1	family	337.739
												AW	1		OUT		697.1	1560.1	2092.4	62.7	149.5	1638.3	338.36	338.335	338.486	0.151																713	1562.9	729.1	1487.8	695.7	1319.1	614	1178.4	570.1	1142.4	6	729	1491	2260	42.141	1	out	338.3859
												AA	1		NOT		731.8	1626.2	2553.7	86.1	99.2	833.9	340.315	340.288	340.368	0.08																691	1651.1	734.1	1623.6	756.4	1602.3	772.7	1579	778.2	1543.3	5	788	1565	3156	5.1414	1	not	340.3471
												AY	1		TIME		818.4	1584.3	2449.3	107.1	122.5	431.7	340.748	340.699	340.808	0.109								m								729.5	1346.5	783.5	1508.7	816.7	1593.5	805.3	1644.8	778.4	1638.2	6	813	1589	2602	41.4123	1	time	340.7528
												AE	1		TRAVELED		583.6	1753.5	2728.9	67	381.9	535.3	344.083	344.056	344.136	0.08																575.3	1796	583.9	1754.2	579.4	1757.1	573.7	1752.5	568	1706.9	4	575	1715	2704	3.32281	1	traveled	344.1044
												AA	1		ON		600.8	1606.6	2941.5	50.2	233.9	310.8	345.791	345.774	345.824	0.05																585.8	1603.7	600.8	1606.6	625.8	1617.9	649.6	1628.7	673.9	1630.5	5	747	1560	2866	5.442	1	on	345.8343
												AW	1		DOWN		754.7	1621.1	2937.3	154.4	176.9	469.5	346.222	346.194	346.304	0.11																728.8	1653.9	783.8	1510.9	790.7	1358.2	782.6	1296.4	741.3	1258.8	4	743	1455	2199	42.4423	1	down	346.2286
												EY	1		BREAK		561.7	1716.5	2384.2	73.6	180.8	338.1	346.856	346.844	346.923	0.079																559.7	1743.6	542.1	1856.2	515.4	1931.4	499.8	1882.3	517.5	1946.3	5	553	1745	2491	21.1618	1	break	346.8634
												AO	1		NORTH		527.4	1048.8	2300.3	131.9	142.2	415.6	350.796	350.766	350.856	0.09																500.9	1168.6	529.2	1042	546.1	988.7	548.7	1005.4	539.6	1077.5	6	551	979	2425	54.6004	1	north	350.8098
												AY	1		CAROLINA		739.8	1361.6	2859.3	83.1	159.1	1223.9	351.285	351.236	351.376	0.14								s								727.1	1249.9	739.8	1361.6	733.9	1429.7	726.5	1525.6	680.7	1595.4	5	764	1433	2782	41.44271	1	(Caro)lina	351.293
												AY	1		TIME		718.9	1522.6	2684.2	88.7	118.8	600.5	353.195	353.105	353.286	0.181								s								630.4	1602.3	714.1	1578.4	719	1523.2	721.5	1573.4	687.1	1661.2	5	731	1559	2726	41.4123	1	time	353.2075
												AW	1		ABOUT		648.8	1141.8	1795.7	98.8	284.6	625.4	359.283	359.259	359.369	0.11																651	1151.2	650.3	1134.5	654.8	1164.2	630.5	1169.2	575.5	1358.6	6	724	1395	2611	42.1411	1	(a)bout	359.301
												IY	1		THREE		348.5	2266.9	2647.1	241.1	386.1	961.2	359.769	359.749	359.809	0.06																355.1	2201	348.1	2268.7	357.4	2252.1	355.3	2243.2	575.1	2311.1	4	349	2117	2549	12.0008	1	three	359.7796
												EY	1		GAME		626.5	2069.3	2698.7	160.1	263.7	178.6	362.318	362.287	362.398	0.111																622.1	2062.6	613.8	2078	592.3	2088.4	614.2	2067.8	616.5	2062.8	6	565	2099	2703	21.4126	1	game	362.2845
												AW	1		DOWN		675.9	1412.2	2564.4	43.9	168.8	321.5	363.952	363.919	364.049	0.13																656.4	1428.8	711	1374.2	726.6	1324.2	730.6	1294.7	715.9	1290.6	5	748	1374	2950	42.4423	1	down	363.9802
