age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
												AW	1		FOUND		770.9	1237.7	2588.7	52.7	128.2	779.8	683.563	683.543	683.684	0.141																811.8	1256.4	784.9	1248.8	762.7	1224.7	733.2	1164.2	683.4	1085.2	6	863	1299	2921	42.44213	1	found	683.5788
												AW	1		OUT		748	1659.3	2505	46.2	200.7	375	683.838	683.794	684.034	0.24																756.4	1634.7	800.3	1457.1	751.6	1285.5	654.9	1185.2	596.3	1081.8	5	811	1501	2841	42.141	1	out	683.8728
												OW	1		KNOWS		574.2	1706	2539.9	57.3	108.7	406.3	684.658	684.639	684.809	0.17																625.6	1545.3	607.4	1255.2	540.5	1084.4	485.4	1112.7	467.7	1235.1	6	623	1375	2494	62.0024	1	knows	684.6876
												AW	1		MOUTH		831.8	1215.8	1929.6	87.6	215.7	949.5	687.672	687.657	687.777	0.12																833.9	1202.6	830.4	1169.7	827.8	1150.3	809	1087	709.6	1099.4	6	863	1272	2400	42.3312	1	mouth	687.6859
												EY	1		SAME		588.6	1954.1	2957.4	143.2	109.6	627.9	699.631	699.586	699.676	0.09																527.8	1862.4	567.4	1906.3	588.6	1954.1	592.5	2005.1	565.2	2028.9	4	585	1931	2823	21.4123	1	same	699.6335
												AE	1		MAT		740.3	2042.1	2784.2	139	98.8	373.4	706.033	706.003	706.093	0.09																743.2	2026.4	740.3	2042.9	739.1	2038.2	723.3	2009.3	706.5	1992.9	4	727	2014	2569	3.1412	1	mat	706.0415
												EY	1		BASE		492.3	2281.9	3048.5	148.4	254.5	452.4	709.206	709.186	709.286	0.1																492.3	2281.9	484.7	2270	465.7	2229.4	467.8	2214.3	813.4	2326.2	4	488	2189	2844	21.3421	1	base	709.2107
												AH	1		TUB		680.2	1332.1	2748.8	52.8	229	82	709.729	709.666	709.855	0.189																708.7	1373.3	679.7	1335.2	668.9	1279.5	657.2	1276.5	650.6	1288	5	693	1399	2783	6.1123	1	tub	709.7326
												AO	1		DOORWAY		583.7	864.8	1977	372.9	357.9	683.9	711.084	711.037	711.177	0.14																518.5	1102.8	587.7	840.1	647	815.2	605.1	894.4	572.2	968.9	6	542	833	1753	64.60031	1	doorway	711.1104
												AH	1		RUG		705.4	1219.4	2733.1	62.9	113.9	92.4	711.83	711.787	711.917	0.13																666.2	1198.3	707.2	1221.7	703.6	1273.6	648.5	1409.3	573.9	1583.6	5	712	1227	2758	6.1627	1	rug	711.8386
												AE	1		FACT		701.2	1879.5	2754.2	212.2	171.3	217.9	727.037	726.997	727.117	0.12																666.3	1813.6	704.1	1885.1	705.2	1918.8	693.8	1956.1	682.5	1972.4	4	682	1835	2600	3.16113	1	fact	727.058
												AO	1		TALKING		651.1	1269.8	2736.5	71.2	502.6	409.8	731.759	731.732	731.813	0.081																616.7	1277.2	653.4	1271.6	679.7	1274.5	723.3	1288.5	757.3	1284	5	794	1374	2980	53.1613	1	talking	731.8215
												OW	1		SODA		544.7	1269.7	2599.4	20.8	177.5	401.1	740.255	740.223	740.373	0.15																544.7	1275.6	552	1149.2	548.8	1048.5	528.7	1051.8	528.3	1199.9	5	548	1069	2559	62.14231	1	soda	740.2876
												IY	1		SNEAKERS		497.3	2200.8	4093.9	195.5	133.2	1177	743.783	743.743	743.863	0.12																513.3	2112.6	495	2214.3	479.7	2308.8	431	2328.2	408.9	2347.8	3	507	2033	2656	11.16101	1	sneakers	743.7714
												AA	1		ARGUE		594.8	1294	2319.9	79.8	123.2	281.1	750.791	750.751	750.871	0.12																556.3	1408.1	599.6	1283.1	632.6	1260.3	613.8	1287.7	603.6	1337.9	6	635	1286	2283	44.60001	1	argue	750.8244
												OY	1		BOYFRIEND		557.5	1157.4	2541.7	85.6	133.3	105.4	751.791	751.751	751.87	0.119																549.6	1017.7	560.2	1176.2	563.1	1408.1	526.8	1649.3	486.9	1725.5	5	534	946	2600	61.32114	1	boyfriend	751.7668
												AH	1		COUSINS		726.4	1385	2714.6	33.9	199.4	335.2	776.002	775.952	776.102	0.15																697.4	1296.8	725.3	1384.5	669.2	1453.1	556.8	1453.3	430.4	1356.3	6	733	1399	2718	6.34101	1	cousins	775.9993
												AO	1		TALK		728.5	1189.1	2939.2	40.2	145.2	357	778.4	778.347	778.506	0.159																710.8	1231.8	731.5	1191.2	750.9	1187.4	725.9	1138.3	676.8	1277.9	6	748	1181	2996	53.1613	1	talk	778.4221
												AE	1		ACCENT		770.4	2127.7	2884.6	192.3	158.9	221.3	785.366	785.303	785.493	0.19																768.7	2062.2	775.8	2132.9	802.5	2150.1	806.7	2269.4	762	2330.6	4	743	2023	2610	3.16104	1	accent	785.385
												EH	1		DEFINITELY		698.3	1620.6	2632.1	41.4	165.1	344.5	785.949	785.923	786.002	0.079																664.7	1607.4	704.4	1617.3	727.9	1604.3	737.9	1590.7	716.3	1548.4	6	743	1594	2774	2.32132	1	definitely	785.9674
												AO	1		ALBANY		735.7	1016.9	2272.3	63.4	114.8	991	787.583	787.55	787.65	0.1																756	1040.8	734	1014.6	727.3	996.4	723.5	987.6	705.5	983.4	6	755	1038	2440	53.54205	1	Albany	787.5731
												IH	1		HERE		508.5	1740	2139.4	115.3	79.5	341.3	794.012	793.978	794.079	0.101																520.7	1758.6	507.4	1739	501.8	1721.5	498.2	1698.6	496.7	1689.8	6	525	1772	2251	14.6	1	here	793.9924
												IY	1		EVEN		366.5	2172.6	3005.4	138.4	199	281	798.177	798.14	798.25	0.11																419.1	2129.1	364.6	2175.6	349	2227.3	354.2	2242.8	360.6	1979	5	351	2208	2964	11.32201	1	even	798.1907
												OW	1		THOUGH		646.7	1071.2	2770.2	152.6	310.3	483.2	798.377	798.37	798.47	0.1																628	973.4	585.7	861	524.3	800.5	499.1	770.1	475.1	771.8	6	627	963	2777	62.0003	1	though	798.3936
												EY	1		STATE		521.6	2021.2	2690.3	173.6	80.4	107.6	799.053	799.02	799.099	0.079																517	1974.6	520.1	2013	511.4	2036.8	478.8	2039.9	441.7	2023.7	5	520	2000	2676	21.1413	1	state	799.0386
												AO	1		GEORGIA		518.6	1019	2135.3	81.7	138.8	844.8	806.022	805.995	806.076	0.081																494.9	1019.1	520.3	1018.3	538.2	1017.6	548.2	1061.1	545.1	1109.7	6	539	1019	2247	54.60051	1	Georgia	806.0312
												AE	1		FAST		577.5	1802.5	2483.4	55.9	134.2	130.7	808.678	808.641	808.751	0.11																521.4	1667.7	579.9	1810.4	585.3	1878	614.5	1883.6	660.4	1843.7	5	608	1896	2576	3.34113	1	fast	808.7104
												EH	1		RESTAURANT		651	1556.6	2346.4	37.3	332.4	2198.4	809.124	809.101	809.171	0.07																644.4	1538.9	647.5	1521.6	646.2	1513.1	633.3	1492.5	634.6	1562.3	6	651	1560	2680	2.34272	1	restaurant	809.1207
												IY	1		REPEATED		378.2	2392.4	3213.8	124.9	187.1	503.1	811.557	811.524	811.624	0.1																387.4	2378.9	377.6	2396.4	377.1	2400.8	371.4	2330	377.3	2251.4	4	381	2297	2871	11.1411	1	(re)peated	811.564
												EH	1		SAID		615.7	1693.7	3073.2	82	134.5	402	815.415	815.392	815.462	0.07																622.3	1701.8	615.3	1691.9	619.4	1664.4	627.3	1654.3	627.5	1648.3	4	608	1655	2908	2.1423	1	said	815.4215
												EH	1		AGAIN		693.6	1746.8	3208.6	80.8	298.7	589.4	815.705	815.672	815.772	0.1																686.9	1994.2	692.2	1719.7	690.6	1618.1	703.4	1587.8	729.9	1560.1	4	678	1567	2843	2.4426	1	(a)gain	815.7292
												OW	1		NO		554.3	1425.3	2449.4	90.3	237.1	715.1	816.943	816.923	817.083	0.16																570.6	1297.9	562.5	1101	538.4	1021.2	563.4	982.3	664.9	1498.4	5	565	1092	2420	62.0004	1	no	816.9771
												UW	1		CLUE		446.5	1155.4	2280.3	158.2	300.7	531.7	817.21	817.202	817.273	0.071																447.2	1143	449.6	1048	450.1	968.1	453.4	927.3	444.5	913.3	6	445	921	2041	82.0008	1	clue	817.2494
												AE	1		PAL		711.7	1658	2724.3	78.2	193	425.5	818.126	818.063	818.252	0.189																662.5	1690.3	718.1	1649.3	729.7	1602.5	737.8	1529.4	715.4	1603.7	5	686	1617	2566	3.5421	1	pal	818.1201
												OW	1		NEGOTIATING		534.1	1389.8	2495.5	78.1	400.9	314.7	822.537	822.52	822.629	0.109																539.8	1344.7	548.8	1209.6	528	1163.7	477.4	1211.5	421.8	1272.8	5	547	1173	2551	62.35162	1	(ne)gotiating	822.56
												IY	1		READ		424.3	1697	2147.6	185.8	234	422.3	844.743	844.723	844.783	0.06																431.4	1677.5	423.9	1693	423.9	1692.2	421.9	1741	430.7	1814.4	6	442	1848	2479	11.1427	1	read	844.8016
												AW	1		LOUD		748.2	1457	2782.7	104.4	252.1	1125.7	845.083	845.063	845.213	0.15																763.7	1473.6	771.5	1460.1	744.6	1408.8	722.9	1286.3	688.4	1306.8	5	754	1389	2481	42.1427	1	loud	845.1138
												UW	1		SCHOOL		431.8	1094	2547.7	147.5	153.2	367.1	848.52	848.487	848.587	0.1																423.3	1104.1	431.2	1096.5	422.7	1154	420.6	1176	423.8	1146.1	5	421	1078	2352	72.5426	1	school	848.5292
												OW	1		GO		488.1	1321.5	2419.8	90.9	268.4	690.6	848.818	848.807	848.937	0.13																491.2	1217.2	464	1165.4	421.2	1174.8	386.5	1232.5	376.4	1370.9	6	501	1242	2350	62.0006	1	go	848.8323
												UW	1		TO		403.9	1651	2533.7	214.4	208.6	549	849.054	849.047	849.197	0.15																405.8	1636.2	401.5	1563.4	412.8	1456.5	389.1	1159.1	579.8	1423	6	415	1595	2384	73.0003	1	to	849.0853
												EH	1		VERY		581.1	1632.7	2129.4	118.7	102.4	712.2	849.574	849.547	849.627	0.08																572	1619.4	581.2	1632.2	578	1634.8	566.1	1635.2	529.5	1631.6	6	576	1634	2055	2.60011	1	very	849.5742
												EH	1		DRESS		619.7	1551.3	2526.2	49.7	132.2	789.9	850.223	850.196	850.277	0.081																601.3	1546.8	620.5	1552.1	634.2	1549.4	661.6	1528	676	1526.9	5	680	1602	2685	2.3418	1	dress	850.2466
												OW	1		CODE		547.4	1391.9	2476.3	99.5	384.5	467.5	850.506	850.477	850.647	0.17																556.2	1410.7	595.4	1330.1	582.5	1284.8	521.1	1240.9	526.4	1198.6	6	599	1314	2584	62.142	1	code	850.5588
												AH	1		BUTTON		711.9	1092.2	3166.8	142.9	120.7	223.5	851.931	851.901	851.992	0.091																679.8	1050.1	717.6	1100	745.2	1171	751.6	1336.6	752.1	1465.9	4	707	1090	2245	6.14111	1	button	851.9355
												ER	1		SHIRTS		526.9	1511	2077.5	133.8	223	1100.6	852.538	852.481	852.652	0.171																522.9	1523.7	528	1518.8	513.6	1546.8	489.2	1560.2	470.9	1562.6	5	492	1470	1844	94.60053	1	shirts	852.5782
												AA	1		COLLAR		774.6	1213.8	3364.1	63.2	310.9	348.5	853.185	853.112	853.332	0.22																761.3	1338.7	775.1	1206.8	776.8	1200.2	760.8	1183.5	748.3	1300.9	4	745	1127	2810	5.54201	1	collar	853.2107
												OY	1		BOYS		569.8	975.9	2269.2	120.4	83.7	983.4	854.703	854.643	854.823	0.18																542.1	895.6	577.2	999.5	604.6	1232.7	512.5	1513.3	440.9	1714	6	599	892	2312	61.0021	1	boys	854.6773
												ER	1		GIRLS		494.8	1269.4	2086.9	115.6	205.5	349.1	855.05	855.023	855.103	0.08																478.6	1314.9	495.8	1264.5	501.3	1222.4	504.6	1199.9	516.8	1177.1	6	531	1230	2022	94.60053	1	girls	855.0808
												AE	1		MATTER		692.5	1832.1	3366.5	91.7	183	532.3	855.602	855.572	855.663	0.091																694.5	1786.6	692.9	1838.8	687	1837.5	665	1785.1	638.1	1734.9	4	682	1754	2606	3.14121	1	matter	855.597
												EY	1		HATE		540.7	2106.4	2746.4	289	528.6	687.4	857.224	857.211	857.301	0.09																522.3	2117.3	481.7	2143.2	464.7	2108.1	453.5	2009.5	437.6	1947.8	4	506	2065	2663	21.141	1	hate	857.2323
												ER	1		SHIRTS		512.8	1554.3	2479.6	150.8	203.3	817.3	857.737	857.681	857.85	0.169																510.1	1555.9	511	1564.9	511.3	1636.2	503.6	1670.5	489.1	1700.8	5	505	1570	2340	94.60053	1	shirts	857.7451
												UH	1		LOOK		420.3	1196.4	2480.6	86.3	152.3	580.4	859.915	859.895	859.955	0.06																443.9	1164.5	417	1200.9	387.8	1230	362.6	1271	386.7	1340.2	6	451	1117	2252	7.1617	1	look	859.8967
												AE	1		SACKS		684.4	1834.2	2824.5	94.7	95.5	614.7	860.431	860.365	860.564	0.199																651.7	1808	689.6	1834.3	699.3	1831.7	688.2	1865.3	656.3	1891	4	696	1824	2613	3.1613	1	sacks	860.4471
												AE	1		CAN'T		541	2147.5	2899	132.7	369.1	1150.3	861.528	861.508	861.568	0.06																499.5	2165.9	546	2145	582.2	2122.8	591.1	2104.9	588.8	2077.6	4	581	2116	2811	3.44203	1	can't	861.5332
												AY	1		TIE		826.6	1727.8	2842.3	107.7	120	252.8	861.924	861.927	862.108	0.181								m								799.4	1544.5	805.6	1507.7	765.5	1612.1	699.4	1654.8	611	1705.4	5	820	1526	2834	41.0003	1	tie	861.9776
												AA	1		BOTTOM		765.1	1326.1	2982.5	123.5	242.9	404.5	862.87	862.807	862.997	0.19																733.3	1300.8	771.9	1327.1	802.6	1378.8	796.2	1437.7	760.9	1470.9	4	791	1322	2882	5.14111	1	bottom	862.9087
												ER	1		GIRLFRIEND		447.1	1148.9	1772.4	99.9	101.7	318.8	864.171	864.138	864.238	0.1																425.7	1135	450.6	1151.7	479.9	1158.7	503.9	1128.8	510.8	1105.1	6	494	1130	1733	94.60051	1	girlfriend	864.1998
												AE	1		JAN		695.5	1861.8	2676.9	186.6	593.3	1138.9	864.721	864.647	864.868	0.221																503.7	1378.8	695.3	1857.6	718.6	1808.7	679.8	1656.2	638.2	849.5	6	690	1994	2879	3.4425	1	Jan	864.7149
												AA	1		GOT		770.3	1522.8	2548.5	52.1	143.2	355.7	865.654	865.561	865.841	0.28																732.4	1550	770.4	1523.4	783.5	1550.3	782.1	1554.5	751.1	1542.6	5	794	1559	2639	5.1416	1	got	865.7144
												EH	1		DETENTION		740.6	1810.5	3046.3	144.1	214.8	1680.8	866.278	866.258	866.318	0.06																766.7	1791.8	737.7	1813	715.8	1822.8	710.7	1809.6	702.5	1774.3	4	741	1775	2775	2.44234	1	(de)tention	866.2967
												AE	1		THAT		676.8	1782.4	3170.1	104.5	190.6	832.5	866.857	866.787	866.998	0.211																668.6	1759.3	682.6	1787.1	683.2	1747.4	675.4	1713.6	652.5	1633.2	4	684	1729	2664	3.1413	1	that	866.862
												AE	1		HAD		655.1	2002.1	3666.4	27.2	413.3	2390.5	870.128	870.098	870.188	0.09																652.2	1993.1	654.8	1997.1	628.5	1954.7	547.8	1909.7	474.3	1869.4	4	599	2074	3607	3.142	1	had	870.0882
												EY	1		STAY		562.2	1902.9	2497.9	121.5	152.7	670.6	870.546	870.508	870.778	0.27																555.7	1935.7	517.8	1990.5	508.2	2094.5	470.7	1812.8	415.1	2070	5	575	1925	2638	22.0003	1	stay	870.5486
												IH	1		SIX		558.6	1714.7	2565.7	125.7	64.6	833.5	871.671	871.634	871.744	0.11																529.7	1690.2	560.7	1716	564.2	1748	541.5	1780.9	534.5	1814.9	5	583	1727	2930	1.16133	1	six	871.6733
												AA	1		SOCKS		796	1494.5	2693	70.5	169.9	220.6	873.31	873.233	873.463	0.23																733.7	1499.7	801.9	1496.7	823.5	1503.7	808.1	1514.8	698.6	1533.7	6	807	1482	2877	5.1613	1	socks	873.3451
												AO	1		HALL		757.1	949.2	3054.1	112.7	91.7	1332.7	875.06	875.01	875.16	0.15																759.5	929.7	757.4	955.3	743	1003.5	726	1004.7	662.8	952.9	5	732	984	1882	53.542	1	hall	875.0773
												AO	1		STALKS		732.7	1203.4	2899.3	43.5	188.9	1860	875.773	875.71	875.9	0.19																688.9	1211.7	735.7	1199.6	743.3	1156.7	718.8	1168.6	656	1151.6	5	749	1184	3145	53.1613	1	stalks	875.793
												IY	1		SEE		397.4	2208.7	3317.8	70.2	278.2	953.1	876.52	876.43	876.7	0.27																400.7	2338.1	398.5	2241.4	402.6	2391.1	394.7	2384.4	376.5	2090.6	4	391	1999	2583	12.0003	1	see	876.5121
												AW	1		OUT		713.7	1434.8	2797.5	50.5	144.1	340.2	877.572	877.546	877.706	0.16																692.1	1453.3	748.3	1412.8	764	1405.9	739.7	1437.6	710.2	1506.8	5	775	1447	2764	42.141	1	out	877.6164
												AO	2		UNIFORM		571.1	750.9	1895.6	200.9	308.7	667.7	878.195	878.155	878.275	0.12																540.8	911.2	573.9	747.9	588.7	782.1	647.6	895.2	649.6	997.1	6	552	756	1752	54.6001	1	(uni)form	878.2044
												AE	1		LAST		639.7	1816.1	3640.9	67.4	162.2	1603	878.469	878.445	878.516	0.071																652	1802	638.8	1817	628.2	1815.6	617.7	1799.4	613.3	1848	4	645	1763	2404	3.34173	1	last	878.4677
												AA	1		JOHN		790.9	1587.2	2639	71.9	228.2	2822.8	879.046	878.996	879.146	0.15																771.6	1659.2	791.7	1582.5	813	1589.4	790	1433.2	761.4	1578.6	5	821	1584	2676	5.4425	1	John	879.0694
												AA	1		GOT		732.1	1686.1	2734	40.4	206	1458.8	879.296	879.246	879.396	0.15																675.3	1722.3	736.3	1679.5	759.9	1599.2	758.7	1586.4	737.2	1563	5	763	1600	2535	5.1416	1	got	879.3292
												EH	1		SUSPENDED		698.3	1444.7	2676.8	80.9	305.4	685	879.669	879.646	879.716	0.07																651.9	1386.5	702	1449.2	704.6	1401.3	707.2	1347.7	705.4	1092.8	6	729	1573	2966	2.44213	1	(su)spended	879.6904
												EH	1		SAID		664	1574.9	2679.1	57	358	363	880.519	880.446	880.666	0.22																654.7	1479	664.7	1591.3	666.3	1595.7	657.7	1595.6	647.5	1621.7	6	657	1610	2765	2.1423	1	said	880.5565
												EH	1		DRESS		595.4	1565.3	2587	60.4	191.5	351.3	881.531	881.511	881.571	0.06																581	1564	596.8	1565.7	606	1571.6	612.6	1571.1	615.9	1554	5	624	1598	2716	2.3418	1	dress	881.5514
												OW	1		CODE		516.3	1279	2302	180.8	375.2	471.7	881.748	881.741	881.851	0.11																488.6	1222.2	487.2	1152.1	503.2	1148	508.5	1220.1	467.3	1330.2	6	523	1180	2527	62.142	1	code	881.7884
												AH	1		SUCKS		673.2	1424.8	2377.2	137.7	292.5	1757.7	882.094	882.04	882.201	0.161																639.8	1529.2	677.3	1417.6	710	1426.3	670.7	1428.2	635.2	1478.8	6	703	1406	2554	6.1613	1	sucks	882.1178
												AO	1		WRONG		758.5	1236.6	2403.7	92	165.8	600	883.972	883.945	884.025	0.08																731.4	1215.1	759.8	1236.6	771.5	1232.6	788.3	1255.7	789	1267.6	5	779	1210	2177	53.46273	1	wrong	883.9947
												AE	1		THAT		667.6	1854.6	3058.2	61.6	158.2	709.7	884.372	884.285	884.545	0.26																640.3	1885.3	669.7	1855	674.6	1850.5	669	1809.4	653.3	1840.1	4	665	1813	2677	3.1413	1	that	884.3651
												IY	1		EVEN		377.1	1963.4	2810.5	155.7	403.6	407.4	885.126	885.093	885.193	0.1																520.5	1814.4	373.4	1958.3	370.1	2052.8	371.4	1976	375.7	1671.1	5	373	1703	2635	11.32201	1	even	885.1446
												AA	1		FATHER		756.1	1198.3	2466.4	47.7	157.1	857.4	885.559	885.503	885.672	0.169																714.4	1147.3	758.1	1194.7	762.5	1200.5	758.6	1234.4	687.7	1267.9	5	768	1256	2747	43.33111	1	father	885.5902
												EH	1		SAYS		643.5	1501.9	2743.1	83.6	152.1	332.3	885.916	885.883	885.983	0.1																605.9	1470.1	645.6	1504.7	655.8	1537.8	651.3	1568.9	591.9	1596.8	5	665	1558	2732	2.3413	1	says	885.9389
												UW	1		SCHOOL		413.4	1051.1	2361.1	142.2	167	416.4	889.834	889.811	889.881	0.07																406.5	1111.2	413.8	1044.3	414.4	997.9	419.2	983.2	437.9	970.1	6	468	964	2531	72.5426	1	school	889.8694
												AA	1		COT		811	1387.4	2727.2	52.8	162.9	225.3	901.857	901.79	901.99	0.2																776.6	1416.7	812.9	1382.4	817.5	1370.6	795.1	1318.1	715.6	1262.2	6	819	1366	2777	5.141	1	cot	901.8762
												AO	1		CAUGHT		654.3	947.1	2873.4	58	68.8	429.6	902.714	902.644	902.854	0.21																643.5	963.9	656.4	948.6	674.7	962.6	691.8	1032.7	712.9	1162.9	5	674	972	2884	53.141	1	caught	902.7275
												AA	1		DON		790.7	1515	2907.4	149.8	70.9	385.8	908.488	908.408	908.649	0.241																760.3	1570.2	785.8	1504.2	753.1	1442.1	757.4	1406.3	751.3	1453.3	5	839	1447	2910	5.4423	1	don	908.5543
												AO	1		DAWN		692.6	1110.7	2819.9	67	124	602	909.134	909.07	909.261	0.191																650.7	1247	697.2	1107.8	712.4	1090.6	712.7	1095.3	720.9	1070.7	5	721	1106	3260	53.4423	1	dawn	909.1719
												AA	1		FATHER		855.4	1418.7	3108.8	119.3	470.9	477.9	914.476	914.409	914.609	0.2																833.4	1439.2	859.3	1416.4	862.8	1492.9	836.5	1479.8	805.5	1542.4	4	836	1372	2728	43.33111	1	father	914.5018
												AA	1		BOTHER		789	1265.4	2822.4	51.7	193.4	308	915.214	915.144	915.354	0.21																767.2	1312.1	787.7	1241.3	783.8	1211.4	773.9	1250.3	724.7	1289.9	5	805	1266	2794	5.33111	1	bother	915.2426
												IH	1		NEARER		433.7	2226.5	2888.6	52.8	219.7	259.5	921.209	921.152	921.322	0.17																416.8	2224.3	434.9	2222.8	450	2073.7	455.1	2036.2	457.9	1914	5	434	2198	2788	14.60041	1	nearer	921.2152
												IH	1		MIRROR		452.8	2033.3	2817.1	146.9	321.6	362.7	921.959	921.906	922.066	0.16																443.8	2066.8	458	2018	498.5	2003.4	521	1898.6	517	1834.6	5	424	1955	2760	1.60021	1	mirror	921.9252
												UW	1		FOOL		395.1	790.3	1999.1	307.8	224.8	915.5	926.626	926.583	926.713	0.13																394.2	786.6	396.1	792.1	414.8	791.9	418.5	782.4	409.1	775.7	6	363	780	1828	72.5421	1	fool	926.6454
												AA	1		FARM		762.5	1185.9	3102.6	189.1	91.5	619.2	941.353	941.32	941.42	0.1																735	1168.2	766.4	1187.7	789.3	1205.9	804.4	1277.4	813.5	1328.8	4	808	1263	2112	44.6001	1	farm	941.3827
												AH	1		DUSK		678.1	1373	3044.7	75.4	150	398.1	942.176	942.136	942.256	0.12																659.3	1486.1	679.6	1369.9	687.8	1361.2	686.2	1369.5	679.2	1394.1	4	683	1337	2173	6.34133	1	dusk	942.1998
												AY	1		SIGHT		638.1	1400.1	2642.7	62.5	353.4	364.3	942.931	942.888	943.118	0.23																637.6	1409.4	576.9	1382.3	459.3	1162.3	382.3	1855.4	372.5	2119.6	6	647	1397	2630	47.1413	1	sight	942.9337
												AA	1		SOCKS		749.7	1301.8	2445.7	45.4	242.3	364.6	943.656	943.583	943.803	0.22																724.9	1314.6	751.1	1288	748.4	1285.9	744.6	1312	752.7	1317.1	5	759	1351	2544	5.1613	1	socks	943.6824
												EH	1		ELEMENTARY		686.9	1626.9	2435.2	47.2	174.6	548.7	944.452	944.435	944.485	0.05																687.4	1618.4	686.9	1626.9	685.3	1647.1	682.7	1666.1	681	1676.3	6	686	1704	3424	2.44225	1	(ele)mentary	944.454
												AY	1		HIGHSCHOOL		849.6	1456.2	2874.5	151.8	359.9	710.5	945.711	945.709	945.849	0.14								s								842.5	1467.2	822.2	1569.3	724.3	1670	603.8	1716.4	519.9	1685.8	5	842	1464	2917	47.34201	1	highschool	945.7383
												UW	2		HIGHSCHOOL		368.6	947.7	2545.7	168.5	311.7	576.3	946.046	946.029	946.079	0.05																366	1007.8	368.6	947.7	375.3	909.5	383.1	895.2	390.5	889.9	5	386	879	2195	72.5426	1	(high)school	946.0688
												OW	1		BOAT		557.7	1135.1	2673.3	108.6	110.3	607.9	946.475	946.462	946.642	0.18																558.7	1036.2	565.7	1061.3	507.5	980.4	434.3	915.1	407.6	840.7	6	581	1138	2799	62.1411	1	boat	946.4973
												AY	1		SLIDER		734.1	1361.9	2586.5	35.6	122.1	412.2	947.181	947.161	947.291	0.13																731.6	1386.9	697.4	1431.8	652.8	1415.7	629.2	1570	576.2	1578.6	6	735	1349	2598	41.14281	1	slider	947.1799
												IH	1		SIX		524.8	1851.9	2590.6	81	870.2	291.7	947.799	947.766	947.866	0.1																495.1	1804	528.4	1855.9	537.9	1927.7	525.6	1714.9	522.5	1842.4	6	471	1888	2549	1.16133	1	six	947.8124
												AY	1		TIGER		710.9	1519.6	2501.4	259.6	387.6	465.3	948.384	948.36	948.52	0.16																668.1	1467.1	649.9	1538.2	590.3	1666.8	530.3	1796.7	468.1	1910.7	6	649	1559	2885	41.25231	1	tiger	948.4164
												ER	1		BURN		503.5	1295.6	1460.1	111.3	224.1	173.3	949.122	949.055	949.255	0.2																488.8	1314.3	505	1294.3	517.3	1233.5	496.3	1213.5	439	1145.8	6	547	1348	1573	94.6001	1	burn	949.1286
												AY	1		WRITING		643.4	1427.2	2446.6	57.2	170.7	346.3	949.893	949.874	950.014	0.14																635.7	1522.5	574.5	1751.1	526.1	1849.6	463.1	1809.5	416.4	1386	6	654	1428	2372	47.1417	1	writing	949.8944
												OW	1		GO		538.8	1268.4	2413	53.3	134.3	306.5	950.536	950.502	950.772	0.27																572	1276.4	565.2	1174.5	521.8	1061.7	499.6	985.8	421.1	838.2	6	587	1207	2438	62.0006	1	go	950.577
												AO	1		STALKS		725.3	1213.2	3075.6	107	292.7	878.5	951.259	951.186	951.406	0.22																719.1	1267.1	729.1	1215	749.9	1219.6	762.6	1588.4	756.6	2190.7	4	704	1153	2580	53.1613	1	stalks	951.2676
												IH	2		INVENTORY		496.5	2047.2	3123.7	146.1	201.8	535.1	952.826	952.796	952.886	0.09																534.2	2008	495.5	2048.6	494.5	2040.5	495.2	2031.1	498.7	2001.5	5	568	1991	2675	1.44205	1	inventory	952.8654
												AO	1		INVENTORY		456.3	1112.6	2355.2	99.3	117.6	119	953.209	953.166	953.296	0.13																466	1159.9	457.5	1097.2	466.5	959.1	473.6	936.2	491.6	1049.5	5	466	927	2347	54.60031	1	(inven)tory	953.2437
												ER	1		FIRM		536.9	1243.1	1435.7	215.2	332.9	279.5	953.752	953.675	953.905	0.23																548.4	1215	528.9	1220.9	523.6	1100.2	473.6	1062.1	471.1	969.5	6	613	1342	1559	94.6001	1	firm	953.7634
												AY	1		SPIDER		586.5	1185.8	2542.7	46.1	58.5	352.2	954.379	954.35	954.49	0.14																586.3	1174.2	564	1296.4	511.5	1475.6	456.6	2089.8	405.7	2137.2	5	611	1211	2480	41.14211	1	spider	954.3799
												EH	1		DESK		655.8	1680	2681.9	24.3	195.6	834.4	955.022	954.979	955.109	0.13																630.6	1501.9	657.5	1685.6	670.7	1633.2	676.8	1609.2	671.6	1558.6	6	661	1729	2995	2.34133	1	desk	955.0317
												UW	2		RUDIMENTARY		374.9	1285.2	2407.1	56.4	203.9	354.4	955.795	955.787	955.857	0.07																375.2	1288.3	377.4	1298.3	380.4	1325.9	379.8	1355.8	368.3	1415.8	5	384	1326	2436	82.14272	1	rudimentary	955.8192
