age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
												EH	1		SECOND		861.2	1849.2	3255.4	128	221.6	376.9	214.196	214.172	214.243	0.071																832.9	1822	864.1	1851.7	888.5	1878.9	892.5	1911.4	872.9	1972.6	4	864	1823	2982	2.16131	1	second	214.211
												AY	1		TIME		882.4	1933.4	3235.6	116.1	250.3	843	214.519	214.492	214.613	0.121								m								882	1933.4	879.2	1952.2	871.5	2000	835.1	2009.9	779.7	1926.6	4	884	1934	2721	41.4123	1	time	214.5263
												AE	1		GRANDPARENTS		674.7	2193.1	3331.2	129.6	101.5	796.1	217.945	217.912	218.012	0.1																664.7	2191.5	676.8	2192.4	682.8	2192.8	676.1	2213.4	681.8	2208.8	4	650	2183	2385	3.44284	1	grandparents	217.981
												AY	1		LIKE		776.7	1638.4	3435.1	161.2	155.6	292.5	222.093	222.024	222.175	0.151																724.6	1209.8	738.3	1360.7	766.1	1758.9	670.8	2035.2	602.6	2296.8	5	787	1627	3416	47.1617	1	like	222.0906
												AY	1		SCIENCE		1042	1849.5	3256.3	248.8	160.3	853.4	223.735	223.748	223.848	0.1																782.6	2079.5	708.6	2212.9	684	2319.6	679.1	2420.8	664.9	2491.1	4	1078	1821	3160	41.44203	1	science	223.73
												AO	1		CALLED		965.8	1265.4	3267.7	326.5	370.2	196.6	225.725	225.698	225.778	0.08																984.1	1270.8	962.4	1265.9	921.8	1276.4	884.6	1283.2	850.9	1282.8	4	846	1272	3273	53.542	1	called	225.749
												AE	1		AUNT		635.5	2736.2	3375.8	126.9	291.9	802.4	237.424	237.381	237.511	0.13																626.7	2425.9	640.7	2740.1	671.9	2715.4	658.5	2613.7	649.8	2325.4	5	670	2706	3379	3.44203	1	aunt	237.4509
												AH	1		UNCLE		691	1448.5	1560.8	261.9	287.8	614.2	237.684	237.651	237.751	0.1																690.3	1500.6	686.7	1437.7	643.3	1372.4	616.6	1221.5	642.4	1236	6	805	1466	2837	6.44204	1	uncle	237.6911
												AA	1		LOT		815.1	1432	3346.7	96.5	194.8	217.9	238.714	238.661	238.821	0.16																797.1	1445.6	819.9	1431.8	909.1	1529.7	956.8	1625.9	929.2	1749.8	4	941	1567	2997	5.1417	1	lot	238.7622
												AY	1		TIMES		767.5	1820.7	3182.6	230.8	247.9	387.3	239.013	238.991	239.09	0.099								s								766.7	1802.9	722	1915.6	673.4	2005.1	677.3	2062.3	650.5	2106.9	4	744	1776	2497	41.4123	1	times	238.9852
												ER	1		MYRTLE		680.5	1669.6	2077.5	113.3	136.6	233.4	247.75	247.723	247.803	0.08																668.8	1640.5	682	1672.3	693.6	1704.1	692.5	1739.9	658.7	1752.2	6	694	1690	2117	94.60021	1	myrtle	247.7557
												IY	1		BEACH		563.6	2719.7	3644.6	370.1	101	1286.4	248.01	247.973	248.083	0.11																574.8	2684.5	561.3	2722.5	517.2	2749.3	488.9	2759.9	560.4	2509.2	4	544	1967	2738	11.16113	1	beach	247.9809
												IH	1		BIG		679.7	1951.8	3231.5	184.3	151.2	229.9	248.419	248.393	248.472	0.079																665.2	1885.8	680	1966.2	658.9	2050.5	623.6	2124.6	597.6	2212.5	4	683	1966	3158	1.1621	1	big	248.4249
												EY	1		BREAK		698.6	1915.1	2547.8	90.8	215.2	405.7	249.546	249.492	249.703	0.211																692.1	1895.5	687.4	2024.6	646.2	2232.6	577.9	2262.7	565.7	2482.2	5	670	2187	2733	21.1618	1	break	249.586
												AO	1		FLORIDA		668.9	1186.3	2490.6	88.3	155.3	264.1	250.895	250.875	250.935	0.06																682.8	1218.6	669.1	1189.9	675.6	1229.5	679	1257.1	678.2	1288.4	5	672	1211	2398	54.60082	1	Florida	250.8994
												AA	1		LOT		859.7	1520.3	3276.4	116.2	170.6	194.5	257.059	257.032	257.112	0.08																798.6	1449.8	864.8	1526.9	909.8	1577.4	931.6	1585.3	921.2	1580.5	4	898	1550	2925	5.1417	1	lot	257.0882
												IY	1		PEOPLE		528.5	2430.2	3859.7	442.9	337.3	777.5	257.262	257.232	257.322	0.09																606	2354.1	531.3	2437.2	555.7	2507.2	574.5	2450.4	530.8	2377.7	3	552	2199	2766	11.11111	1	people	257.2791
												EY	1		MAIN		651.7	2277.1	3187.6	121.1	196.6	355	259.056	259.044	259.224	0.18																622.3	2637.7	585.5	2768.5	560.4	2827.9	550.2	2382.8	657.2	2600.7	5	650	2305	3205	21.4422	1	main	259.0587
												UW	1		CRUISE		474.9	1315.9	2257.2	59.8	101.8	186.2	259.441	259.434	259.544	0.11																464.9	1273	452.7	1191.5	445.8	1173.8	442	1229.7	442.3	1286.5	6	472	1285	2563	82.3428	1	cruise	259.4683
												EY	1		PLACE		682.2	1808.1	3404.5	141.3	91.4	222.6	259.777	259.764	259.853	0.089																668.9	1882.6	625.4	2083.7	567.7	2250.5	500.3	2386.4	482	2509.9	4	625	2075	3322	21.3428	1	place	259.7943
												UW	1		ARUBA		473.3	1116.2	2460.7	150.4	146.8	373	260.454	260.424	260.513	0.089																492.8	1191.2	471.8	1110.7	464.3	1009.6	464.9	919.1	439.4	1141.7	5	471	1102	2521	72.11271	1	(A)ruba	260.4571
												AO	1		ALL		817.5	1483.6	3472	99.3	375.4	618.3	262.977	262.954	263.023	0.069																765.6	1500.1	821.8	1483.9	833.9	1469.7	828.3	1448.1	825.1	1438.5	4	804	1407	3160	53.542	1	all	263.0088
												AA	1		NOT		1076.9	1702	3299.9	281.2	143.6	176.4	268.71	268.683	268.764	0.081																1035.3	1695.4	1078.6	1702.8	1092.7	1717	1077.7	1718.7	1020.9	1701.2	4	1096	1720	3356	5.1414	1	not	268.7236
												OW	1		KNOW		684.6	1641.9	2143.4	174.3	152.6	2316.6	269.109	269.084	269.184	0.1																667.3	1678.1	695.2	1544.8	711.8	1418.1	771.9	1307.6	733.1	1169.8	6	887	1373	3154	62.0004	1	know	269.1525
												AH	1		MUCH		746.9	1506.9	3193.5	176.4	119.1	290.4	277.233	277.216	277.266	0.05																751.9	1488.6	746.9	1506.9	731.5	1552.3	711.3	1626.1	683.5	1703.8	5	756	1495	3242	6.16123	1	much	277.2281
												UW	1		DO		565.6	1907.3	3194.9	128.6	162.8	501.4	277.603	277.596	277.836	0.24																614.3	1838.3	617.2	1599.2	613.1	1313.7	619.2	1140.9	597.7	936	5	609	1856	2963	73.0003	1	do	277.6335
												UW	1		MOVIES		544.5	859.6	2633.9	96.1	254.6	982.8	278.109	278.066	278.196	0.13																531.5	812.7	549.4	872	585	924.3	591.8	1082.3	574.2	1070.8	6	529	824	2714	72.32221	1	movies	278.101
												AA	1		LOT		995	1589.1	3122.1	250.5	226.9	245.7	279.809	279.776	279.876	0.1																960.2	1586.8	999	1589	994.9	1604.2	943.3	1643.7	886.9	1671.6	4	953	1557	2978	5.1417	1	lot	279.8134
												EH	1		RESTAURANTS		883.7	1692.2	3156.3	135.6	252.5	448	280.032	280.006	280.085	0.079																880	1757.1	886.6	1682.2	914.1	1651.9	933	1631.3	912	1621.1	4	885	1599	2964	2.34272	1	restaurants	280.0501
												AW	1		ABOUT		874.2	1491.2	2981.2	89.5	184.9	301.1	281.641	281.606	281.785	0.179																877.1	1492.4	905.5	1495.5	894.9	1458.2	833.3	1357.9	788.1	1275.7	5	905	1496	2959	42.1411	1	(a)bout	281.6659
												AE	1		ITALIAN		671.2	2038.6	3434.8	157	254.2	920.9	282.556	282.513	282.643	0.13																685.2	2158.4	668.6	2016.1	673.7	1907	683.4	1782.1	658.5	1746.3	4	668	1930	3368	3.54231	1	(I)talian	282.571
												AA	1		LOT		958.1	1571.9	3128.6	115.5	190.4	499.6	283.783	283.753	283.842	0.089																942.5	1520.4	958.3	1575	949.7	1607.3	913.2	1649.8	839.1	1683.8	4	963	1588	3149	5.1417	1	lot	283.7858
												OW	1		KNOW		788.8	1425	2370	228.9	137.7	812.3	288.819	288.798	288.948	0.15																818	1402.7	823.6	1314.9	773.5	1238	711.1	1217	659.5	1164.9	5	825	1402	2453	62.0004	1	know	288.8284
												AH	1		STUFF		770.8	1420.2	3225.5	152.9	202.8	1103.4	290.295	290.278	290.328	0.05																755.4	1439.2	770.8	1420.2	794.8	1374.5	800.3	1335.9	796.8	1306.1	5	808	1430	3341	6.3213	1	stuff	290.2984
												AE	1		THAT		785.4	2137.2	3245.7	48.9	196.1	269.7	290.821	290.698	291.068	0.37																756.9	2215.7	789	2122.6	831.4	2022.8	855	1921.6	823.2	1873.9	4	749	2214	3323	3.1413	1	that	290.7603
												AH	1		MUCH		819	1363.8	2397.8	262.7	160	1492	293.351	293.324	293.404	0.08																813	1323	819.3	1366.2	832	1412.5	833.9	1483.3	826.5	1550.7	5	894	1393	3198	6.16123	1	much	293.3455
												UW	1		DO		576.4	1983.5	3280	75.9	119.9	177.2	294.18	294.173	294.394	0.221																635.3	1843.6	676.6	1608	652.3	1328	672.7	1912	710.7	2744.3	4	594	1904	3224	73.0003	1	do	294.2
												IH	1		HERE		617.1	2256.1	3091.4	196.1	165.3	644.5	294.651	294.614	294.724	0.11																573.6	2302.6	619.7	2252	663.5	2163.8	662.3	2079.4	647.6	2032.1	4	609	2279	3211	14.6	1	here	294.6461
												EH	1		DEPENDS		1056.8	1736.3	3172.4	296.2	180	783.8	304.621	304.571	304.721	0.15																994.6	1772.7	1060	1733.8	1082.9	1761.2	997.1	1779.4	907.4	1784.3	4	1091	1748	3199	2.44213	1	(de)pends	304.6399
												EH	1		DEPENDS		777.6	1631.6	2101.5	120.9	122.8	1288	305.974	305.934	306.054	0.12																810.9	1351.4	775	1629.4	756.8	1600.7	731.9	1594.9	701.5	1598.4	6	896	1653	2957	2.44213	1	(de)pends	305.9512
												IH	0		FINISH		639.8	1962	3249	70.5	95	1656.9	308.261	308.241	308.3	0.059																637	1962.3	639.8	1961.5	637.8	1954.6	633.1	1946.1	611.8	1917.2	5	682	1938	3390	1.44211	1	finish	308.1804
												IH	1		HERE		590.1	2245.2	2663.5	147.8	245.3	428.2	308.531	308.491	308.611	0.12																551.9	2294.7	593.6	2238.6	616.9	2148.8	626.6	2028.1	636.9	1929.7	5	579	2402	3174	14.6	1	here	308.5201
												EH	1		DEPENDS		809.3	1655.5	2645.2	229.9	286.6	928.1	309.044	309.02	309.091	0.071																848.4	1712.3	804.5	1651.5	759.6	1628	730.2	1645.5	681.9	1637.2	5	859	1739	3117	2.44213	1	(de)pends	309.0434
												OW	1		GOING		573.2	1059.7	2271	119.6	65.3	3307.1	310.742	310.722	310.801	0.079																568.9	1045.2	588.1	1049.7	600	1046.7	608	1050.8	628.3	1075.1	6	608	1050	2663	62.4426	1	going	310.775
												OW	1		GOING		562	1065.1	2714.9	114	63.9	211.4	311.914	311.894	311.974	0.08																556	1067.9	582.5	1063.9	606.2	1075.2	625.8	1107.7	640.9	1186.4	5	614	1081	2745	62.4426	1	going	311.934
												EY	1		SAINT		583.9	2335.3	3386.1	120.3	289.6	544.8	313.317	313.293	313.343	0.05																553.4	2157.6	562.6	2212.2	587.4	2353.4	611.1	2437.3	626.7	2476.7	5	650	2494	3168	21.44233	1	saint	313.3439
												IH	1		ELIZABETH		601.7	1486.9	3335.9	119.4	142.4	440.7	313.52	313.503	313.553	0.05																614.2	1480.1	601.7	1486.9	576.1	1500.7	553.1	1506	533.4	1497.9	5	626	1473	3344	1.34272	1	(E)lizabeth	313.5112
												AY	1		RIGHT		761.8	1804.3	2908	183	110	1104.9	314.086	314.042	314.163	0.121																731.9	1719.6	761.5	1793.3	753.7	1899.4	693.4	1961.6	619.6	2063	4	765	1866	2534	47.1417	1	right	314.0989
												AA	1		ON		1079	1622.3	3111.3	261.9	162.1	484.9	315.11	315.06	315.21	0.15																906.2	1646.1	1087.6	1620.9	1131.8	1615.4	1110.4	1622.9	1027	1646.4	4	1168	1628	3052	5.442	1	on	315.1313
												AA	1		PARKWAY		847.6	1588.2	2345.3	94.2	154	389	315.526	315.5	315.579	0.079																864.1	1599.5	843.6	1590.9	814.5	1614.1	781.1	1649.4	756.1	1688.4	5	855	1587	2367	44.60014	1	parkway	315.526
												AH	1		PLUS		789.1	1434.1	2601.9	547.4	682.2	758.5	318.707	318.64	318.841	0.201																487	1518.5	758.4	1370	686.2	1076.6	786.8	1225.2	774.4	1117.1	6	794	1283	2910	6.3418	1	plus	318.7855
												OW	1		SO		690.8	1388.6	3161.8	78.6	141	320.6	320.36	320.338	320.538	0.2																729.5	1272.6	694.9	1147.9	625.3	1028.8	625.9	1027.1	659.1	1183	5	729	1224	2995	62.0003	1	so	320.3863
												AY	1		I		940.4	1777.6	3224.7	108.9	97.9	1034.3	320.753	320.678	320.988	0.31																930.5	1741.6	933.4	1875.3	823.5	2055.6	639.2	2259.7	540.4	2320.1	4	942	1772	3077	41.0006	1	I	320.7539
												AA	1		JOB		949.1	1664.4	2068.8	158.6	120.9	849.3	321.716	321.669	321.809	0.14																912	1699.5	951.6	1664.4	936.6	1671.9	892.5	1658.4	780.8	1599	5	954	1664	2057	5.1125	1	job	321.7168
												EH	1		THERE		663.8	2092.1	3144.6	81.4	102.5	733.9	321.965	321.908	322.079	0.171																645.7	2097	667	2090.3	698.6	2025.8	715	1963.3	705.6	1897.6	4	636	2052	3283	24.6003	1	there	321.9249
												EY	1		STAY		611	2103.8	3356	68.4	133.2	228.4	322.518	322.499	322.639	0.14																604.8	2211.5	583.5	2403.5	562.1	2595.8	565.1	2731.5	660.3	2847.2	4	573	2357	3004	22.0003	1	stay	322.5498
												OW	1		DON'T		759.6	1349.8	2744	187.2	175.1	672.9	323.29	323.249	323.469	0.22																760.8	1331.1	844.7	992.8	746.1	914.3	769.4	838.9	664.9	1067	5	801	1190	2656	62.44233	1	don't	323.3155
												AA	1		PROBABLY		847	1479.2	3383.6	136.9	190.2	491.3	323.912	323.889	323.959	0.07																880.3	1514.3	842.6	1475	806.3	1434.1	774.1	1379	727.3	1294.9	4	887	1488	3016	5.11282	1	probably	323.9018
												OW	1		GO		548.7	1153.8	2242.4	109.1	144.3	717.4	324.13	324.109	324.209	0.1																546.8	1159.4	586.7	1092.6	593.8	1072	568.2	1039.3	558.9	1078.6	6	660	1211	2781	62.0006	1	go	324.1528
												AA	1		NOT		955.5	1757.1	2992.2	271.9	448.3	1458.6	325.394	325.371	325.441	0.07																907	1751.2	957.4	1757.3	966.5	1771.5	946.4	1769.9	885.1	1758.9	5	966	1771	3433	5.1414	1	not	325.4061
												IY	0		REALLY		570.5	1936	3477.2	82.5	136.6	147.1	325.621	325.601	325.661	0.06																582.6	1856.1	568.8	1944.5	555.6	2016	541.8	2091.8	527.3	2118.5	4	603	1610	3432	11.54271	1	really	325.5541
												AY	1		MY		1038	1704.3	2930	187.9	194.4	580.8	330.801	330.756	330.906	0.15								s								989	1637	1029.2	1735.6	876.7	1819.6	762.5	1949.2	713.8	1950.3	5	1048	1710	2943	41.0002	1	my	330.8026
												AE	1		BAG		831	2135.8	4053.4	268.5	115.4	552.3	330.983	330.926	331.096	0.17																810.1	2132.1	830.8	2134.8	830.8	2146.6	854.7	2153	885.3	2196	3	788	2066	2913	3.1621	1	bag	330.9785
												AO	1		YOURS		687.8	1268.9	2476.8	43.1	103.5	128.2	332.528	332.481	332.621	0.14																689.3	1312.2	687.5	1269.5	690.6	1328.6	694.9	1413.8	698.6	1571.9	5	687	1258	2478	64.6009	1	yours	332.5265
												OW	1		NO		1021.6	1681.8	3796.3	278.7	135.8	893.5	339.975	339.933	340.123	0.19																1031.5	1592.9	986.6	1502.6	942.3	1407.4	1047	1663.8	1063.7	2176.2	4	982	1547	2532	62.0004	1	no	339.9806
												AE	1		HAVE		788.7	2052.7	3168.7	75.1	219.1	191.9	347.535	347.505	347.594	0.089																785	2169.7	788.9	2044.2	789.2	1959.5	780.1	1879.8	771.9	1815.5	4	774	2256	3317	3.322	1	have	347.5064
												EH	1		MANY		828.9	1804.3	3437.3	308.5	200.4	472.5	348.201	348.178	348.248	0.07																767.9	1733.1	833	1812	829.8	1895.1	768.9	1965.8	685.7	2035	4	863	1844	3358	2.44221	1	many	348.2064
												AY	1		TIMES		870.6	2022.5	3037	192.7	184.6	864	348.466	348.448	348.548	0.1								s								870	2032.2	843.2	2000.7	788.6	2065.7	717.9	2034.3	669.2	1887	5	835	2020	3144	41.4123	1	times	348.4659
												OW	1		NO		774.2	1594.3	2139.9	192.4	251.1	1222.1	350.356	350.339	350.559	0.22																894.6	1437.1	857.5	1351.4	804.1	1283.7	801	1217.8	664.4	1006.8	6	998	1534	3211	62.0004	1	no	350.3798
												EH	1		NEVER		945.9	1666.9	2952.1	180.9	138.2	973.1	350.819	350.739	350.978	0.239																920.8	1737.2	945.1	1659.2	764.3	1507.6	637.6	1480.1	645.6	1529	5	981	1705	3358	2.32241	1	never	350.816
												AA	1		PROCTOR		1031.1	1753.9	3223.3	251.7	205.4	626.7	357.617	357.564	357.724	0.16																980.2	1818.3	1040	1754	1072.1	1806.9	1048.4	1877.5	1016.4	1981.6	4	1074	1822	3062	5.16184	1	Proctor	357.6482
												EY	1		MAYBE		584.5	2408.1	3226.3	100.4	368.4	403	360.665	360.653	360.783	0.13																556.5	2402.4	500.6	2336.5	472.4	2264.1	461.8	2211.3	471.5	2271.5	4	594	2379	3293	21.1122	1	maybe	360.6461
												AA	1		PROBABLY		880.7	1518.9	2797.2	77.5	127.8	418.1	362.106	362.046	362.226	0.18																892.4	1561.5	879.3	1512.5	884.3	1493.4	762.2	1388.7	634.8	1321.5	5	924	1529	3595	5.11282	1	probably	362.1289
												AY	1		FIGHT		781.2	1449	2955.9	80.2	109.9	397.3	362.614	362.566	362.746	0.18																766.2	1372.4	773.6	1568.5	733.6	1835.2	635.5	2137.9	576	2302.3	5	828	1510	3359	47.1411	1	fight	362.6144
												ER	1		GIRL		603.4	1572.4	2001.2	82.4	146.5	137.6	365.963	365.943	366.002	0.059																584.5	1590.6	606.2	1569.4	627.1	1541.9	647.4	1501.6	673.8	1458.1	5	616	1563	1995	94.6005	1	girl	365.9662
												AY	1		FIGHTS		821	1435.5	2708.2	86.1	124.4	243.8	366.287	366.212	366.433	0.221																763.6	1218.9	820.6	1451.9	756.3	1796.7	614	2190.3	551.7	2437.5	5	820	1397	2709	47.1411	1	fights	366.2814
												OY	1		BOYS		576.9	955.7	3101	59	112.4	243.4	367.196	367.093	367.402	0.309																643.7	939.2	577.1	964.5	638.4	1193.3	673.6	1732.7	574	2205.5	5	573	952	3080	61.0021	1	boys	367.1959
												AY	1		FIGHTS		750.3	1467.7	2860.4	78.9	123.1	271.8	368.502	368.433	368.633	0.2																723	1270.7	750.1	1476.7	702.1	1802.7	619.8	2110.1	508.3	1795.1	5	744	1392	2875	47.1411	1	fights	368.4922
												AH	1		STUFF		807.6	1494.4	3018.1	86.7	143.4	531.4	368.86	368.843	368.893	0.05																792.7	1505	807.6	1494.4	824.3	1458.5	816.4	1417.4	798.8	1391.4	5	831	1485	2980	6.3213	1	stuff	368.8632
												AE	1		THAT		774.7	1878.8	3199.2	240.2	166.4	291.8	369.293	369.243	369.393	0.15																738.7	1160.5	787.4	1923.1	793.1	1922.3	807.7	1876.7	919.3	1820.7	5	761	1890	3305	3.1413	1	that	369.2943
												ER	1		GIRLS		648.5	1627.8	2042.8	100.7	79.8	153.4	374.792	374.772	374.832	0.06																612.9	1619.5	652.5	1628.7	679.5	1630.2	691.9	1620.8	695.3	1607.2	5	681	1635	2042	94.60053	1	girls	374.801
												AY	1		FIGHT		795.6	1330.4	2935	72.2	125.9	594	375.614	375.552	375.822	0.27																788.6	1281.4	775.7	1523	663.6	1868.5	554.7	2283.8	531.1	2546.4	5	798	1281	2893	47.1411	1	fight	375.6074
												OW	1		OVER		659.3	1143	2516.4	62.8	103.3	1063.4	375.896	375.852	375.992	0.14																660.8	1290	656.6	1109.3	632.9	1032.3	597.4	990.5	579.3	981.1	6	583	975	2769	62.32201	1	over	375.957
												AH	1		SOME		762.7	1427.7	3013.7	139.6	191.2	569.3	376.411	376.391	376.452	0.061																751.5	1459.2	762.5	1425.8	752.3	1402.1	730.2	1361.3	698.6	1325.6	5	747	1376	2911	6.4123	1	some	376.4297
												OY	1		BOY		677.6	1095.8	3066.9	101.2	94.3	811	377.203	377.12	377.37	0.25																565.2	926.5	687.8	1131.3	719.4	1576.8	659.9	2114.7	562.9	2161.7	5	626	988	3096	61.0001	1	boy	377.1889
												ER	1		GIRL		647.8	1549.5	1922.3	91	186.6	159.2	378.739	378.689	378.839	0.15																632.2	1615	649.6	1542	679.5	1485.9	701.2	1453.1	722.6	1428.6	5	632	1618	1898	94.6005	1	girl	378.7168
												IH	1		RIPPED		673.9	1816.3	3258.8	135.3	170	240	379.882	379.852	379.942	0.09																667.2	1815	675.2	1816.5	679.2	1820	664.7	1800.7	613.9	1784.7	4	659	1760	3098	1.1117	1	ripped	379.8865
												AW	1		OUT		827.2	1530.1	3007.4	102.7	152.9	315.6	381.161	381.125	381.326	0.201																847.2	1525.3	903.5	1476.3	865.4	1374.3	754.3	1310	683	1189	5	904	1486	2899	42.141	1	out	381.1914
												EY	1		FAKE		693.2	2051.9	3078.3	237.6	301.3	1019.2	381.558	381.546	381.656	0.11																590.6	2073.6	590.4	2192.3	574.5	2333.5	511	2464.9	445	2253.9	5	591	2129	2782	21.1611	1	fake	381.5774
												EH	1		HAIR		661.9	2113.2	2811.5	77.3	136.3	684	381.866	381.816	381.965	0.149																664.9	2185.7	662.7	2104.4	670.4	2042.8	682.7	2028.6	695.3	1953.4	4	651	2138	2422	24.6	1	hair	381.8434
												AW	1		OUT		943.5	1695.7	2989.1	141	224.7	704.3	382.03	381.996	382.256	0.26																955.7	1648.6	946.6	1579.4	858.2	1347.4	772.1	1271.4	876.8	1068.1	4	957	1610	2820	42.141	1	out	382.078
												AH	1		OTHER		828.8	1319	2087.3	75.1	100.3	2631.7	384.635	384.595	384.715	0.12																802.3	1357.6	828.6	1317.5	815.6	1345.7	792.2	1345.3	621.5	1336.5	6	819	1382	2830	6.33101	1	other	384.6611
												IH	1		RIPPED		608.2	1658.2	2420.5	43.8	84.3	156.2	385.638	385.615	385.685	0.07																601.4	1652.3	608.6	1658.5	609.5	1657.6	603.7	1648.2	583	1617.1	5	609	1657	2436	1.1117	1	ripped	385.6399
												AO	1		OFF		898.8	1409.4	2858.8	161.6	162.5	268.9	385.912	385.835	386.065	0.23																894.8	1404.8	899.7	1410.3	903.3	1406.7	897	1420.7	887.1	1401.8	4	874	1377	2783	53.321	1	off	385.9359
												AW	1		DOWN		779.1	1817.1	2565.9	161.9	128.5	2759.2	387.018	386.985	387.115	0.13																717.1	1856	902.3	1728.3	967.6	1625.3	914	1532.2	794.3	1443.7	5	968	1657	2840	42.4423	1	down	387.0434
												IY	1		STREET		452.5	2065.3	2679.1	146.9	364.2	495.3	387.472	387.425	387.565	0.14																459.6	1917.3	451.3	2087.2	435.6	2243	430	2335.7	450.5	1983.4	5	438	2216	2770	11.1418	1	street	387.4873
												AY	1		TIME		841.2	1820.6	3147.1	85.2	132.2	320.9	398.191	398.176	398.336	0.16								m								821.8	1688.5	809.8	1639.5	790.1	1573.9	684	1613.3	631.6	1673.4	5	827	1780	1809	41.4123	1	time	398.2104
												AH	1		SOME		825	1449.8	2942.4	68.7	134.8	573.2	405.73	405.71	405.77	0.06																819.1	1491.2	825.8	1443.7	827.6	1390.8	820.6	1344.8	801.2	1306.3	5	819	1430	2800	6.4123	1	some	405.7318
												AY	1		I		973	1736.3	3119.3	243.8	139.5	272.4	406.414	406.37	406.699	0.329								s								932	1842.9	786.7	2140.7	649.8	2389.9	482	2540.4	453.1	2643.6	4	923	1706	2928	41.0006	1	I	406.4168
												AH	1		LUCKILY		844	1410.7	3238	103.1	212.3	538.1	406.86	406.83	406.92	0.09																842.7	1387.1	845	1409.7	853.6	1385.8	824.1	1364.5	939	1788.3	4	832	1374	3183	6.16172	1	luckily	406.8501
												AE	1		HAD		787	2007.6	3262.7	66.6	273.8	750.9	407.35	407.32	407.41	0.09																789.7	2125.9	786.5	1987.4	781.1	1912.8	767.5	1856.8	710.6	1778.9	4	785	1966	3071	3.142	1	had	407.3476
												AE	1		BAD		751.7	2100.5	3529.1	134.3	157.7	357.7	422.553	422.506	422.646	0.14																668.1	2137.6	759.7	2095.6	785.6	2009.4	794.1	1951.1	820.5	1929.7	4	651	2135	3612	3.1421	1	bad	422.5346
												AE	1		MATH		842.8	2073.2	3321.4	189.5	212.9	1029.1	422.833	422.786	422.926	0.14																765	2134.2	847.7	2059.7	869.2	1936.7	905	1610.5	874	1679.5	5	755	2169	3316	3.3312	1	math	422.8032
												AE	1		MATH		875.9	1978.6	3196	249.3	261.4	323.6	423.249	423.206	423.336	0.13																817.5	2040.2	880.5	1971.1	887.5	1889.5	855.6	1840.6	836.1	1765.4	4	682	2024	2535	3.3312	1	math	423.2085
												EY	1		FAVORITE		649	2014.5	2754.8	355.3	455.2	480	423.787	423.775	423.846	0.071																600.8	2015.1	562.1	2034.6	565.9	2042.7	572.9	2045	579.8	2014.2	5	572	2047	2688	21.32212	1	favorite	423.8219
												AH	0		SUBJECT		771.2	1474.7	3303.2	131.1	169.7	689.9	424.442	424.412	424.502	0.09																713.9	1506.2	779.8	1475	814.5	1478.3	792.3	1481.7	692.5	1470.3	4	820	1477	3007	6.11234	1	subject	424.4597
												EH	1		VERY		672.4	1869.2	2544.5	100.7	141.7	448.6	428.652	428.579	428.798	0.219																649.6	1882.5	674.3	1866.6	664.4	1866	638.2	1888.7	630.6	1907.4	5	666	1876	2614	2.60011	1	very	428.638
												EY	1		FAVORITE		603.9	2111.5	2774.4	192.9	270.8	291.3	429.422	429.39	429.47	0.08																569.5	2014.8	601.1	2101.5	597.8	2130.4	585.7	2166.5	575.2	2189.2	5	607	2134	2782	21.32212	1	favorite	429.4294
												IY	1		TEACHER		446.6	2653.9	3830.4	155.3	255.6	991.6	429.696	429.67	429.749	0.079																453.3	2645.4	445.6	2655.9	435	2676.6	692.2	2922.3	1416	3465.9	3	444	2582	2953	11.16134	1	teacher	429.6889
												AA	1		COT		1133.1	1633.2	2972.4	119.1	183.2	451.4	452.568	452.498	452.708	0.21																1136	1595	1132.1	1637.3	1100.1	1664.8	1059.4	1689.5	1027	1751.6	4	1144	1623	2915	5.141	1	cot	452.5522
												AY	1		LIKE		841.9	1482.4	3325.2	154.8	158.8	263	453.189	453.168	453.297	0.129																830	1511	746.4	1787.1	644.7	2068.1	574.3	2332.3	472.8	2567.2	5	812	1265	3359	47.1617	1	like	453.1613
												AO	1		SMALLER		1023.6	1254.5	2900	329.7	149.4	973	455.218	455.191	455.271	0.08																989	1225.7	1024.9	1257.2	1037	1289.6	1038	1310	1022.4	1314.4	6	1079	1303	2980	53.54201	1	smaller	455.2383
												EH	1		BED		907.3	1667.2	3432	78.8	159.2	502	456.462	456.412	456.562	0.15																866.8	1609.3	908.3	1673.4	889	1678.4	839.6	1649.5	746.3	1532	4	889	1650	2986	2.1421	1	bed	456.4723
												AE	1		HAS		752.6	1980.3	3263.5	93.9	101.4	178.9	456.985	456.962	457.031	0.069																768.2	2003.6	751	1976.7	730.7	1923.1	673.1	1855.4	595.2	1790.7	4	792	2299	3209	3.3416	1	has	456.9034
