age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
												AH	1		BUTT		765.2	1162.8	2792.9	211.5	73.4	108	632.127	632.094	632.194	0.1																679	1158.7	783.7	1168.4	874.4	1213.1	858.4	1248.9	873.4	1304.7	6	839	1209	2845	6.1411	1	butt	632.1503
												AW	1		OUT		1008.3	1840.8	3036.5	373.1	318.6	249.4	632.538	632.513	632.653	0.14																1032.8	1803.4	1081.9	1629	1053.1	1460.2	1004.3	1309.1	799.1	1128.6	4	1150	1720	2958	42.141	1	out	632.5586
												IY	1		REASONABLE		433.1	2481.5	3067.2	243.4	620.7	744	636.06	636.03	636.12	0.09																446.2	2382.4	432.4	2474	429	2240.4	421.3	2071.8	404.1	2070.5	4	432	2519	3156	11.34272	1	reasonable	636.054
												OW	1		DON'T		714.4	1471.6	1733.6	197.5	258.3	370.6	649.536	649.501	649.641	0.14																667.2	1463.5	799.3	1396.2	832.1	1254.2	798.2	1188.4	614	1160.4	6	924	1389	2901	62.44233	1	don't	649.554
												OW	1		KNOW		891.2	1193.2	3232	460.1	110.9	487.4	649.808	649.801	649.891	0.09																830.6	1163.9	673.5	1104.4	571.1	1088.2	516.2	1062.2	526.7	1041.9	5	1079	1519	3219	62.0004	1	know	649.7599
												AA	1		LOT		779.6	1222.6	2772.5	205.9	343.2	1214.2	650.883	650.813	651.023	0.21																705.8	1134.9	800.4	1230.1	964.9	1365.2	993.3	1541.2	963.5	1542.4	5	1001	1513	2178	5.1417	1	lot	650.9382
												AO	1		TALKED		992	1366.8	3267.4	169.4	153.4	448.1	652.33	652.297	652.397	0.1																998.8	1499.4	994.6	1370.9	1028.1	1374	1024.4	1374.3	994.2	1383.9	4	999	1356	3050	53.1613	1	talked	652.3481
												IH	1		SYRACUSE		548.9	1904.4	2961.2	270.1	433.9	686.8	653.17	653.127	653.256	0.129																582	1841	547	1926.1	597.4	2012.3	645.2	1861.8	623.6	1901.4	5	587	2049	2978	14.60032	1	Syracuse	653.1889
												OW	1		SO		815.9	1376	3647.8	237.2	117.7	678.9	654.819	654.785	655.045	0.26																875	1350.8	886.1	1265.8	776.2	1138.5	782.3	2015.8	812.9	3015.4	4	921	1315	3256	62.0003	1	so	654.8583
												AH	1		ENOUGH		990.4	1477.3	3009.5	226.7	134.1	1121.5	661.016	660.993	661.062	0.069																971.3	1518.1	990.2	1472.5	964.3	1425.8	927.2	1395.7	930.3	1394.9	5	990	1449	3158	6.3214	1	(e)nough	661.0213
												IY	1		PEOPLE		454.7	2607.2	3182.5	193.2	209.2	748	661.259	661.232	661.312	0.08																450.9	2643.5	455.4	2602.9	455.6	2500.6	450.5	2295.2	431.1	2105.5	4	459	2622	3144	11.11111	1	people	661.2602
												EH	1		THERE		765.3	2064.8	3183.9	172.3	520.2	228.3	661.559	661.522	661.633	0.111																746.5	1946.6	766.6	2076.1	785.2	2145.1	802.5	2132.1	818.7	2087	4	747	1914	3101	24.6003	1	there	661.5497
												OW	1		ONLY		572.6	1061.6	2530.4	214	224.6	606.9	661.848	661.823	661.923	0.1																562.7	1074.2	595	1034.4	624.8	989	603.1	927	553.1	913.9	6	640	993	3244	62.44204	1	only	661.8736
												AA	1		SHOPPING		1050.4	1668.4	2759.2	60.2	161.7	548.2	665.874	665.827	665.967	0.14																983.4	1697	1051.5	1667	1041.9	1624.6	1002.4	1606.6	861.4	1514.6	4	1034	1604	2643	5.1115	1	shopping	665.8953
												AH	1		STUFF		746.4	1370.3	2599.5	162.9	152.2	1115	666.767	666.747	666.807	0.06																746.3	1434.9	814.1	1426.4	822	1401.8	811	1364.4	794.1	1324.7	5	783	1371	2690	6.3213	1	stuff	666.7768
												AO	1		TALK		856.1	1521.9	2625.7	120.2	283.3	250.6	671.508	671.478	671.568	0.09																809.2	1510.4	859	1516.3	889.4	1456.2	890.3	1425	872.1	1416.5	5	890	1422	2630	53.1613	1	talk	671.5342
												IH	1		DIFFERENT		501.9	2136.2	3481.7	382	422.6	443	671.708	671.678	671.768	0.09																547.9	2262.9	503.3	2130.3	544	2064.5	620.3	2034.1	682.2	2087.8	4	669	1801	2996	1.32132	1	different	671.7495
												AO	1		MORE		610.5	1049.5	2594.4	154	70.1	137	678.79	678.753	678.863	0.11																563.5	938.8	615.5	1057.3	707.8	1200.2	769.5	1365.6	794.4	1516.3	5	568	968	2680	64.6002	1	more	678.7789
												AE	1		ACCENT		808.9	2469	3460.3	195.4	140.9	386.4	679.176	679.103	679.323	0.22																722.6	2425.3	805.7	2466.8	857.5	2435.3	900.5	2295.8	900.7	2232.7	4	868	2398	3412	3.16104	1	accent	679.2152
												EY	1		THEY		602.6	2316.2	3281.6	129.1	96.1	114.8	681.484	681.449	681.709	0.26																584.3	2357.7	513.4	2504.7	457.1	2616.1	411.4	2659.6	403.9	2476.4	5	598	2298	3259	22.0003	1	they	681.468
												AO	1		MORE		595.3	987.1	2548.1	213.7	72.8	528.8	683.281	683.248	683.347	0.099																561.3	940.4	601.7	996	678	1079.7	742.1	1211.7	738	1287.2	6	695	1055	2760	64.6002	1	more	683.2961
												AO	1		CAUGHT		965.5	1362.4	3362.7	102.2	219.7	862.3	699.506	699.416	699.686	0.27																924.4	1299	965.5	1363.2	948.8	1383.2	935.7	1405.5	886.4	1472.3	5	966	1367	3430	53.141	1	caught	699.5108
												AA	1		DON		1063	1704.2	3640.8	265.6	65.4	380.3	703.374	703.287	703.547	0.26																1034.2	1768.7	1068.8	1704.4	1117	1709.3	1125.2	1725.3	1085.5	1747.2	4	1171	1724	3590	5.4423	1	Don	703.4318
												AA	1		FATHER		1029.2	1667.3	3484.5	98.7	103.8	577.4	706.529	706.469	706.649	0.18																980.5	1654	1030.9	1667.2	1043.7	1676.9	1042.1	1695.9	935.6	1679.3	4	1036	1667	3068	43.33111	1	father	706.569
												AH	1		BROTHER		707.6	1346.2	2368.9	142.1	180.7	740.6	707.172	707.119	707.279	0.16																589.1	1507.7	724.9	1336.9	806.5	1358.7	840.6	1461.5	730.1	1495.1	5	837	1372	3439	6.33181	1	brother	707.2103
												AA	1		BOTHER		1119.8	1649.5	3325.5	84.5	190.6	259.2	708.145	708.085	708.265	0.18																1093.6	1639.6	1122.7	1652.3	1127.5	1681.4	1098.5	1698.3	995	1640.7	4	1118	1668	3250	5.33111	1	bother	708.1805
												AA	1		BOTHER		993.5	1656.6	3284.5	106.3	154.9	813.7	708.615	708.545	708.754	0.209																906.7	1648.1	999.5	1658.2	1027.6	1653.3	1016.7	1666.1	936.8	1631	5	1024	1665	3264	5.33111	1	bother	708.676
												AA	1		FATHER		959.1	1676.3	3645.4	132.4	183.1	329	710.36	710.31	710.46	0.15																880.4	1622.8	965.7	1676.1	982.6	1657.6	950.5	1652	829.7	1616	4	996	1658	3296	43.33111	1	father	710.3806
												IH	1		NEARER		450.1	2946	3923	83.7	147.1	219.8	714.451	714.391	714.571	0.18																435.1	2861.4	452	2947.2	461.2	2833.4	477.3	2738.1	493	2503.4	3	453	2815	3699	14.60041	1	nearer	714.4594
												IH	1		MIRROR		472.4	2833.5	3950.9	129.2	96	493	715.081	715.021	715.2	0.179																457	2858.4	477.3	2829.8	539.4	2820.5	584	2740.5	616.7	2355.5	3	476	2809	3619	1.60021	1	mirror	715.0757
												AY	1		RHYME		992.2	1683.2	3411.3	283.3	169.7	1688.7	715.857	715.802	715.992	0.19								s								963.4	1657.5	965.7	1705.4	834.4	1777.7	676.5	1779.5	582.1	1814.5	5	988	1673	3583	41.4127	1	rhyme	715.8393
												IY	1		READ		510.6	2057.6	3714.8	170.2	170.8	639.8	729.922	729.899	729.969	0.07																511.7	1906.8	510.5	2074.7	508	2229.4	504.7	2322.2	499.1	2350.7	4	491	2007	2738	11.1427	1	read	729.9462
												AW	1		OUT		895.4	1494.6	3383.6	1160	175.8	369.8	730.071	730.049	730.169	0.12																948.3	1502.3	1104.7	1511.6	1083.5	1490.9	1037.8	1457.4	960.9	1387.7	4	1140	1554	3359	42.141	1	out	730.0865
												AW	1		LOUD		1047.2	1638.9	3430.1	160.8	221.1	319.6	730.287	730.259	730.459	0.2																1052.7	1642.6	1083.8	1630.5	1008	1582	1086.7	1269.4	1072.2	1593.4	4	1032	1601	3127	42.1427	1	loud	730.3116
												AA	1		FARM		959.1	1540.3	1819.2	109.2	139.1	2386.6	732.479	732.419	732.599	0.18																848.5	1475.9	963.6	1551.4	1011.4	1557.9	928	1472.6	813.3	1571.8	6	1008	1591	2605	44.6001	1	farm	732.5087
												AH	1		DUSK		848.7	1506.4	2892.7	69.9	90	256	732.962	732.899	733.089	0.19																820.3	1592	849.6	1499.7	852	1474.9	864.9	1495.4	885.2	1558.9	5	850	1480	2891	6.34133	1	dusk	732.9784
												AY	1		SIGHT		849	1548.7	3100	261.9	109.1	902.2	734.315	734.24	734.51	0.27																824.8	1484.7	817.1	1652.8	584.3	1932.6	433.9	1950.9	436.5	2267.7	5	847	1557	3091	47.1413	1	sight	734.3175
												AA	1		SOCKS		1033.6	1630	3055.4	143.1	170.5	188.6	734.846	734.78	734.979	0.199																1018.7	1664.4	1038.7	1627.5	1076.2	1629.4	1066.2	1641.3	988.8	1669.9	4	1030	1599	2979	5.1613	1	socks	734.861
												EH	1		ELEMENTARY		946.7	1650.7	3749.1	424.2	149.1	233.2	735.463	735.44	735.509	0.069																903.2	1595.4	948.4	1655.6	949.3	1692.4	918.5	1735.9	841.5	1775.9	4	971	1689	1702	2.44225	1	(ele)mentary	735.4722
												AY	1		HIGHSCHOOL		1069.6	1821.5	3093.5	249.8	435	589.9	736.505	736.505	736.615	0.11																1022.3	1859.2	936.8	1996.1	825.2	2220.7	626.1	2467.4	472.8	2598.3	4	920	1858	2767	47.34201	1	highschool	736.539
												OW	1		BOAT		687	1139.5	2990.3	226.9	108.3	60.4	737.653	737.627	737.847	0.22																761.2	1133.1	735.6	1067.3	552.2	997.5	466.5	958.7	443.1	900.8	6	722	1106	3058	62.1411	1	boat	737.683
												AY	1		SLIDER		1035.5	1609.9	3471.5	201.1	282.9	234	739.039	739.017	739.147	0.13																1035	1645.8	1020.8	1818.1	928.5	2060.6	779.8	2462.1	574.1	2593.1	4	995	1654	3233	41.14281	1	slider	739.0564
												AY	1		SLIDER		920.5	1669.3	3366.5	116.4	241.2	424.4	740.201	740.172	740.302	0.13																918.3	1630.8	891.4	1794.2	805.2	2020.9	714.1	2193.8	593.1	2160.8	4	904	1559	3352	41.14281	1	slider	740.191
												IH	1		SIX		707.4	1969.2	3167.8	98.4	196.1	201.8	741.572	741.539	741.639	0.1																673.2	1952.7	708.4	1973.9	704.5	1842.5	687.9	1586.5	622.3	1607	6	700	1982	3110	1.16133	1	six	741.5859
												AY	1		TIGER		926.1	1582.7	3331	179.7	429.6	888.4	742.093	742.089	742.249	0.16																845.2	1543.3	787.3	1759.3	689.9	2015.7	612.1	2334.4	497.8	2437.4	5	830	1533	2773	41.25231	1	tiger	742.1208
												ER	1		BURN		656.9	1683.9	2096.9	235.2	313.6	360.1	742.889	742.819	743.029	0.21																628.3	1583.7	654.1	1691.4	624.5	1713.2	624.9	1736.9	604.1	1771	5	625	1706	2168	94.6001	1	burn	742.9186
												AY	1		WRITING		798.1	1713.6	2463.5	173.4	206	301	743.396	743.379	743.519	0.14																779.6	1787.2	697.2	1866.6	589.7	2017.3	521	1973	471.6	2098	5	794	1779	2512	47.1417	1	writing	743.4033
												OW	1		GO		734.2	1253.7	2704.8	172.3	114.1	256.8	744.239	744.191	744.561	0.37																785.4	1255.6	777.4	1212.8	723.6	1113.8	592.5	1007.9	506.4	959	5	777	1238	2705	62.0006	1	go	744.262
												AO	1		STALKS		903.3	1331.7	2794.8	140.8	114	481.6	745.51	745.42	745.689	0.269																864	1373.1	905.6	1328.2	928.2	1305.9	913.5	1332.3	893.9	1352.5	5	904	1324	2771	53.1613	1	stalks	745.5154
												AY	1		WIDE		1024	1554.4	2548.2	95.7	225.4	549.3	746.621	746.541	746.881	0.34																1019.2	1543.2	1016.6	1623.5	961.5	1963.8	774.3	2217.1	542.2	2502.7	5	1026	1557	2583	41.1429	1	wide	746.6143
												IH	2		INVENTORY		605.7	2405.8	3429.6	137.2	171.2	225.2	747.982	747.959	748.029	0.07																589	2346.3	606.4	2407.5	605.6	2399.8	584.7	2370.7	563.7	2311.6	4	610	2386	3388	1.44205	1	inventory	747.9921
												AO	1		INVENTORY		667.6	1243.7	2698.4	223.2	80.8	764.1	748.426	748.379	748.519	0.14																637.3	1352.9	662	1238.7	616.2	1177.3	649	1178.1	690.5	1232.9	6	599	1152	2678	54.60031	1	(inven)tory	748.4553
												ER	1		FIRM		770.8	1570	2072.8	288	188.7	215.7	749.036	748.959	749.189	0.23																699.7	1456.3	770	1577.8	738.1	1648.3	706	1683.4	672.8	1675.5	6	691	1638	2086	94.6001	1	firm	749.073
												AY	1		SPIDER		805.3	1506.6	2689.7	125.5	168	297.6	749.813	749.759	750.129	0.37																725.5	1487.9	509.7	2410.9	451.7	1971.2	662.5	1926.5	662.9	1656.9	6	761	1462	2650	41.14211	1	spider	749.8159
												EH	1		DESK		914.9	1847.9	3154.3	118.5	293.1	934.5	750.549	750.489	750.669	0.18																819.2	1885.7	924	1843.8	970.6	1801.6	966.1	1775.2	923.4	1690	4	936	1738	2490	2.34133	1	desk	750.5752
												EH	1		RUDIMENTARY		938.6	1718.8	3600.7	416.6	256.7	342.3	755.383	755.356	755.436	0.08																965.6	1705.2	933.4	1718.5	863	1721.3	768.9	1738.4	642.7	1754.2	4	975	1698	3601	2.44225	1	(rudi)mentary	755.3669
												AY	1		WHITE		699.3	1534.3	1944.1	101.8	134.1	3112.4	757.564	757.549	757.779	0.23																679.1	2022.8	588.4	1867.5	517.9	1661	516.2	1484.3	453.1	1566.6	6	685	1328	2755	47.1419	1	white	757.5476
												EY	1		CRAYON		581.6	2165.4	2543	181	227.6	259.1	758.27	758.258	758.479	0.221																575	2420	502.3	2494.8	484.4	2498	514.5	2355.2	637.2	2115.5	5	514	2509	3072	21.4428	1	crayon	758.3304
												OW	1		HOME		806.1	1141.9	2494	406.5	230.5	389.7	759.561	759.554	759.794	0.24																557.3	1067.1	567.9	1011.5	528.9	963.4	469	1000.3	449.3	1034.6	6	931	1118	3132	62.412	1	home	759.5773
												EH	1		SEX		920.1	1728.9	2130.1	97	161.1	2555.4	760.123	760.073	760.223	0.15																817	1669.1	929.2	1725.6	965.4	1724.1	983	1638.6	1008.7	1784.9	5	964	1717	2349	2.16133	1	sex	760.1401
												AY	1		TIED		1007.7	1840.4	2912.6	90	124.9	505	760.736	760.654	760.914	0.26																987.1	1810.6	1006.2	1859.9	968.2	1918.6	890.9	2052	726.4	2503.4	4	1008	1858	2931	41.0023	1	tied	760.7427
												AE	1		BAG		774.3	2266.2	3075.6	260	706.8	486	761.404	761.314	761.584	0.27																759.1	2215.5	767.1	2232.8	825.8	2065.7	893.6	2017	855.1	2002.9	5	703	2212	3095	3.1621	1	bag	761.3733
												OW	1		NO		952.5	1502.9	2666.9	273.2	244	1358.1	762.06	762.014	762.294	0.28																996.7	1483.2	1038.5	1391.6	1010.2	1265.9	1004.5	1107	625	1018.8	5	1079	1517	3189	62.0004	1	no	762.0776
												AY	1		RIDING		979.5	1741.8	3021	86.3	140.2	480.8	763.136	763.122	763.292	0.17																976.2	1776.1	957.3	1932.1	862.7	2144.8	706.5	2398.5	562.3	2493.4	4	978	1743	3015	41.1427	1	riding	763.1422
												AE	1		SACKS		843.8	2114.2	3324.8	201.2	103.4	391.9	764.088	763.995	764.275	0.28																720.7	2032.1	843.9	2119.9	897.8	2126.8	944.7	2030.8	950.9	1953.2	4	847	2120	3316	3.1613	1	sacks	764.0945
												EH	2		SEDIMENTARY		899	1706.2	3159	154.5	142.2	180.1	764.758	764.724	764.825	0.101																836.6	1674.7	901.4	1707	917.1	1721.5	919.2	1734.5	878.7	1751	4	914	1721	3110	2.14232	1	sedimentary	764.773
												EH	1		SEDIMENTARY		1059.4	1793.8	1981.1	523.2	158.9	1189.6	765.005	764.985	765.044	0.059																1062.6	1772.9	1058.8	1795.7	1048.1	1802.5	997.9	1799.1	870.6	1757.3	6	1152	1812	3403	2.44225	1	(sedi)mentary	765.0047
												AY	1		MINOR		1178.5	1799.5	3105.2	246.8	119	423.9	765.719	765.675	765.835	0.16																1165.5	1747.1	1171.7	1841.3	1114.9	1960.5	1018	2175.1	805.8	2350	4	1165	1738	3068	41.44221	1	minor	765.706
