age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												AE	1		THAT		633.3	1708.8	2392.8	58.6	135.2	147.2	338.046	338.016	338.106	0.09																607.1	1692	634	1710.4	634.1	1742.4	632.3	1750.6	613.3	1748.5	5
												AW	1		OUT		697.1	1560.1	2092.4	62.7	149.5	1638.3	338.36	338.335	338.486	0.151																713	1562.9	729.1	1487.8	695.7	1319.1	614	1178.4	570.1	1142.4	6
												EH	1		THERE		588.7	1604.9	2586.3	63.7	72.4	365.4	338.643	338.616	338.696	0.08																561.2	1616.8	591.1	1604.5	607.2	1597.8	607.6	1622.1	603.4	1647.2	5
												AH	1		BUT		635	1340.8	2519.2	47.6	162.3	249.5	339.762	339.699	339.889	0.19																576.7	1254.1	642.3	1351.1	686.8	1410.5	661.2	1467.6	579.1	1539.9	5
												IH	1		REALLY		501.5	1509.5	2670.1	75.6	497.3	244.1	340.069	340.049	340.109	0.06																471.2	1555.7	505	1503.1	526.3	1432	541.1	1359.7	548.8	1322.3	5
												IY	0		REALLY		521.5	1643.6	2586.4	43.2	279.4	83.2	340.176	340.159	340.209	0.05																521.7	1618.2	521.5	1643.6	521.1	1675.6	519.2	1695.1	514.2	1708.7	6
												AA	1		NOT		731.8	1626.2	2553.7	86.1	99.2	833.9	340.315	340.288	340.368	0.08																691	1651.1	734.1	1623.6	756.4	1602.3	772.7	1579	778.2	1543.3	5
												AY	1		TIME		818.4	1584.3	2449.3	107.1	122.5	431.7	340.748	340.699	340.808	0.109								m								729.5	1346.5	783.5	1508.7	816.7	1593.5	805.3	1644.8	778.4	1638.2	6
												AW	1		OUT		691.5	1105.4	1988.9	163.5	107.3	931.6	340.904	340.879	340.979	0.1																686.3	1105.3	709	1117.5	731.2	1167.1	677.5	1169	608.1	1267.8	6
												AY	1		I'VE		624.7	1726.6	2426.8	76.4	209	740.2	343.732	343.707	343.767	0.06								m								610.2	1708.6	623.1	1717	623.9	1724.3	617.6	1705.5	600	1663.6	5
												AE	1		TRAVELED		583.6	1753.5	2728.9	67	381.9	535.3	344.083	344.056	344.136	0.08																575.3	1796	583.9	1754.2	579.4	1757.1	573.7	1752.5	568	1706.9	4
												AA	1		WAS		626.6	1267.5	2451.1	205.4	248.8	1232.6	345.637	345.614	345.684	0.07																661.9	1237.1	623.1	1274.6	605.8	1304.1	598.2	1391.3	588.9	1539.9	5
												AA	1		ON		600.8	1606.6	2941.5	50.2	233.9	310.8	345.791	345.774	345.824	0.05																585.8	1603.7	600.8	1606.6	625.8	1617.9	649.6	1628.7	673.9	1630.5	5
												AW	1		DOWN		754.7	1621.1	2937.3	154.4	176.9	469.5	346.222	346.194	346.304	0.11																728.8	1653.9	783.8	1510.9	790.7	1358.2	782.6	1296.4	741.3	1258.8	4
												ER	0		SPRING		523.2	1390.2	2659.2	255.3	152.7	346.1	346.554	346.534	346.594	0.06																545.6	1328.2	523.8	1397.8	519	1460	498.2	1527.6	502.5	1614.9	5
												EY	1		BREAK		561.7	1716.5	2384.2	73.6	180.8	338.1	346.856	346.844	346.923	0.079																559.7	1743.6	542.1	1856.2	515.4	1931.4	499.8	1882.3	517.5	1946.3	5
												IY	1		WE		379.2	2445.6	4046.9	257.5	204.1	1526.5	349.829	349.806	349.876	0.07																379.6	2474.7	379.2	2445.2	349.8	2430.9	360.9	2388.5	399.8	2319.9	3
												EH	1		WENT		670.7	1626.9	3084.5	78.1	228.2	475	350.069	350.006	350.196	0.19																670.2	1617.1	670.9	1629.3	683.3	1674.4	676.1	1671.7	661.8	1720.4	4
												UW	1		TO		428.4	1767	2777.1	204.7	294.6	413.1	350.495	350.475	350.615	0.14																358.5	1742.2	369.5	1781.9	385.9	1748.2	368.3	1712.1	368.2	1599.9	5
												AO	1		NORTH		527.4	1048.8	2300.3	131.9	142.2	415.6	350.796	350.766	350.856	0.09																500.9	1168.6	529.2	1042	546.1	988.7	548.7	1005.4	539.6	1077.5	6
												AY	1		CAROLINA		739.8	1361.6	2859.3	83.1	159.1	1223.9	351.285	351.236	351.376	0.14								s								727.1	1249.9	739.8	1361.6	733.9	1429.7	726.5	1525.6	680.7	1595.4	5
												AH	0		GOOD		492	1674.8	2526.7	50.1	134.8	212	352.959	352.936	353.006	0.07																482.6	1665.5	493.2	1675.8	505.4	1687.3	498.4	1684.1	462.6	1646.1	6
												AY	1		TIME		718.9	1522.6	2684.2	88.7	118.8	600.5	353.195	353.105	353.286	0.181								s								630.4	1602.3	714.1	1578.4	719	1523.2	721.5	1573.4	687.1	1661.2	5
												AW	1		ABOUT		648.8	1141.8	1795.7	98.8	284.6	625.4	359.283	359.259	359.369	0.11																651	1151.2	650.3	1134.5	654.8	1164.2	630.5	1169.2	575.5	1358.6	6
												UW	1		TWO		455.3	1409.3	2264	404.1	367.5	989.1	359.48	359.459	359.579	0.12																425.6	1334.1	385.6	1018.3	385.2	934.3	396.8	966.7	435.7	1044.8	6
												IY	1		THREE		348.5	2266.9	2647.1	241.1	386.1	961.2	359.769	359.749	359.809	0.06																355.1	2201	348.1	2268.7	357.4	2252.1	355.3	2243.2	575.1	2311.1	4
												AY	1		TIMES		664.7	1664.9	2689.4	71.9	218.2	565.4	359.913	359.888	360.008	0.12								s								664.7	1662.8	652.1	1689.8	622.4	1714.4	599.5	1747.5	580.2	1782.5	5
												IH	1		YEAR		492.1	1793.7	2498.6	92.5	180.8	490.9	360.249	360.209	360.328	0.119																475.3	1762.3	490.7	1787	497.5	1661.3	499.3	1723.3	493.2	1715.3	6
												IY	0		MAYBE		425.7	2202.4	3825	374.9	273.6	1512.2	361.468	361.438	361.528	0.09																435.4	2236.7	424.8	2202.6	419	2243.8	426.1	2296.6	420.7	2330.8	3
												AE	1		YANKEE		657.5	1618.9	2489.1	48.7	92.9	175.6	361.665	361.588	361.818	0.23																626.2	1672.3	658.1	1614.1	657.5	1583.6	640.5	1598.8	593.9	1688.4	6
												IY	0		YANKEE		588.4	2492.4	3530.6	1219.5	68.5	1057.8	362.154	362.098	362.267	0.169																2273.3	3505.6			325.9	2519.6	323.3	2561.4	424.3	2603	4
												EY	1		GAME		626.5	2069.3	2698.7	160.1	263.7	178.6	362.318	362.287	362.398	0.111																622.1	2062.6	613.8	2078	592.3	2088.4	614.2	2067.8	616.5	2062.8	6
												AY	1		I		662.8	1574.6	2681.3	30.1	94.2	506.5	363.648	363.599	363.699	0.1								m								614.1	1627.2	649.2	1572	662.8	1574.9	636.2	1586.8	570.4	1625	5
												OW	1		GO		481.4	1011.1	2413.5	96.6	283.1	640	363.839	363.819	363.899	0.08																469.6	1000.4	491.6	1040.2	502.7	1143.2	495.5	1259.8	430.7	1348.3	6
												AW	1		DOWN		675.9	1412.2	2564.4	43.9	168.8	321.5	363.952	363.919	364.049	0.13																656.4	1428.8	711	1374.2	726.6	1324.2	730.6	1294.7	715.9	1290.6	5
												EH	1		THERE		641.9	1814.3	2687.4	126.7	139.6	334.4	364.199	364.149	364.299	0.15																644.7	1816.7	641.7	1814.1	633.9	1825.4	634.9	1816	621.3	1827.3	4
												AY	1		MY		669	1532.4	2387.7	72.7	133.9	307	365.729	365.728	365.808	0.08								s								648.1	1663.9	615.6	1699.1	591.5	1695	570.6	1657.3	533.1	1563.5	6
												AH	1		BUDDIES		612.1	1181.9	2522.6	39.2	79.2	127	365.905	365.878	365.958	0.08																599.5	1108.3	612.7	1188.9	613.8	1286.2	600.7	1402.1	549	1486.1	5
												IY	0		BUDDIES		409.8	1947.1	2661	121	167.9	195.6	366.044	366.008	366.117	0.109																433.9	1962	410.1	1940.9	399	1907.4	377	1837.2	412.3	1700.3	5
												IY	1		HE		389.2	1877.8	2803.1	94.9	257.6	203.3	367.273	367.243	367.333	0.09																380.1	2003.5	391.1	1849.4	395.9	1678.4	396.1	1554.5	400.2	1417.4	5
												AW	1		DOWN		579.5	1603.8	2682.3	34.5	112.5	162.9	367.601	367.563	367.713	0.15																550	1628.3	650.3	1550.2	763.3	1483.1	774.4	1405.6	755.4	1390	5
												EH	1		THERE		594.1	1603.7	2613.9	57	105.1	181.7	367.809	367.792	367.843	0.051																591.2	1609.8	594.6	1602.1	594.4	1585.8	593.1	1557.2	590.3	1515.6	5
												AW	1		DOWN		684.8	1424.9	2622.2	124.5	160.7	289.3	368.076	368.052	368.152	0.1																663	1429	715.6	1411.8	730.3	1387.2	727.6	1384.4	701.3	1392.6	5
												EY	1		MAYBE		526.3	1951.3	2691.2	119.1	248.3	204.9	368.515	368.503	368.563	0.06																526.3	1951.3	521.7	1972.2	505.5	1980.6	488.4	1970.4	466.4	1908.2	5
												AH	0		A		540.9	1504.8	2456.9	71.8	214.4	194.8	368.783	368.743	368.863	0.12																447	1408	555.1	1513	635.9	1597.8	604.5	1642.6	509.5	1653.8	6
												IY	1		WEEKEND		405.9	2145.2	2601	190.1	353.2	314.5	369.069	369.042	369.123	0.081																414.2	2021.2	405.3	2148.8	401.2	2164.6	395.6	2105.2	504.4	2017.7	5
												EH	2		WEEKEND		580.8	1867.5	2603.5	42.7	125.1	173.3	369.22	369.203	369.253	0.05																564.6	1876.1	580.8	1867.5	613.9	1855	638.7	1845.8	646.9	1832	5
												IH	2		HIM		626.6	1680.8	2593.1	71.7	132.1	651.1	369.55	369.513	369.623	0.11																622.5	1709.7	627.3	1679.5	638.2	1656.3	663.9	1628.8	665.2	1617.7	5
												EY	0		VACATION		526.5	1695	1992.5	69.7	502.2	1320.6	374.586	374.561	374.611	0.05																526.3	1699.9	525.6	1680.2	520.8	1627.2	513.2	1537.3	531.4	1520.6	6
												AH	0		VACATION		504.2	1522	2255.1	195.7	559	202.6	374.721	374.701	374.761	0.06																492.1	1426.2	505.7	1531.8	506.3	1596.2	516.5	1573.3	523.6	1499.3	6
												IY	1		CLEAVELAND		483.2	2275.1	3971.3	293.3	262.5	476.9	382.497	382.474	382.544	0.07																477.8	2390	483	2264.3	482.3	2246.3	484.3	2325.8	482.3	2381.1	3
												IY	1		CEDAR		372.8	2038.1	2987.1	138.6	117.6	671.9	383.167	383.143	383.214	0.071																460.4	2130.2	374.2	2035.1	378.3	2031.2	374.3	2049.1	375.4	2031.2	4
												ER	0		CEDAR		402.9	1348.5	1715.2	111.7	315.7	281.2	383.283	383.253	383.344	0.091																404.9	1391.8	401.9	1343.2	380.7	1265.9	469.6	1384.5	729.9	1660.2	6
												OY	1		POINT		642.3	873.5	2177.9	151.4	177.6	678	383.493	383.443	383.594	0.151																602.9	914.1	642.6	882.8	630.2	1083.5	611.2	1428.4	612.8	1727.7	6
												UW	1		TO		471.6	1209.1	2541.3	101.4	370.2	203.5	384.254	384.247	384.387	0.14																505.4	1192.6	515.1	1190.9	527.2	1193.3	561.3	1266.7	566.7	1389.5	5
												OW	1		GO		584.5	1501.3	2650.5	35.8	64.5	225.5	384.434	384.417	384.487	0.07																577.4	1503.1	595.6	1490.4	605.9	1473	620.4	1457.2	635.6	1447.9	5
												IY	0		THE		348.4	1874.4	2827.6	98.2	339.7	346.7	385.707	385.69	385.74	0.05																350	1821.8	348.4	1874.4	352.9	1935	358.6	1984.4	367.1	2008.2	5
												AA	1		PARK		621.4	1384.7	2032.5	84.4	211.1	251.5	386.226	386.209	386.26	0.051																624.4	1381.7	621.2	1386.6	620.9	1405.3	620.8	1421.8	624	1426.5	5
												AW	1		OUT		612.4	1467	2595.2	55.2	245	140.2	386.426	386.4	386.54	0.14																619.2	1471.1	647.1	1377.3	623.3	1265.3	567.5	1169.4	541.8	1216.4	6
												EH	1		THERE		559.6	1622.8	2564.1	32.5	165	251.3	386.677	386.64	386.75	0.11																560.3	1549.6	559.6	1625.5	558.7	1660.7	557.8	1683.9	550	1691.9	5
												AH	0		A		508	1227	2364.6	83.1	496.6	1105.8	388.697	388.68	388.73	0.05																502.8	1301.5	508	1227	517.9	1158.8	535.1	1219.9	561.2	1289.2	6
												IY	1		WEEKEND		428.6	2223.1	2670	242.9	326.1	481.9	388.867	388.84	388.92	0.08																405.3	2046.9	428	2238.9	416.4	2363.7	436.2	2391.2	523.3	2187.7	5
												EH	2		WEEKEND		609.3	1768.8	2680	83.1	205.7	408.8	389.016	388.999	389.05	0.051																582.3	1799.1	615.5	1762	652.2	1719.3	673.8	1680.3	673.3	1664	5
												EH	1		CONNECTICUT		713	1741.1	2484.9	51.3	197.3	278.6	394.848	394.818	394.908	0.09																707.8	1741.5	710.7	1740.9	675.6	1739	621.9	1721.3	569.6	1647.3	5
												AH	0		CONNECTICUT		516.3	1611.2	2480.4	180.4	178.6	453.3	395.065	395.048	395.098	0.05																533.5	1667.7	516.3	1611.2	463	1510.7	415.1	1437	391.4	1381.2	6
												AA	1		LOT		731.6	1407.7	2776.6	61.8	127.5	190.9	395.321	395.267	395.428	0.161																732.3	1383.4	732.1	1411.6	735.2	1441.9	706.8	1443	656.7	1472.8	5
												AE	1		FAMILY		590.3	2181.4	2805.7	165.5	226.1	258.9	397.356	397.316	397.436	0.12																551.3	2120.1	594.8	2186	623.2	2181.1	627	2175.1	636.6	1935.7	4
												AW	1		OUT		697.7	1619.5	2598.1	68.2	198.1	178.9	397.603	397.576	397.716	0.14																697.7	1614.6	700.9	1484.8	688.8	1376.6	623.6	1348.7	542.5	1364.6	5
												UW	1		TOO		523.2	1546.1	2577.1	132.9	348.6	148.2	398.113	398.106	398.286	0.18																513.8	1620.6	531.3	1552.1	522.5	1367.1	518.5	1252.2	508.1	1122.3	5
												OW	1		SO		582	1371.8	2486.4	37.1	96.6	335.4	398.939	398.884	399.104	0.22																575.2	1366.7	602.5	1336.2	629.4	1266.7	635.4	1178.4	660	1082.6	5
												AY	1		I'D		688.7	1826.2	3110.3	146.3	308.6	968.4	399.857	399.843	399.934	0.091								s								680.8	1858.6	626.8	1969.8	584.3	1989	519	2004.2	460.1	2003.1	4
												EY	1		SAY		515.2	2015.7	3999	339.2	229	1240	400.178	400.104	400.503	0.399																514.9	2018	511.4	2343.2	472.1	2489	458.9	2439.8	444.8	2638.1	3
												AA	1		PROBABLY		613.1	1393	2650	48.7	477.8	485.9	402.981	402.958	403.028	0.07																602.9	1426.7	614.2	1386.9	619.3	1318.3	614.7	1295.6	594.6	1291.2	5
												IY	0		PROBABLY		494.1	1870.1	3053.7	160.5	341.6	604.5	403.131	403.078	403.238	0.16																496	1780.3	494.9	1869.5	483.8	1860	486.4	1857.7	504.9	1843.9	4
												AO	1		FOUR		533	916.3	2620.8	81.1	121.1	154.5	404.153	404.126	404.206	0.08																549.4	904.5	532.7	920.2	531.8	976.3	538.2	1067.2	532.7	1161.4	5
												AY	1		TIMES		728.2	1831.8	2733.1	88.8	398.3	897.8	404.352	404.315	404.425	0.11								m								662.2	1202.4	727.6	1830.6	699.2	1733.4	598.2	1352.2	609.7	1676.6	6
												OW	1		GO		514.4	1191.8	2514	52.4	129.3	380.7	404.868	404.856	404.906	0.05																514.4	1191.8	529	1186.3	557.4	1174.1	578	1166.7	593.1	1173.1	5
												AW	1		OUT		662.6	1255.1	2274.1	58.3	102.7	1668.7	404.928	404.906	404.995	0.089																657.7	1243.1	670.9	1262.5	684.3	1151.4	662.4	1196.6	609.9	1481.5	6
												EH	1		CONNECTICUT		716.1	1599.3	2790.2	93.7	120.5	591.7	405.283	405.256	405.336	0.08																723.2	1597.1	714.4	1600.5	696.8	1622	676.5	1621.9	650.4	1568.4	5
												AH	0		CONNECTICUT		526.3	1853.9	2559.7	85.3	186.1	461.7	405.533	405.506	405.586	0.08																528.5	1901.4	526.6	1848.9	519.3	1797.7	519.8	1702.1	530.4	1672.6	5
												AA	1		LOT		807.1	1464.8	2733.5	59.4	141.6	285	413.442	413.422	413.482	0.06																807.8	1433.9	806.2	1468.2	791	1498.3	767.7	1520.2	744.4	1536.9	5
												IY	1		PEOPLE		398.6	2651.2	3967.8	206.2	146	1633	413.645	413.602	413.732	0.13																543.2	2630.8	398.8	2649.1	410.5	2590.1	431.1	2494.8	481.3	2546.2	3
												OW	1		GO		569.1	1281.6	3225.7	127.1	397.9	677.4	414.498	414.489	414.559	0.07																570.4	1295.2	559.4	1353.6	548.5	1401.3	535.3	1470.5	509.9	1542.3	4
												AE	1		CHANCE		562.5	2040.2	2643.6	178.7	173.2	439.8	418.448	418.418	418.508	0.09																561.9	2033.7	563.4	2039.9	565.2	2027.7	578.2	1949.4	603	1853.5	5
												EY	1		AWAY		567.8	1621.2	2540.1	23.9	209.8	496.5	418.839	418.827	418.908	0.081																565.2	1659.2	562.2	1747.8	548.8	1764.3	518.1	1730.3	552.7	1740.7	5
												AH	0		THIS		545.9	1637.4	2525.5	55.5	234.2	361.1	419.134	419.107	419.188	0.081																545.9	1622.7	545.6	1639.1	531.5	1659.2	538.1	1657.9	580.7	1582.6	5
												AY	1		I		669.9	1636.1	2577.5	93.2	123.8	361.8	420.126	420.085	420.175	0.09								m								642.9	1562.5	666.2	1612.3	669.2	1639.7	662.3	1629	643.5	1607.6	5
												AY	1		LIKE		612.6	1410.7	2543.7	53.1	141.2	410.8	420.253	420.255	420.325	0.07																593	1618.2	566.1	1716.9	536.4	1777.4	511.5	1805.2	584.1	1855.8	5
												AO	1		CALL		686.3	1034.4	2027.5	68	148.3	494.9	420.558	420.515	420.644	0.129																692	1060.2	684.1	1041.5	667.1	1083.9	648.1	1077.5	653.8	1066.7	6
												IY	0		THE		427	1986.5	2868.7	375.3	324.1	230.6	420.795	420.755	420.875	0.12																423.1	1966.8	424.3	1984.4	433.4	1952.7	442.8	1912.2	531.6	1827.5	5
												AO	1		YORK		550.7	1060.4	2291.3	60.9	112.6	405.1	421.592	421.565	421.645	0.08																539.2	1140.7	552	1055.5	568.4	1049.3	582.6	1096.3	585	1161	6
												AH	0		JUST		526.5	1649.9	2598.4	92.5	133.2	502.5	423.639	423.622	423.672	0.05																520.8	1660.1	526.5	1649.9	518.9	1629.7	502.7	1612.5	488.5	1604.7	6
												AE	1		CHANCE		550.5	2050.2	2858.1	121.5	273.9	666.9	423.922	423.902	423.962	0.06																533.9	2055.6	553.4	2049.2	580	2049.9	611.6	2032.5	617.4	2008.4	5
												EY	1		AWAY		556.4	1629.8	2380.8	96.2	179.3	193.8	424.354	424.342	424.442	0.1																545	1739.7	526.5	1842.5	532.2	1831.6	582.3	1771	551	1546.7	6
												AH	1		FROM		675.1	1276.4	2032.2	217.5	253.5	447.5	424.588	424.561	424.642	0.081																663.3	1279.9	676.3	1274.5	667.9	1278.8	599.1	1281.8	546.2	1317	6
												AA	1		NOT		778.1	1720.7	3023.6	47	184.4	160.8	428.43	428.393	428.504	0.111																726.6	1713.3	781.7	1724.4	764.8	1747.4	674.5	1638.9	590.4	1523.7	5
												IH	1		BIG		479	1807	2567.1	63.5	200.9	487.6	428.883	428.853	428.943	0.09																468.1	1677.3	479.9	1816.9	476.5	1837.3	451.4	1459.5	436.2	1570.7	6
												IY	0		CITY		438.8	2058.1	2884.9	177.9	310.1	461	429.243	429.223	429.284	0.061																442.7	2049.9	438.8	2060.8	442.1	2067	450.7	2056.8	473.3	2035.3	4
												AY	1		I		548.8	1739.3	2685.1	48.6	217	580.7	432.084	432.066	432.126	0.06								m								545	1747.6	547.8	1737.8	527.3	1730.5	490	1739.6	469.2	1746.9	5
												IY	1		PEOPLE		449.1	2309	2941.6	134.4	237	395.8	432.366	432.336	432.426	0.09																445.2	2251.7	449.3	2315.8	456.8	2392	472	2224.5	498.9	2023.5	4
												IY	1		DEAL		422.6	2054.9	2801.7	153.5	401.5	368.6	432.616	432.586	432.676	0.09																365.1	1912.8	425.3	2062.2	438.3	2052.4	443.5	2001.3	450.9	1781.7	5
												AH	0		WITH		541.9	1171.9	2731.8	135.6	313.2	602.4	432.782	432.765	432.816	0.051																545.6	1151.6	541.3	1179.3	520.5	1276.3	529.9	1468.5	539.3	1623.2	5
												AA	1		LOT		788.2	1431.6	2799.2	103.7	287.6	219.8	433.022	432.995	433.076	0.081																787.8	1406.6	788.1	1436	779.9	1498.4	747.5	1548.7	669.3	1556.6	4
												EH	1		STRESS		595.6	1551.8	2400.1	40.2	150.6	246.8	433.366	433.336	433.425	0.089																557.4	1539.2	599.8	1554.9	652.2	1573.7	659.7	1560.9	631.2	1551.2	5
												AA	1		FAR		668.2	1269.1	2209.6	99.2	137.4	169.6	433.709	433.685	433.756	0.071																638.5	1196.2	670.2	1277.1	675.6	1344	659	1415.5	630.3	1465.5	5
												EH	2		ECONOMICS		794.1	1740.9	2995.9	84.9	236.3	416.9	434.009	433.986	434.056	0.07																801.7	1738.3	792.4	1742.3	775.6	1756.2	751.2	1748	919	1990.5	4
												AH	0		ECONOMICS		580.7	1902.4	2562.2	89.2	424.6	385.6	434.146	434.126	434.186	0.06																602.9	1808.3	580.3	1916.5	574.6	1903.9	561.3	1838.7	536.4	1757	5
												AA	1		ECONOMICS		852.1	1581.5	2664	136.2	164.8	1947.4	434.283	434.236	434.376	0.14																824.3	1632.6	852.2	1573.4	860	1531.1	850.2	1487.9	829.7	1409.5	5
												IY	0		THE		480.5	2076.6	2819	467.6	210.5	428.3	434.786	434.746	434.866	0.12																472.4	2012.4	475.3	2080.6	449.9	2098.8	492.3	2098.3	537.9	2090.8	4
												EH	1		AREA		559.5	1806.7	2512.1	69.8	116.8	217	434.893	434.866	434.946	0.08																551.4	1815.3	559.9	1805	569.5	1763.7	568	1703.4	557	1646.8	5
												IY	0		AREA		546.3	1973.7	2711.8	110.5	193.6	248.4	435.053	435.036	435.086	0.05																544.6	1963.3	546.3	1973.7	548.2	1982.2	549.4	1967.7	549.6	1947	4
												AH	0		AREA		650.8	1720.2	2662.8	71.6	149.1	290.5	435.116	435.086	435.176	0.09																606.2	1783.9	653.8	1714.3	698	1647.3	730.5	1600.2	725.9	1561.1	5
												AE	1		AND		820.3	1844.6	2807.7	392.9	760.7	676	435.628	435.604	435.675	0.071																980	1964.9	804.5	1835.2	696.4	1844.6	674.8	1846.3	652.8	1840.4	5
												EY	1		AWAY		547.8	1824.4	2506.4	72.4	199.1	230.2	436.017	436.005	436.135	0.13																513.5	1856.8	487.2	1793.4	479.5	1783	493.5	1797.2	548.9	1745.4	5
												IH	0		TO		549.8	2043.5	2783.3	112.6	175.4	244.6	436.258	436.195	436.385	0.19																537.3	2002.9	554.3	2038.4	561	1979	605.1	1856.7	671.3	1790.9	5
												AH	1		THE		691.1	1322.4	2022.1	125.3	199.1	214.5	436.511	436.434	436.665	0.231																617.5	1294.4	703.4	1335.7	781.4	1407.8	783	1429	748.5	1535	6
												AH	0		IS		633.4	1798.2	2620.9	81.5	110.1	203.4	436.728	436.665	436.855	0.19																557	1775	636.6	1795.8	645.7	1758.7	630.7	1720.8	584.9	1619.5	5
												AH	0		A		546.4	1529.3	2600.6	54.9	224.5	190.7	437.302	437.265	437.375	0.11																534.8	1525.3	548.3	1527.6	594.2	1480.9	612.4	1474.2	619	1448.8	5
												UW	1		TO		508.8	1358.1	2360.4	130.3	192.3	1051.2	438.059	438.052	438.112	0.06																508.8	1358.1	518.7	1281.9	514.9	1251	525.2	1239.1	526.7	1248	6
												OW	1		GO		571	1242.5	2320.9	62.3	156.6	437.1	438.377	438.352	438.472	0.12																568.7	1246.4	589.9	1183.8	590.7	1118.1	599.3	1010.8	618	1020.9	6
												AY	1		WHILE		768.1	1234.7	2488.1	69	141.6	1090.7	438.828	438.792	438.872	0.08								m								721.8	1155	750.2	1195.8	768.1	1234.7	767.3	1267.8	767.9	1290.7	6
												AA	1		GOT		662.9	1727.6	2966.4	59.7	233.8	922.5	444.581	444.554	444.634	0.08																618.7	1860.7	664.4	1721.2	673.5	1679.2	682	1638	664.4	1610.5	4
												AH	1		HUNTING		680.9	1223.5	2354.9	140.9	136	815.6	444.811	444.794	444.844	0.05																683.9	1201.7	680.9	1223.5	677.2	1269.7	662.1	1304.9	645.4	1327.1	6
												AE	1		CAMP		593.7	2033.1	2716.9	120.2	146	225.8	445.121	445.084	445.194	0.11																581.3	2061	595.7	2031.5	627.7	2008.6	644.1	1925.9	663.4	1785.8	5
												AH	1		UP		615.3	1134	2817.9	76.2	172.1	559	445.314	445.294	445.354	0.06																601.5	1111	616.9	1138.4	618.3	1158.1	601.6	1172	622.2	1275.4	5
												EH	1		THERE		557.5	1848.4	2806.7	90.2	180.7	354.7	445.567	445.524	445.654	0.13																554.8	1853.2	558.1	1846.8	571.1	1848.8	593.5	1904.5	575.5	1861.1	4
												AH	1		UP		692.3	1319.7	2304	93.4	210.8	1337.1	446.847	446.807	446.927	0.12																647.6	1297.8	696.3	1314.9	714.9	1270.8	691.9	1241.1	633.6	1195.4	6
												AA	1		ON		708.9	1229.1	3447.4	118.6	311.7	675.4	447.027	446.987	447.107	0.12																679.5	1306.1	716.8	1232.3	794	1206.7	825.5	1196.4	842.6	1317.7	4
												AH	1		THE		549.3	1102.5	2310.8	121.5	199.5	597.8	447.197	447.177	447.237	0.06																566.1	1137.7	546.9	1100.2	536	1121.3	537.7	1128.5	552.7	1137.4	6
												EY	1		LAKES		568.9	2081.1	2808.6	191.1	303.4	557.4	447.378	447.307	447.457	0.15																559	1895.9	555.1	2028.2	566.6	2105.2	561.1	2280	716.2	2332.1	4
												EH	1		EVERYTHING		701.1	1626.1	2486.6	159.4	213.1	460.7	447.687	447.667	447.726	0.059																709.2	1649.4	698.5	1623	673.5	1601.3	630	1570.2	562.3	1494.8	6
												IY	0		EVERYTHING		778.3	1615.7	2655.7	602.4	626.9	680.8	447.814	447.787	447.867	0.08																548.7	1398.4	802.7	1652.9	1117.6	2084.5	1069.3	1964.8	1039.4	1938.8	6
												EH	1		BEAR		544	2010.4	2486.2	86.9	103.7	640.4	458.04	457.983	458.154	0.171																548.8	2008.4	541.7	2011.5	543.9	1997.3	563	1829.8	558.9	1698.7	5
												IH	1		DEER		450.8	2603.4	3666.5	371.7	283.2	766.7	458.723	458.653	458.863	0.21																358	2607	457.3	2583.2	567.6	2225.4	558.8	2007.3	560.8	1930.1	3
												AO	1		WATERFOWL		710.6	1100.2	2564.9	99.6	106.4	483.1	460.026	460.006	460.066	0.06																698.5	1038.8	710.6	1106.6	700.6	1149.5	680.8	1184.2	659.5	1196.8	6
												ER	0		WATERFOWL		572.6	1555.2	2725.4	128.6	185.4	1827.7	460.129	460.096	460.195	0.099																570.7	1553.8	572.3	1554.1	557.8	1531.1	749.1	1662.6	618.5	1784.9	4
												AW	2		WATERFOWL		731.3	1150	2828.1	65.4	90.5	774.1	460.332	460.315	460.435	0.12																742.5	1153.6	744	1139.2	734.9	1143	719.8	1129.8	697.5	1106.9	5
												ER	1		TURKEY		475.2	1649.3	2807.9	99.2	108.7	800.7	461.462	461.422	461.542	0.12																767.1	1911	474.2	1646.4	473.1	1666.2	491.3	1712.9	496.1	1792.5	4
												IY	0		TURKEY		426.6	2192.2	3107.3	97.3	208.7	532.8	461.685	461.652	461.752	0.1																434.5	2241.1	424.7	2184	421.1	1996.8	419.6	1850.2	441.9	2154.2	4
												IY	1		WE		355.5	2287.6	2914.7	399.3	279.5	1428.6	461.809	461.792	461.842	0.05																359.8	2248.8	355.5	2287.6	355.8	2325.8	357.4	2358.9	351.3	2383.6	4
												IY	0		USUALLY		393.7	1697.1	2663.2	173.6	244.7	434.1	462.081	462.061	462.122	0.061																396.7	1631.3	394.2	1708.2	393.9	1767.4	391.4	1791.2	382.2	1764.7	5
