age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												AA	1		ROCHESTER		876	1629.3	3142.3	114.4	159.5	1230	156.491	156.445	156.584	0.139																835.7	1639.6	878.5	1633	860.2	1679.6	822.6	1735.3	758.7	1817.4	4
												EH	2		ROCHESTER		785.6	1758	3222.5	134.7	136.8	572.2	156.702	156.685	156.735	0.05																771.1	1754	785.6	1758	801.7	1751.1	802.7	1704.9	811.2	1686.2	5
												AY	1		I		764.4	1938.4	3263.7	241.8	316.6	609.9	162.472	162.427	162.517	0.09								m								742.7	2135.9	757.1	2028.4	764.4	1938.4	783	1887.8	815.4	1778	4
												EH	1		THERE		643.3	1729.8	2591.7	60.9	89.8	218.9	162.717	162.697	162.757	0.06																648.4	1756.8	642.6	1726.4	636.3	1694.2	629.1	1655.9	625.1	1600.4	5
												AH	1		ONCE		893.2	1240.3	2590.6	185.1	129.1	338.3	162.95	162.927	162.997	0.07																867	1202.2	897	1249.4	904	1295.5	879.7	1337.5	834.9	1379.1	5
												OW	1		GO		594.5	1265.3	2468	147.1	75.8	219.3	164.33	164.312	164.382	0.07																589.5	1270	602.7	1264.8	606.5	1297.4	606.5	1358.3	606.5	1413.7	5
												AA	1		SHOPPING		939.9	1727.3	3173.2	108.1	160.4	280.2	164.549	164.502	164.642	0.14																848.4	1782.1	946.8	1723.2	987.8	1666.6	997.7	1621.8	933.6	1574	4
												AY	1		MY		997.9	1697.5	3082	200	147	457.9	168.558	168.536	168.646	0.11																997.9	1697.5	936.8	1815.5	870.4	2026.8	823.5	2169.8	688.6	2204	4
												EH	1		FRIEND		815	1818.9	3281.7	205.2	336.2	477.2	168.806	168.786	168.846	0.06																837.1	1847.4	812.7	1814.1	791	1766.2	771	1755.1	751.7	1765.4	4
												AO	1		LAUREN		658.4	1012.8	2762	103.8	199.1	343.9	169.078	169.035	169.165	0.13																659.7	981.1	659.2	1020.3	670	1077.7	677.2	1175.8	682.1	1260.6	5
												AH	0		LAUREN		667.2	1707.2	2325.4	144.6	159	758.5	169.263	169.226	169.336	0.11																667.8	1656.4	667.9	1713.5	672.4	1704.1	663.5	1536.5	635.9	1381	6
												ER	0		HER		611.8	1514.8	1860.2	84.5	154.4	162.8	169.622	169.605	169.656	0.051																618.8	1525.8	609.5	1510.7	586.9	1459.8	543.2	1364.5	496.7	1297	6
												AH	1		BROTHER		824.5	1619.8	3248	98.4	272.9	279	169.812	169.786	169.865	0.079																834.6	1670.9	822.6	1613.2	808.7	1589.6	787.1	1580.5	734.7	1559.9	4
												ER	0		BROTHER		613.9	1816.6	3221.6	110.2	225.4	353.9	169.923	169.896	169.976	0.08																614.7	1753.2	614	1822.5	611.6	1883.7	608.8	1932.7	606.8	1968.9	4
												AE	1		HAD		761.4	2084.3	3385.7	79.7	142.7	298.3	170.105	170.085	170.146	0.061																761.9	2095.8	760.7	2081	748	2036.4	716.9	1967.1	674.8	1913.5	4
												AA	1		HOCKEY		1086.6	1715.3	3188.2	198.2	198.9	781.2	170.352	170.325	170.406	0.081																1078.2	1683.6	1088.3	1718.3	1091.5	1750.6	1057.9	1769	1009.9	1786.3	4
												EH	1		THERE		736.5	1919.5	3199.7	96	91.6	250.2	171.026	170.986	171.106	0.12																734.3	1915.6	736.8	1919.4	738.8	1918.9	738	1923.9	743.4	1936.4	4
												AY	1		I		868.1	1635.5	3600.8	132.8	119.6	414.5	171.719	171.709	171.779	0.07								m								867.2	1633.8	854.3	1629	833.1	1616.3	812.4	1593.1	801	1550.4	4
												AH	0		WAS		605.7	1305.6	3205.1	76.1	119.5	270.5	171.826	171.809	171.859	0.05																609.3	1284.4	605.7	1305.6	596.5	1349.5	578.7	1376.8	561.8	1383.5	5
												AO	0		ALREADY		804.6	1655.9	2831.7	68.8	131.3	823.6	171.946	171.929	171.979	0.05																791.1	1648.7	804.6	1655.9	810.8	1658.7	810.1	1662.9	807.1	1670.1	5
												IY	0		ALREADY		422.6	2437.3	3413.1	104.7	295.8	372.9	172.096	172.059	172.169	0.11																448.7	2371.9	421.5	2440.5	427.5	2469.5	434.7	2432.5	440.1	2222.4	4
												EH	1		THERE		734.6	2082.4	3130	82.1	175.4	879.4	172.295	172.218	172.449	0.231																726.6	2017.7	735.3	2083	721.7	2034.7	698.1	1932.6	650.7	1830.9	5
												OW	1		SO		731.5	1480.3	1875.6	89.6	175.1	1677.4	173.077	173.058	173.228	0.17																788	1422.8	782.6	1337.9	766.5	1290	738.2	1190.6	659.4	1058	6
												IY	1		WE		431.8	2540.3	3219.2	121.4	292.3	760.7	173.355	173.328	173.408	0.08																431.3	2374.3	431.8	2548.9	438.9	2527.6	528	2143.5	961.7	2333.8	4
												AA	1		SHOPPING		983.4	1672.2	3531.4	131.5	155.8	475.8	173.886	173.846	173.966	0.12																942.2	1711.5	987.9	1667.9	1018.5	1634.1	1024.3	1611.8	953.4	1548.9	4
												AY	1		WHILE		956.9	1496.3	3406.2	215.3	223.2	640	174.237	174.206	174.296	0.09								m								927.3	1437.1	956.9	1497.5	947.1	1495.9	926.4	1491.2	906.8	1481.6	4
												IY	1		HE		546.9	2363.5	2799.7	262.4	916.3	298.2	174.456	174.436	174.496	0.06																529.1	2492.9	547.7	2339.4	530.2	2061	467.8	1760.4	414.4	1530.9	5
												AE	1		AT		638.4	1684.7	3167.5	129.2	129.2	333	174.639	174.615	174.686	0.071																629.4	1606.7	639.1	1689.2	662.6	1733.2	700.2	1776.7	713.5	1780.9	5
												AA	1		HOCKEY		1035.8	1609.4	2901.6	121.9	230.1	750.7	174.906	174.876	174.966	0.09																1024.8	1555.7	1036	1614.2	1021.7	1670.3	994.1	1710.5	950.4	1746.3	5
												IY	0		HOCKEY		431.2	2706.3	3688.9	174.3	355.2	1326.8	175.073	175.056	175.106	0.05																440.6	2717.1	431.2	2706.3	432.6	2705.3	443.6	2661.5	447.2	2505.7	4
												EH	1		NEVER		792.6	1716	2879.3	202.1	215	641.2	178.491	178.448	178.578	0.13																853.9	1752.5	782.3	1706.1	724.4	1634	663.8	1602	632.7	1626	5
												ER	0		NEVER		645.9	1572.2	2561.4	81.3	188.8	426.4	178.665	178.638	178.718	0.08																655.6	1620.1	648.3	1574.3	701.6	1626.5	762.5	1682.9	782.6	1710.1	5
												EH	1		THERE		700	1878.3	3378.1	101.5	154.5	240.2	178.871	178.848	178.918	0.07																687.7	1859.6	703.3	1880.6	717.2	1900.4	710.7	1909.7	683.4	1904.6	4
												AY	1		I'VE		784.7	1795.9	3088.6	214.3	357.7	472.9	182.24	182.209	182.29	0.081								m								801.7	1812.9	797.2	1793.7	760.6	1817.3	704.9	1811.1	624.5	1715.5	5
												AH	0		BEEN		736.8	1759	3157.6	99.7	130.3	274.5	182.39	182.37	182.43	0.06																724.6	1758.9	738.6	1758.1	752.2	1745.7	752.6	1737.8	735	1735.5	4
												AO	1		ALBANY		966.4	1345.9	2098.1	112.3	98.3	2277.2	182.627	182.58	182.72	0.14																978.7	1394.1	962.9	1341.3	936.6	1321.5	931.9	1314.4	902	1308	6
												IY	0		ALBANY		641.5	2883.5	3675.2	168.8	393.1	376.9	182.973	182.909	183.1	0.191																676.1	2602.7	639.2	2901.4	644	2940.1	616.5	3195.5	476.4	3168.9	3
												EH	1		SCHENECTADY		918.2	1837.9	2203.8	341.8	277.1	1267.3	184.051	184.028	184.098	0.07																832.1	1814.6	932.1	1841.4	971.9	1862.3	956.4	1850.9	786.3	1506.2	6
												IY	0		SCHENECTADY		520.4	2435.6	3197.9	145.4	171.8	270.5	184.298	184.258	184.377	0.119																503.6	2321.8	522.7	2446.5	551.4	2485.5	595.5	2476.1	631.5	2409.6	4
												AY	1		I'VE		796.4	2041.7	3067	81	189.3	487.3	184.402	184.377	184.448	0.071								m								789.3	2096.5	796.1	2028.7	791.3	1969.4	776.1	1919.9	729.9	1886.8	4
												EH	1		NEVER		702	1653.4	2614.3	145.8	262.6	458.9	184.524	184.507	184.558	0.051																689.4	1651.3	705	1654.3	723.6	1662.9	730.5	1666.6	730.7	1667.9	5
												ER	0		NEVER		638.9	1664.5	2203.1	101.1	154.3	315.5	184.611	184.588	184.657	0.069																650.1	1655.2	637.9	1665.2	624.8	1668.3	607	1645	580.7	1598.8	5
												AY	1		I'VE		812.3	1693.9	3133.5	201.4	247.2	447.5	185.056	185.018	185.138	0.12								s								811.4	1679	792.1	1723.2	766.5	1726.7	728.1	1769.8	648.1	1786	4
												AH	0		BEEN		844.8	1678.3	2988.7	143.7	168.6	374.3	185.234	185.217	185.268	0.051																815.1	1660.8	851	1682	878.8	1699	886.5	1701.6	871.6	1694.9	5
												AO	1		ALBANY		963.3	1408.9	3019	135.7	190.4	337.9	185.431	185.408	185.477	0.069																963.2	1407.8	963.7	1408.6	972.8	1403.3	974.3	1399.9	969.1	1393.9	4
												IY	0		ALBANY		615.7	2963.1	3881.7	137.7	81.4	561.5	185.771	185.707	185.898	0.191																627	2909	613.7	2965.4	608.4	2955.6	597.7	2870.2	552.4	2800.5	3
												AE	1		BASKETBALL		716.8	2187.3	3118	113.7	241.2	307.4	187.729	187.679	187.829	0.15																645.7	2171.1	725	2179.3	764.1	2082.1	782.2	2038.9	775.3	1889.6	4
												AO	2		BASKETBALL		844.1	1407	2669.2	194.2	766.3	454.8	188.052	188.008	188.139	0.131																758.7	1437.3	846.7	1410.4	856.1	1388.9	826.5	1360	743.6	1352.8	4
												EY	1		GAME		618.7	2745.3	3237.3	62.3	197.2	305.3	188.323	188.228	188.419	0.191																605.4	2619.4	616.7	2227.6	618.7	2745.3	615.9	2744.9	623.5	2707.7	5
												ER	0		FOR		643.3	1850	3423.9	134.4	125.3	770.3	188.989	188.952	189.063	0.111																647.5	1821.7	642.3	1850.2	633.5	1843.2	624	1761.8	616.7	1633.2	4
												AA	1		PROCTOR		875.4	1614.4	2344.9	159.9	216.7	759.4	189.266	189.223	189.353	0.13																864.2	1648.5	879.9	1614.6	907.5	1630.9	899.8	1679.5	812.5	1759.4	5
												ER	0		PROCTOR		672.4	1753.3	2189.5	120.1	174.1	616.5	189.536	189.483	189.642	0.159																677	1761.1	672	1750.6	657.1	1741.2	627.5	1768	608.7	1820	6
												EY	1		PLAYOFFS		728	1750.1	3408.7	54.5	135	175.9	190.389	190.377	190.557	0.18																711	1998.2	665.9	2213.3	662.1	2301.6	715.4	2153.1	783.1	1956.8	4
												ER	0		FOR		587.8	1683.3	1963.8	110.8	329.1	437.2	194.063	194.043	194.103	0.06																607.5	1625	585.4	1690	570.7	1739.6	567.3	1804.5	552.6	1889.7	5
												AH	1		SOMETHING		789.2	1424.9	2979.2	286.1	300.7	835.8	194.203	194.183	194.243	0.06																749.4	1480.9	794.6	1419.6	827.1	1378.8	802.5	1332.7	737	1287.6	5
												EH	1		ELSE		737	2066.4	3155.8	192	198.6	331.3	194.45	194.423	194.503	0.08																685.1	2269.1	741.1	2049	788.1	1869.4	836.3	1762.7	876.9	1680.8	4
												AY	1		I		839.6	1667.3	3383.4	246.9	205.5	314.5	195.816	195.808	195.868	0.06								m								835	1661	811.6	1661.3	773.9	1668.5	726.3	1671.4	693.4	1667.6	4
												OW	1		DON'T		678.2	1618.3	2514.9	127.7	165.4	1091	195.895	195.888	195.938	0.05																678.2	1618.3	677.8	1612.4	674.5	1589.4	666.7	1545.6	658.6	1508.6	5
												IH	1		REALLY		620.3	1653.9	2377.7	63	117.9	575.4	196.078	196.058	196.118	0.06																623.4	1670	620.1	1652	621.9	1641.4	622.8	1633.1	624.5	1625.3	5
												IY	0		REALLY		572.8	1903.3	3557.9	259.2	645.3	924.5	196.221	196.158	196.348	0.19																584.2	1959.5	570.9	1880.6	669	1556.1	663.5	2291.3	628.3	2626.4	4
												EH	1		REMEMBER		697	1757.6	2917.4	143.1	183.3	1106	196.544	196.517	196.598	0.081																691.9	1736	697.1	1759.2	694.8	1772.5	686.4	1787.9	677.9	1813.7	4
												AY	1		I'VE		1070.7	1808.3	3253.6	169.9	159.8	354.2	199.701	199.693	199.833	0.14																1015.1	1881.2	959.7	1937.7	884.6	2052.8	836.6	2166.7	744.2	2231	4
												AH	0		BEEN		799.5	1770.7	3100.6	134.9	96	276.2	200.04	200.013	200.093	0.08																772.2	1762.1	802.2	1771	826.9	1767.9	814.9	1768.2	781.8	1775.5	4
												EH	1		THERE		653.3	2092.7	2744.1	57.7	217.2	412.8	200.376	200.272	200.583	0.311																655.8	2181.5	652.2	2078.8	654.8	1973.2	643.6	1870.4	630	1845.2	5
												IH	0		BECAUSE		496.2	2132.2	3089.6	247.3	174.6	215.4	204.724	204.707	204.757	0.05																491.8	2108.7	496.2	2132.2	512.6	2198	588.8	2242.8	566.5	2192.3	5
												AY	1		I		826.3	1901.8	3146.8	132.4	82.2	169.2	204.947	204.897	205.007	0.11								s								719.5	1722.3	807.7	1831.9	824.6	1932.3	803.7	2036.5	795	2153.4	4
												AE	1		HAD		780.1	2039.8	3219.5	147.1	163	233.6	205.064	205.037	205.117	0.08																783.2	2090	779.4	2035.1	769.1	1963.3	726.5	1878.1	659.3	1754.1	4
												AY	1		LIKE		739.7	1714.1	3391.7	130.6	103.8	210.8	205.212	205.207	205.296	0.089																706.7	1854.4	645.4	2005.2	618.6	2199.4	668.4	2384	832.3	2601.2	4
												AO	1		FOUR		626.2	913.6	2662.3	115.5	86.2	620.6	205.48	205.447	205.546	0.099																596.7	906.7	630.4	916.8	654.9	980.7	659.9	1087.3	657.1	1192.1	6
												EY	1		DAYS		617.4	2183.4	3285.4	98.6	162.8	303.7	205.652	205.636	205.777	0.141																613.3	2260.4	581.9	2398.4	518.4	2475	475.7	2352	467.9	2156.6	4
												AO	1		OFF		856.7	1479.5	1819	76.1	186.2	1274.7	205.866	205.826	205.947	0.121																790.2	1452.8	862.7	1478.3	880	1459.5	870.9	1442.3	857.9	1427	6
												ER	0		FOR		628.9	1695.8	2277.4	153.2	177.4	773.4	207.754	207.707	207.848	0.141																639.6	1650.2	628.9	1698.1	619.3	1709	617.6	1723.4	612	1696.7	5
												AY	1		LIKE		748	1415.2	3281.7	77.1	180.6	667.8	207.922	207.878	208.008	0.13																711.1	1355.9	747.7	1429	735.2	1635.7	664.3	1947.3	589.4	2208.5	5
												UW	1		TWO		474.3	1493.4	2562.2	122.2	348.3	447.1	208.195	208.188	208.238	0.05																474.3	1493.4	464.5	1467	452.2	1466.2	448.9	1538.1	455.5	1603.4	6
												EY	1		DAYS		674.3	2282.7	3312.5	124	203.3	369.9	208.339	208.287	208.507	0.22																673.2	2277.2	633.9	2435.1	576	2559.5	556.5	2644.8	501.4	2546.1	4
												AE	1		AND		673.8	2697.3	3200.8	147.4	324.4	318.4	209.713	209.563	210.013	0.45																668.4	2780.2	670.7	2637.6	660.1	2298.6	778.8	1981.1	749.8	1847.5	5
												IY	0		THE		458.5	2891.8	3167.7	120.4	323.6	599.7	213.546	213.372	213.893	0.521																475.6	2845.3	456	2907.2	445.5	2805.9	435.9	2976.1	449.3	2846.6	4
												EH	1		SECOND		861.2	1849.2	3255.4	128	221.6	376.9	214.196	214.172	214.243	0.071																832.9	1822	864.1	1851.7	888.5	1878.9	892.5	1911.4	872.9	1972.6	4
												AH	0		SECOND		647.8	2341.2	3095.2	120.4	310.7	393.6	214.326	214.302	214.373	0.071																696	2248.2	647.3	2339.4	682.4	2267.6	696.4	2199.1	665.4	2120.7	5
												AY	1		TIME		882.4	1933.4	3235.6	116.1	250.3	843	214.519	214.492	214.613	0.121								m								882	1933.4	879.2	1952.2	871.5	2000	835.1	2009.9	779.7	1926.6	4
												AY	1		I		715.4	1938.5	2738.9	226.9	154.1	557.4	214.67	214.643	214.773	0.13								s								710.5	1866.1	713.3	1957.9	679.3	1925.7	633	1758.9	611.5	1581	5
												EH	1		WENT		967.5	1747.5	2092.5	262.3	161.6	1728.2	214.923	214.873	215.023	0.15																932.9	1625.6	967.7	1748.9	953.2	1750.6	962.2	1781.1	922.1	1811	6
												IY	1		ME		464.3	3079.2	4076.1	211.3	134.7	440.1	217.562	217.522	217.642	0.12																473.9	3102.4	463.8	3067.8	472.7	3049.1	517	3114.9	658.4	2951.1	3
												AY	1		MY		865.8	1911	2996.9	269.2	129.2	396.9	217.744	217.722	217.812	0.09																860.9	1897.9	827.2	1977.5	741.2	2095.8	666.7	2212.5	615.2	2317.2	5
												AE	1		GRANDPARENTS		674.7	2193.1	3331.2	129.6	101.5	796.1	217.945	217.912	218.012	0.1																664.7	2191.5	676.8	2192.4	682.8	2192.8	676.1	2213.4	681.8	2208.8	4
												EH	2		GRANDPARENTS		659.2	2287.6	3260.2	153.6	164.6	768.5	218.175	218.142	218.242	0.1																653.6	2276.3	660.1	2283.1	658.8	2206.8	649.4	2141.9	646.8	2116.2	4
												AY	1		MY		688.1	1649.5	2567.2	141.2	254.9	513.2	218.475	218.472	218.552	0.08								m								658.5	1633.7	624.6	1492.4	588.8	1447.7	564.3	1334.4	543.8	1228.7	6
												AY	1		MY		1059.8	1714.3	3159.6	307	179.5	329.9	219.277	219.172	219.382	0.21								m								1010.1	1686.3	1022.5	1689.8	1059.8	1714.3	962.4	1686	982.2	1662.5	4
												AA	1		MOM		714.4	1119.3	2727.1	181.9	297.4	685	219.499	219.442	219.612	0.17																745.1	1165.3	715.7	1121.3	746.5	1184.2	758.5	1351.6	745.5	1351.6	6
												AY	1		LIKE		776.7	1638.4	3435.1	161.2	155.6	292.5	222.093	222.024	222.175	0.151																724.6	1209.8	738.3	1360.7	766.1	1758.9	670.8	2035.2	602.6	2296.8	5
												AH	0		IT		601.3	1505.4	2087.8	138.1	111.1	2159	223.135	223.118	223.168	0.05																616.1	1509.8	601.3	1505.4	581.4	1496.3	563.5	1467.9	553	1442	6
												AH	1		ONE		716.6	1310.1	3271.3	111.5	123	149.2	223.471	223.438	223.538	0.1																698.5	1322.4	716.1	1307.6	701.3	1285.7	685.3	1274.9	669.1	1297.2	5
												AY	1		SCIENCE		1042	1849.5	3256.3	248.8	160.3	853.4	223.735	223.748	223.848	0.1																782.6	2079.5	708.6	2212.9	684	2319.6	679.1	2420.8	664.9	2491.1	4
												IY	1		MUSEUMS		602.6	2437.3	3241.2	184.6	410.4	389.1	224.455	224.418	224.528	0.11																538.6	2238.4	610.3	2460.4	648.7	2568.1	679.1	2506.6	697.2	2324.6	4
												AY	1		I		833.7	1749.3	2443.9	95.4	123.7	3297.1	224.687	224.638	224.737	0.099								m								705.9	1509.8	788	1448.4	834.2	1751.5	833.2	1761.8	788.2	1717.8	5
												ER	0		REMEMBER		607.5	1333.7	2145.3	57.5	158.1	207.9	225.058	225.038	225.098	0.06																603.9	1357.9	607.8	1328.5	607.8	1266.8	600.6	1205.1	587.4	1160.4	6
												IH	1		REALLY		592	1636.7	3094.5	130.6	136.8	826	225.435	225.418	225.468	0.05																590.1	1653.7	592	1636.7	598	1605.6	600.9	1584.4	600.2	1557.9	5
												IY	0		REALLY		600.6	1926.9	3461.5	156.5	144.2	80.3	225.525	225.498	225.578	0.08																596.1	1747.5	599.9	1944.8	571.7	2194.1	605.2	2428	873.7	2704.4	4
												AO	1		CALLED		965.8	1265.4	3267.7	326.5	370.2	196.6	225.725	225.698	225.778	0.08																984.1	1270.8	962.4	1265.9	921.8	1276.4	884.6	1283.2	850.9	1282.8	4
												AY	1		I		864.6	1614.7	2833	381.7	153	630.9	233.287	233.252	233.322	0.07								m								804.6	1712.4	851.6	1666.9	864.6	1614.7	881.9	1562	903.3	1519.6	5
												AY	1		MY		858.1	1795.3	2924.5	319.3	147	1663.6	237.278	237.271	237.381	0.11																787.6	1953.5	696.5	2157.3	675.6	2301.6	675.6	2399.5	652.9	2471.9	5
												AE	1		AUNT		635.5	2736.2	3375.8	126.9	291.9	802.4	237.424	237.381	237.511	0.13																626.7	2425.9	640.7	2740.1	671.9	2715.4	658.5	2613.7	649.8	2325.4	5
												AH	1		UNCLE		691	1448.5	1560.8	261.9	287.8	614.2	237.684	237.651	237.751	0.1																690.3	1500.6	686.7	1437.7	643.3	1372.4	616.6	1221.5	642.4	1236	6
												AY	1		LIVE		698.7	1525.3	3468.2	259.2	444.8	237.3	237.968	237.951	238.011	0.06								m								681.7	1426.4	697.3	1503.8	687	1544.6	651.4	1541.9	616.2	1519.8	4
												AY	1		I'VE		802.9	1910.6	3208.1	76	203.9	288.2	238.185	238.18	238.281	0.101								m								795.4	1899.1	788.1	1902	783.6	1911.9	770.8	1898.8	711.1	1822.8	4
												AH	0		BEEN		750.8	1538.1	2950.9	37.9	156.3	339.9	238.367	238.35	238.401	0.051																717.5	1526.7	758.3	1541.1	804.1	1554.4	844.9	1566.7	860.3	1581.2	5
												AA	1		LOT		815.1	1432	3346.7	96.5	194.8	217.9	238.714	238.661	238.821	0.16																797.1	1445.6	819.9	1431.8	909.1	1529.7	956.8	1625.9	929.2	1749.8	4
												AY	1		TIMES		767.5	1820.7	3182.6	230.8	247.9	387.3	239.013	238.991	239.09	0.099								s								766.7	1802.9	722	1915.6	673.4	2005.1	677.3	2062.3	650.5	2106.9	4
												ER	1		MYRTLE		680.5	1669.6	2077.5	113.3	136.6	233.4	247.75	247.723	247.803	0.08																668.8	1640.5	682	1672.3	693.6	1704.1	692.5	1739.9	658.7	1752.2	6
												IY	1		BEACH		563.6	2719.7	3644.6	370.1	101	1286.4	248.01	247.973	248.083	0.11																574.8	2684.5	561.3	2722.5	517.2	2749.3	488.9	2759.9	560.4	2509.2	4
												IH	1		BIG		679.7	1951.8	3231.5	184.3	151.2	229.9	248.419	248.393	248.472	0.079																665.2	1885.8	680	1966.2	658.9	2050.5	623.6	2124.6	597.6	2212.5	4
												AH	1		ONE		788.1	1307.5	2919	229.9	113.8	954.3	248.643	248.613	248.703	0.09																795	1210.4	786.4	1314.1	766.7	1380.2	749.8	1459.4	687.2	1505.7	5
												OW	1		OVER		672.3	1071.2	2698	116.4	167.2	383.8	248.936	248.923	249.002	0.079																673.4	1071.3	658.4	1068.8	625.9	1060.9	610.8	1065.5	613.3	1117.4	6
												ER	0		OVER		577.1	1628.1	2102.5	95.1	157.6	365.9	249.073	249.053	249.113	0.06																584.9	1572.6	576.3	1635.2	568.6	1705.4	547	1734.9	540.7	1743.9	5
												EY	1		BREAK		698.6	1915.1	2547.8	90.8	215.2	405.7	249.546	249.492	249.703	0.211																692.1	1895.5	687.4	2024.6	646.2	2232.6	577.9	2262.7	565.7	2482.2	5
												AO	1		FLORIDA		668.9	1186.3	2490.6	88.3	155.3	264.1	250.895	250.875	250.935	0.06																682.8	1218.6	669.1	1189.9	675.6	1229.5	679	1257.1	678.2	1288.4	5
												AH	0		FLORIDA		818.9	1616.3	2976.7	136.5	218.1	176.2	251.102	251.085	251.135	0.05																812.5	1622.8	818.9	1616.3	829	1597.1	838.8	1586.5	846.9	1579.6	4
												AA	1		LOT		859.7	1520.3	3276.4	116.2	170.6	194.5	257.059	257.032	257.112	0.08																798.6	1449.8	864.8	1526.9	909.8	1577.4	931.6	1585.3	921.2	1580.5	4
												IY	1		PEOPLE		528.5	2430.2	3859.7	442.9	337.3	777.5	257.262	257.232	257.322	0.09																606	2354.1	531.3	2437.2	555.7	2507.2	574.5	2450.4	530.8	2377.7	3
												EY	1		MAIN		651.7	2277.1	3187.6	121.1	196.6	355	259.056	259.044	259.224	0.18																622.3	2637.7	585.5	2768.5	560.4	2827.9	550.2	2382.8	657.2	2600.7	5
												UW	1		CRUISE		474.9	1315.9	2257.2	59.8	101.8	186.2	259.441	259.434	259.544	0.11																464.9	1273	452.7	1191.5	445.8	1173.8	442	1229.7	442.3	1286.5	6
												EY	1		PLACE		682.2	1808.1	3404.5	141.3	91.4	222.6	259.777	259.764	259.853	0.089																668.9	1882.6	625.4	2083.7	567.7	2250.5	500.3	2386.4	482	2509.9	4
												AY	1		LIKE		759.7	1645.5	3297.9	203.3	116.8	216	260.09	260.084	260.144	0.06																748.8	1743.9	700.5	1915.1	635.2	2114.6	574.4	2314.9	517.7	2407.9	4
												ER	0		ARUBA		602.9	1324.8	2841.1	403.7	292.2	1225	260.297	260.234	260.424	0.19																664.7	1357.1	606.7	1327.9	555.9	1323.5	624.9	1378.4	512.6	1456.8	5
												UW	1		ARUBA		473.3	1116.2	2460.7	150.4	146.8	373	260.454	260.424	260.513	0.089																492.8	1191.2	471.8	1110.7	464.3	1009.6	464.9	919.1	439.4	1141.7	5
												AH	0		ARUBA		808.6	1373.6	2933.3	157.7	186.4	182.4	260.64	260.584	260.753	0.169																793.3	1368.4	811.2	1375.7	863.9	1407.7	939.4	1408.5	923.8	1319.9	4
												AE	1		THAT'S		849.8	1562.6	3190.2	141.5	304.4	313.2	262.494	262.474	262.534	0.06																811.2	1542.8	853.1	1565	865.9	1589.3	858	1592.5	854.4	1587.3	4
												AW	1		ABOUT		659.8	1723.6	3302.2	95.9	156.8	772.6	262.666	262.654	262.704	0.05																659.8	1723.6	667.5	1725.6	684.9	1729.9	697.9	1735	708.1	1735	5
												AO	1		ALL		817.5	1483.6	3472	99.3	375.4	618.3	262.977	262.954	263.023	0.069																765.6	1500.1	821.8	1483.9	833.9	1469.7	828.3	1448.1	825.1	1438.5	4
												AA	1		NOT		1076.9	1702	3299.9	281.2	143.6	176.4	268.71	268.683	268.764	0.081																1035.3	1695.4	1078.6	1702.8	1092.7	1717	1077.7	1718.7	1020.9	1701.2	4
												AY	1		I		752.3	1905.1	3332.6	138.1	140.5	347.2	268.96	268.934	269.004	0.07								s								734.4	1828.6	751.6	1890.8	737.5	1974.7	696.3	2047.9	653.8	2091.1	4
												OW	1		KNOW		684.6	1641.9	2143.4	174.3	152.6	2316.6	269.109	269.084	269.184	0.1																667.3	1678.1	695.2	1544.8	711.8	1418.1	771.9	1307.6	733.1	1169.8	6
												AH	1		OF		706	1158.8	2904.9	140	130.8	1207.2	269.25	269.184	269.383	0.199																703	1137	707.6	1163.4	728.8	1253.5	729.5	1306	705.3	1293.2	5
												AA	1		NOT		1036.7	1653.1	3277.5	372.6	155.7	321.9	277.059	277.026	277.126	0.1																931.6	1659.2	1045.6	1648.8	1014	1584.5	937.5	1509.3	932	1540.3	4
												AH	1		MUCH		746.9	1506.9	3193.5	176.4	119.1	290.4	277.233	277.216	277.266	0.05																751.9	1488.6	746.9	1506.9	731.5	1552.3	711.3	1626.1	683.5	1703.8	5
												IH	0		TO		557.7	2015.7	3458.9	299.9	265.7	182.6	277.479	277.455	277.526	0.071																760	2130.2	538.3	2003.5	486.1	1970.3	461	1962.3	451	1923.5	5
												UW	1		DO		565.6	1907.3	3194.9	128.6	162.8	501.4	277.603	277.596	277.836	0.24																614.3	1838.3	617.2	1599.2	613.1	1313.7	619.2	1140.9	597.7	936	5
												UW	1		MOVIES		544.5	859.6	2633.9	96.1	254.6	982.8	278.109	278.066	278.196	0.13																531.5	812.7	549.4	872	585	924.3	591.8	1082.3	574.2	1070.8	6
												IY	0		MOVIES		559.3	2586.6	3121.4	137.2	139.1	329.5	278.356	278.276	278.515	0.239																545	2396.7	558.4	2589.6	574.3	2602.4	588.7	2613.6	587.3	2569.4	5
												AE	1		HAVE		731.6	2003.4	3192.6	124.9	164.5	228.3	279.593	279.576	279.626	0.05																732	2045.4	731.6	2003.4	730	1915.1	724.3	1820.1	717.4	1724	4
