age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
												AA	1		LOT		995	1589.1	3122.1	250.5	226.9	245.7	279.809	279.776	279.876	0.1																960.2	1586.8	999	1589	994.9	1604.2	943.3	1643.7	886.9	1671.6	4
												EH	1		RESTAURANTS		883.7	1692.2	3156.3	135.6	252.5	448	280.032	280.006	280.085	0.079																880	1757.1	886.6	1682.2	914.1	1651.9	933	1631.3	912	1621.1	4
												AH	0		GOOD		593.4	1596	2311.3	65.7	240.6	1720.9	281.416	281.396	281.456	0.06																580.9	1592.9	594.6	1593.7	606.5	1577	625	1564.9	644.2	1544.4	6
												AW	1		ABOUT		874.2	1491.2	2981.2	89.5	184.9	301.1	281.641	281.606	281.785	0.179																877.1	1492.4	905.5	1495.5	894.9	1458.2	833.3	1357.9	788.1	1275.7	5
												AE	1		ITALIAN		671.2	2038.6	3434.8	157	254.2	920.9	282.556	282.513	282.643	0.13																685.2	2158.4	668.6	2016.1	673.7	1907	683.4	1782.1	658.5	1746.3	4
												ER	0		RESTAURANTS		771.6	1673.9	2226.6	234.2	147.9	1015	283.11	283.063	283.203	0.14																677.5	1702.1	777.4	1672.5	828.7	1648.6	868.6	1584.8	875.5	1591.8	5
												AH	0		A		434.9	1294.8	2169.4	553.1	227.1	997.4	283.453	283.423	283.513	0.09																459.6	1326.5	434.6	1289.5	441.8	1253.2	456.2	1266.9	458.9	1266.1	6
												AA	1		LOT		958.1	1571.9	3128.6	115.5	190.4	499.6	283.783	283.753	283.842	0.089																942.5	1520.4	958.3	1575	949.7	1607.3	913.2	1649.8	839.1	1683.8	4
												AY	1		I		797.6	1717.9	3413.3	172.2	192.6	448.5	288.599	288.568	288.678	0.11								m								772.7	1736.5	776.6	1683.8	723.8	1646.9	731	1621.3	792.8	1580.9	4
												OW	1		KNOW		788.8	1425	2370	228.9	137.7	812.3	288.819	288.798	288.948	0.15																818	1402.7	823.6	1314.9	773.5	1238	711.1	1217	659.5	1164.9	5
												AE	1		HAVE		662.5	2185.4	3313.1	57.7	106.6	252	289.101	289.078	289.147	0.069																662.8	2219.1	662.4	2181.7	659.8	2143.4	655.9	2070.2	648.5	1968.9	4
												IY	0		MINI		573.2	2159.3	3301	165.9	492.9	103.4	289.324	289.267	289.438	0.171																596.6	1958.2	578.7	2231.9	583.3	2520	550.2	2817.8	565.8	2903.1	5
												AA	1		GOLFING		884.6	1336.7	2378.8	82.7	167.6	134.5	289.531	289.468	289.658	0.19																789.6	1400.9	888.9	1329.9	881.3	1269.5	862	1298.4	810.2	1311.1	5
												IH	0		GOLFING		669.7	1744.7	2982.5	401	295.7	816.4	289.861	289.838	289.908	0.07																762	1736.1	664.8	1780.9	628.2	1953.5	625.5	2015.4	627.1	2099.2	5
												AH	1		STUFF		770.8	1420.2	3225.5	152.9	202.8	1103.4	290.295	290.278	290.328	0.05																755.4	1439.2	770.8	1420.2	794.8	1374.5	800.3	1335.9	796.8	1306.1	5
												AY	1		LIKE		721.8	1633	3329	126.7	154.6	251.5	290.474	290.478	290.548	0.07																665.6	1935.6	615.3	2022.5	579.6	2018	555.2	1765.1	507.4	1578.9	5
												AE	1		THAT		785.4	2137.2	3245.7	48.9	196.1	269.7	290.821	290.698	291.068	0.37																756.9	2215.7	789	2122.6	831.4	2022.8	855	1921.6	823.2	1873.9	4
												EH	1		THERE'S		641.9	1869.1	3427.7	99.5	86.2	320	292.844	292.824	292.884	0.06																637.4	1862.4	642.1	1868.9	638.6	1861	634.2	1848.2	633.2	1844.4	4
												AA	1		NOT		1143.3	1806.7	3418.2	463.4	162.1	426.2	293.067	293.014	293.174	0.16																966.5	1768.1	1147	1806.3	1096.9	1778.5	1054.6	1733	933.9	1685	4
												AH	1		MUCH		819	1363.8	2397.8	262.7	160	1492	293.351	293.324	293.404	0.08																813	1323	819.3	1366.2	832	1412.5	833.9	1483.3	826.5	1550.7	5
												IH	1		REALLY		459.4	1817.5	2703.9	113.9	92.1	1035.2	293.89	293.864	293.943	0.079																446.4	1821.3	462.9	1815.6	492.9	1798.8	532.4	1773.1	555.1	1717.4	5
												IY	0		REALLY		537.6	1992.6	3405	132.7	108.6	142	294.047	294.024	294.094	0.07																554	1874.7	535	2005.2	498.2	2127.4	455.1	2215.4	425.2	2175.7	4
												UW	1		DO		576.4	1983.5	3280	75.9	119.9	177.2	294.18	294.173	294.394	0.221																635.3	1843.6	676.6	1608	652.3	1328	672.7	1912	710.7	2744.3	4
												IH	1		HERE		617.1	2256.1	3091.4	196.1	165.3	644.5	294.651	294.614	294.724	0.11																573.6	2302.6	619.7	2252	663.5	2163.8	662.3	2079.4	647.6	2032.1	4
												IH	1		IT		769.5	2449.6	3530.1	265.7	707.7	1809.7	304.308	304.281	304.361	0.08																818.6	2582	759.2	2428.5	626.5	2221.6	571.3	2184.7	560.2	2113.4	4
												EH	1		DEPENDS		1056.8	1736.3	3172.4	296.2	180	783.8	304.621	304.571	304.721	0.15																994.6	1772.7	1060	1733.8	1082.9	1761.2	997.1	1779.4	907.4	1784.3	4
												IH	1		IT		641.3	2011.2	2951.4	131.5	146.8	2658.9	305.737	305.714	305.784	0.07																631.4	1945.3	638.4	2011	585.9	1988	537.1	1928.7	510.9	1905.6	5
												EH	1		DEPENDS		777.6	1631.6	2101.5	120.9	122.8	1288	305.974	305.934	306.054	0.12																810.9	1351.4	775	1629.4	756.8	1600.7	731.9	1594.9	701.5	1598.4	6
												AH	0		IF		642.8	1768.1	3401.6	108	105.7	177.1	306.227	306.194	306.293	0.099																590.8	1736.7	647.8	1774.3	680	1809.8	691.9	1827.1	687.4	1824.6	4
												AY	1		I		1007.2	2001.3	3233.1	153.7	202.8	2060.3	306.508	306.423	306.774	0.351																977.8	1930.9	905.7	2056	647.7	2308.5	563.7	2550.9	499.7	2638.1	4
												AY	1		I		753.5	1890.1	2246.1	237.8	210.3	1150	307.767	307.731	307.981	0.25																729.7	2005.6	662.3	2296.3	598.5	2462.1	483.2	2148.3	473.7	2424.6	5
												IH	0		FINISH		639.8	1962	3249	70.5	95	1656.9	308.261	308.241	308.3	0.059																637	1962.3	639.8	1961.5	637.8	1954.6	633.1	1946.1	611.8	1917.2	5
												IH	1		HERE		590.1	2245.2	2663.5	147.8	245.3	428.2	308.531	308.491	308.611	0.12																551.9	2294.7	593.6	2238.6	616.9	2148.8	626.6	2028.1	636.9	1929.7	5
												AH	0		IT		608.6	1762.3	2136	55.4	256.7	261.4	308.687	308.661	308.74	0.079																614.1	1775.5	607.7	1762.1	600.4	1761.2	580.8	1753.7	526.5	1741.9	5
												AH	0		DEPENDS		487.9	1605.2	2334.8	332.5	738.6	562.7	308.914	308.891	308.961	0.07																464.9	1591.7	493.4	1581.1	509.5	1302.2	495.1	1060.6	417.2	1154.2	6
												EH	1		DEPENDS		809.3	1655.5	2645.2	229.9	286.6	928.1	309.044	309.02	309.091	0.071																848.4	1712.3	804.5	1651.5	759.6	1628	730.2	1645.5	681.9	1637.2	5
												AA	1		ON		754.2	1744.4	3092.2	121.9	266.2	691.5	309.214	309.191	309.26	0.069																725.3	1684.8	756.4	1750.2	763.4	1781	753.3	1800.7	724.1	1811.4	4
												AH	0		IF		626.4	1883.4	3364.4	82.6	150	469	309.338	309.321	309.371	0.05																623	1884.9	626.4	1883.4	630.9	1864.4	640.6	1805.6	649.5	1765.8	4
												AY	1		I'M		708.6	1281.8	3230.6	60.8	112.6	432	310.542	310.492	310.592	0.1								m								681.1	1171	693.7	1224.1	708.6	1281.8	712.8	1308	696.2	1293.8	5
												OW	1		GOING		573.2	1059.7	2271	119.6	65.3	3307.1	310.742	310.722	310.801	0.079																568.9	1045.2	588.1	1049.7	600	1046.7	608	1050.8	628.3	1075.1	6
												IH	0		GOING		648.6	1415	1858.5	118.3	146	1507.4	310.825	310.801	310.872	0.071																661.2	1308.2	647.3	1429.5	632.4	1553.4	616.8	1499.6	605.8	1165.1	6
												UW	1		TO		602.5	1832.7	3197.6	115	121.5	387.3	311.068	311.061	311.251	0.19																619.3	1803.9	635.6	1672.4	629.3	1373.2	650.4	1104.4	734.4	2753.8	4
												OW	1		GOING		562	1065.1	2714.9	114	63.9	211.4	311.914	311.894	311.974	0.08																556	1067.9	582.5	1063.9	606.2	1075.2	625.8	1107.7	640.9	1186.4	5
												IH	0		GOING		630.8	1523.6	2673.1	71.6	95.9	459.1	311.994	311.974	312.034	0.06																638.6	1419	629.6	1537.6	616.4	1655.6	601.1	1778.8	590	1934.8	5
												AH	0		TO		631.8	1701.9	3298.2	126.6	121.3	267	312.41	312.393	312.444	0.051																635.9	1691.6	630.4	1704.5	614.5	1716.3	597.4	1783.8	726.5	1980.8	4
												EY	1		SAINT		583.9	2335.3	3386.1	120.3	289.6	544.8	313.317	313.293	313.343	0.05																553.4	2157.6	562.6	2212.2	587.4	2353.4	611.1	2437.3	626.7	2476.7	5
												IH	1		ELIZABETH		601.7	1486.9	3335.9	119.4	142.4	440.7	313.52	313.503	313.553	0.05																614.2	1480.1	601.7	1486.9	576.1	1500.7	553.1	1506	533.4	1497.9	5
												AH	0		ELIZABETH		613.2	1598.8	3177.9	157.4	150.2	534.7	313.733	313.713	313.773	0.06																601.6	1606.8	614	1598.1	611.5	1603.7	591.1	1618.5	569.2	1648.9	5
												AH	0		IS		586.3	1592.4	2707.4	61.4	163.9	461.3	313.886	313.853	313.952	0.099																589.5	1583.7	585.9	1596.8	586.9	1609	568.8	1572.2	520.4	1516	6
												AY	1		RIGHT		761.8	1804.3	2908	183	110	1104.9	314.086	314.042	314.163	0.121																731.9	1719.6	761.5	1793.3	753.7	1899.4	693.4	1961.6	619.6	2063	4
												AH	0		IT'S		679.2	1756.9	3159.8	94.8	184.5	313.4	314.907	314.88	314.96	0.08																686.8	1640.7	677.4	1765.3	646.6	1830	610.9	1820	577.4	1800.1	4
												AA	1		ON		1079	1622.3	3111.3	261.9	162.1	484.9	315.11	315.06	315.21	0.15																906.2	1646.1	1087.6	1620.9	1131.8	1615.4	1110.4	1622.9	1027	1646.4	4
												AA	1		PARKWAY		847.6	1588.2	2345.3	94.2	154	389	315.526	315.5	315.579	0.079																864.1	1599.5	843.6	1590.9	814.5	1614.1	781.1	1649.4	756.1	1688.4	5
												EY	2		PARKWAY		792	1905.2	3113.9	133.1	188.6	483.5	315.804	315.78	315.96	0.18																767.6	1995.9	717.7	2136.3	666	2231.3	614.4	2523.2	588.6	2525.6	4
												AH	0		OF		617.4	1743.6	2312.8	101	176.4	435.5	317.173	317.033	317.452	0.419																559.9	1664.2	611.9	1739.4	531.8	1819.5	571.5	2131.7	660.2	1900.3	5
												IH	1		IT'S		623.6	1979.4	2941.4	102	191.3	1221.3	317.798	317.781	317.831	0.05																640.7	1942.8	623.6	1979.4	589.6	2007.9	549.4	1991.7	517.5	1962.1	5
												AH	0		A		788.8	1664.1	3127	82.7	157.6	675.1	317.918	317.901	317.951	0.05																757.4	1666.9	788.8	1664.1	849.2	1670.3	906.8	1662.1	949.5	1622.3	4
												AH	1		BUT		496.3	1250.5	2421.3	223.4	213.6	639	318.308	318.261	318.401	0.14																534.2	1313.4	499.9	1242.2	575.4	1207.4	611.1	1199	593.2	1140.4	6
												AH	1		PLUS		789.1	1434.1	2601.9	547.4	682.2	758.5	318.707	318.64	318.841	0.201																487	1518.5	758.4	1370	686.2	1076.6	786.8	1225.2	774.4	1117.1	6
												OW	1		SO		690.8	1388.6	3161.8	78.6	141	320.6	320.36	320.338	320.538	0.2																729.5	1272.6	694.9	1147.9	625.3	1028.8	625.9	1027.1	659.1	1183	5
												AH	0		IF		679.3	1823.1	3444	55.6	161.1	360.9	320.568	320.538	320.628	0.09																693.1	1731.4	677.1	1830.1	657.1	1862.6	676.9	1816.3	653.1	1750.3	4
												AY	1		I		940.4	1777.6	3224.7	108.9	97.9	1034.3	320.753	320.678	320.988	0.31																930.5	1741.6	933.4	1875.3	823.5	2055.6	639.2	2259.7	540.4	2320.1	4
												IH	1		IF		685.4	1818.7	2758.5	117.2	81.2	976.3	321.326	321.299	321.379	0.08																695.2	1721.9	686	1829.4	666.9	1952.6	618.7	2072.3	583.8	2167.3	5
												IH	1		GET		596.1	1894	2533.4	92	91.6	1305.1	321.486	321.459	321.539	0.08																609.4	1959.6	594.6	1890	578.5	1875.4	571.6	1882.2	557.3	1880.4	5
												AA	1		JOB		949.1	1664.4	2068.8	158.6	120.9	849.3	321.716	321.669	321.809	0.14																912	1699.5	951.6	1664.4	936.6	1671.9	892.5	1658.4	780.8	1599	5
												EH	1		THERE		663.8	2092.1	3144.6	81.4	102.5	733.9	321.965	321.908	322.079	0.171																645.7	2097	667	2090.3	698.6	2025.8	715	1963.3	705.6	1897.6	4
												EY	1		STAY		611	2103.8	3356	68.4	133.2	228.4	322.518	322.499	322.639	0.14																604.8	2211.5	583.5	2403.5	562.1	2595.8	565.1	2731.5	660.3	2847.2	4
												IH	1		HERE		594	2452.5	3241.5	148.2	216.5	661.6	322.716	322.669	322.809	0.14																571.3	2558	595.1	2433.9	624.3	2266.6	678.7	2106.7	737.4	1977.6	4
												AY	1		I		774.3	1607.8	3030.6	217.9	284.1	487.1	323.085	323.079	323.169	0.09																757.2	1742.9	742.5	1840.3	696.4	1951.6	629.8	2030.9	568.6	2116.1	5
												OW	1		DON'T		759.6	1349.8	2744	187.2	175.1	672.9	323.29	323.249	323.469	0.22																760.8	1331.1	844.7	992.8	746.1	914.3	769.4	838.9	664.9	1067	5
												AY	1		I'LL		857.7	1419.4	1724.9	263.4	215.5	1212.7	323.634	323.609	323.659	0.05								m								777.3	1412	829.3	1418.7	857.7	1419.4	866.4	1416.4	868.6	1406.3	6
												AA	1		PROBABLY		847	1479.2	3383.6	136.9	190.2	491.3	323.912	323.889	323.959	0.07																880.3	1514.3	842.6	1475	806.3	1434.1	774.1	1379	727.3	1294.9	4
												IY	0		PROBABLY		499.5	2096.9	3044.1	175.5	685.8	651.8	324.039	324.019	324.079	0.06																521.1	1900.4	496	2115.6	470.2	2243.1	451.5	2311.6	476.4	2341.1	4
												OW	1		GO		548.7	1153.8	2242.4	109.1	144.3	717.4	324.13	324.109	324.209	0.1																546.8	1159.4	586.7	1092.6	593.8	1072	568.2	1039.3	558.9	1078.6	6
												AH	1		SOMEWHERE		654	1302	3014.7	133.4	284.4	521.1	324.319	324.299	324.359	0.06																640.2	1334.3	656.8	1303.2	672.6	1290.2	664	1258.8	611.7	1187.4	6
												EH	2		SOMEWHERE		757	1671.4	2259.5	220.7	123.5	2132.9	324.486	324.459	324.539	0.08																757.7	1621.3	757.4	1674.3	747.2	1697.5	762.4	1717.2	823.7	1715.2	5
												AA	1		NOT		955.5	1757.1	2992.2	271.9	448.3	1458.6	325.394	325.371	325.441	0.07																907	1751.2	957.4	1757.3	966.5	1771.5	946.4	1769.9	885.1	1758.9	5
												IY	0		REALLY		570.5	1936	3477.2	82.5	136.6	147.1	325.621	325.601	325.661	0.06																582.6	1856.1	568.8	1944.5	555.6	2016	541.8	2091.8	527.3	2118.5	4
												EH	1		WHERE		692.2	1955.2	2426.3	75.8	280.6	449.7	326.234	326.181	326.341	0.16																701.3	1918.1	691.6	1955	695.3	1926.6	685.8	1867.5	669.3	1820	5
												AY	1		MY		1038	1704.3	2930	187.9	194.4	580.8	330.801	330.756	330.906	0.15								s								989	1637	1029.2	1735.6	876.7	1819.6	762.5	1949.2	713.8	1950.3	5
												AE	1		BAG		831	2135.8	4053.4	268.5	115.4	552.3	330.983	330.926	331.096	0.17																810.1	2132.1	830.8	2134.8	830.8	2146.6	854.7	2153	885.3	2196	3
												AO	1		YOURS		687.8	1268.9	2476.8	43.1	103.5	128.2	332.528	332.481	332.621	0.14																689.3	1312.2	687.5	1269.5	690.6	1328.6	694.9	1413.8	698.6	1571.9	5
												OW	1		NO		1021.6	1681.8	3796.3	278.7	135.8	893.5	339.975	339.933	340.123	0.19																1031.5	1592.9	986.6	1502.6	942.3	1407.4	1047	1663.8	1063.7	2176.2	4
												EH	1		YES		841.8	2003.2	3076.3	120.6	188.6	1026.1	347.192	347.155	347.265	0.11																729.1	2163.2	847.5	1993.9	891.6	1889	901.3	1843.6	885.1	1792.9	5
												AY	1		I		788	1913	2556.4	60.6	108.4	2879.1	347.381	347.335	347.455	0.12																731.9	1710.9	786.3	1889.3	785.1	2011.6	775.1	1848.5	793.9	1964.3	5
												AE	1		HAVE		788.7	2052.7	3168.7	75.1	219.1	191.9	347.535	347.505	347.594	0.089																785	2169.7	788.9	2044.2	789.2	1959.5	780.1	1879.8	771.9	1815.5	4
												EH	1		MANY		828.9	1804.3	3437.3	308.5	200.4	472.5	348.201	348.178	348.248	0.07																767.9	1733.1	833	1812	829.8	1895.1	768.9	1965.8	685.7	2035	4
												IY	0		MANY		646.9	2322.9	3289.3	193.9	278.9	138.5	348.308	348.278	348.368	0.09																657.2	2318.3	645.3	2321.4	619	2329	554.5	2254.8	562.2	1915.7	5
												AY	1		TIMES		870.6	2022.5	3037	192.7	184.6	864	348.466	348.448	348.548	0.1								s								870	2032.2	843.2	2000.7	788.6	2065.7	717.9	2034.3	669.2	1887	5
												OW	1		NO		774.2	1594.3	2139.9	192.4	251.1	1222.1	350.356	350.339	350.559	0.22																894.6	1437.1	857.5	1351.4	804.1	1283.7	801	1217.8	664.4	1006.8	6
												EH	1		NEVER		945.9	1666.9	2952.1	180.9	138.2	973.1	350.819	350.739	350.978	0.239																920.8	1737.2	945.1	1659.2	764.3	1507.6	637.6	1480.1	645.6	1529	5
												AE	1		AT		771.2	2317	3318.2	71.2	219.9	498.7	357.314	357.264	357.414	0.15																719	1687.3	772.2	2318.9	772.8	2177.3	783.7	2193.4	772.4	1965.7	5
												AA	1		PROCTOR		1031.1	1753.9	3223.3	251.7	205.4	626.7	357.617	357.564	357.724	0.16																980.2	1818.3	1040	1754	1072.1	1806.9	1048.4	1877.5	1016.4	1981.6	4
												EY	1		MAYBE		584.5	2408.1	3226.3	100.4	368.4	403	360.665	360.653	360.783	0.13																556.5	2402.4	500.6	2336.5	472.4	2264.1	461.8	2211.3	471.5	2271.5	4
												AY	1		LIKE		644.4	1833.4	3364.9	92.2	122.3	147.6	360.905	360.863	360.963	0.1																624.3	1769.4	640.7	1798.5	637.6	1902	601.6	2096	556.1	2314.3	4
												EH	1		THERE		620.2	1943.7	2982.3	84.5	164.6	376.1	361.739	361.716	361.786	0.07																604.9	2006.4	621.8	1936.1	639.8	1860	648.4	1798.8	648.1	1725.6	5
												AA	1		PROBABLY		880.7	1518.9	2797.2	77.5	127.8	418.1	362.106	362.046	362.226	0.18																892.4	1561.5	879.3	1512.5	884.3	1493.4	762.2	1388.7	634.8	1321.5	5
												IY	0		PROBABLY		580.7	1945.6	3148.8	155.3	358.5	369.3	362.359	362.326	362.426	0.1																578.3	1755.9	580.1	1978.5	571.3	2195.9	563.3	2166.7	560.9	1900.7	5
												AY	1		FIGHT		781.2	1449	2955.9	80.2	109.9	397.3	362.614	362.566	362.746	0.18																766.2	1372.4	773.6	1568.5	733.6	1835.2	635.5	2137.9	576	2302.3	5
												ER	1		GIRL		603.4	1572.4	2001.2	82.4	146.5	137.6	365.963	365.943	366.002	0.059																584.5	1590.6	606.2	1569.4	627.1	1541.9	647.4	1501.6	673.8	1458.1	5
												AY	1		FIGHTS		821	1435.5	2708.2	86.1	124.4	243.8	366.287	366.212	366.433	0.221																763.6	1218.9	820.6	1451.9	756.3	1796.7	614	2190.3	551.7	2437.5	5
												OW	1		KNOW		710.7	1343	2488.9	195.9	129.1	1187.9	366.648	366.623	366.763	0.14																714.6	1321.3	749.3	1175.6	690.3	1046	629.2	991.9	618.7	947.5	6
												OW	1		OVER		596.8	911.9	2583.7	80.3	65.8	733.9	366.77	366.763	366.843	0.08																590.9	907.1	572.8	905	567.7	941.9	602.3	1058.7	606.7	1176.7	6
												ER	0		OVER		566.1	1351.8	1921.3	151.2	178.4	595.3	366.9	366.873	366.953	0.08																587.9	1341.4	564.8	1351	561.7	1319.2	638.3	1260.4	851.4	1290.9	6
												OY	1		BOYS		576.9	955.7	3101	59	112.4	243.4	367.196	367.093	367.402	0.309																643.7	939.2	577.1	964.5	638.4	1193.3	673.6	1732.7	574	2205.5	5
												AH	0		AND		563	1721.9	3241.1	94.8	83.9	262.2	367.7	367.683	367.733	0.05																556.1	1723.5	563	1721.9	574.4	1712.6	579.6	1699.8	579.3	1686.4	4
												AY	1		LIKE		726.7	1533.8	3026.6	89.4	87.2	2069.3	367.86	367.873	367.943	0.07								s								714.2	1771.9	681.5	1960.4	624	2170	573.3	2346.2	522.6	2321	5
												AY	1		FIGHTS		750.3	1467.7	2860.4	78.9	123.1	271.8	368.502	368.433	368.633	0.2																723	1270.7	750.1	1476.7	702.1	1802.7	619.8	2110.1	508.3	1795.1	5
												AH	1		STUFF		807.6	1494.4	3018.1	86.7	143.4	531.4	368.86	368.843	368.893	0.05																792.7	1505	807.6	1494.4	824.3	1458.5	816.4	1417.4	798.8	1391.4	5
												AY	1		LIKE		685.4	1553.5	3148.8	112.9	98.1	479.8	369.037	369.043	369.103	0.06																644	1778.5	601.7	1904.9	561.7	2077.4	529.1	2257.7	514.2	2322.4	5
												AE	1		THAT		774.7	1878.8	3199.2	240.2	166.4	291.8	369.293	369.243	369.393	0.15																738.7	1160.5	787.4	1923.1	793.1	1922.3	807.7	1876.7	919.3	1820.7	5
												UW	1		TWO		561	2023.5	2970.9	297.9	173.6	803.7	374.588	374.572	374.692	0.12																514.4	1892.7	523	1531.2	508.8	1268.2	463.6	1154	322	885.8	5
												ER	1		GIRLS		648.5	1627.8	2042.8	100.7	79.8	153.4	374.792	374.772	374.832	0.06																612.9	1619.5	652.5	1628.7	679.5	1630.2	691.9	1620.8	695.3	1607.2	5
												AA	1		GOT		918.1	1736.8	2964.6	164	224.7	825.2	375.148	375.122	375.201	0.079																868.3	1766.3	931.5	1734	991.7	1736.9	1009.3	1763.3	991.7	1740.6	4
												UW	1		INTO		599.5	1217.1	2581.7	71.8	108.1	391.2	375.328	375.321	375.372	0.051																599.5	1217.1	598	1204.1	597.7	1190.8	596.6	1176.4	593.4	1164.9	5
												AH	0		A		599.3	1157.6	2541.1	74.4	169.9	649.4	375.389	375.372	375.422	0.05																599.8	1169.5	599.3	1157.6	594.3	1119.5	585.2	1081.7	570.8	1059.4	6
												AY	1		FIGHT		795.6	1330.4	2935	72.2	125.9	594	375.614	375.552	375.822	0.27																788.6	1281.4	775.7	1523	663.6	1868.5	554.7	2283.8	531.1	2546.4	5
												OW	1		OVER		659.3	1143	2516.4	62.8	103.3	1063.4	375.896	375.852	375.992	0.14																660.8	1290	656.6	1109.3	632.9	1032.3	597.4	990.5	579.3	981.1	6
												ER	0		OVER		598.3	1565.8	2008.9	76.3	178.2	253.1	376.155	376.102	376.262	0.16																612.4	1503	596.5	1577.6	582.6	1653.2	566.2	1769.2	528.9	2007	5
												AH	1		SOME		762.7	1427.7	3013.7	139.6	191.2	569.3	376.411	376.391	376.452	0.061																751.5	1459.2	762.5	1425.8	752.3	1402.1	730.2	1361.3	698.6	1325.6	5
												OY	1		BOY		677.6	1095.8	3066.9	101.2	94.3	811	377.203	377.12	377.37	0.25																565.2	926.5	687.8	1131.3	719.4	1576.8	659.9	2114.7	562.9	2161.7	5
												ER	1		GIRL		647.8	1549.5	1922.3	91	186.6	159.2	378.739	378.689	378.839	0.15																632.2	1615	649.6	1542	679.5	1485.9	701.2	1453.1	722.6	1428.6	5
												IH	1		RIPPED		673.9	1816.3	3258.8	135.3	170	240	379.882	379.852	379.942	0.09																667.2	1815	675.2	1816.5	679.2	1820	664.7	1800.7	613.9	1784.7	4
												ER	0		HER		615.6	1393.4	1958.7	113.2	177.2	307.3	380.766	380.746	380.806	0.06																631.4	1417.7	614.1	1389.1	601.1	1344.2	593.7	1289.9	591.3	1233.3	5
												IY	1		WEAVE		458.2	2800.6	3840.4	185.3	163.6	650.3	380.979	380.926	381.086	0.16																438.5	2757.6	457.6	2801.7	463.6	2811.4	492.3	2815.7	492.3	2461.8	4
												AW	1		OUT		827.2	1530.1	3007.4	102.7	152.9	315.6	381.161	381.125	381.326	0.201																847.2	1525.3	903.5	1476.3	865.4	1374.3	754.3	1310	683	1189	5
												ER	1		HER		571.7	1625.5	2178.2	67	190.7	263.8	381.412	381.395	381.446	0.051																575	1617.9	570.8	1626.5	562.9	1614.9	557.8	1615.6	555	1656.5	5
												EY	1		FAKE		693.2	2051.9	3078.3	237.6	301.3	1019.2	381.558	381.546	381.656	0.11																590.6	2073.6	590.4	2192.3	574.5	2333.5	511	2464.9	445	2253.9	5
												EH	1		HAIR		661.9	2113.2	2811.5	77.3	136.3	684	381.866	381.816	381.965	0.149																664.9	2185.7	662.7	2104.4	670.4	2042.8	682.7	2028.6	695.3	1953.4	4
												AW	1		OUT		943.5	1695.7	2989.1	141	224.7	704.3	382.03	381.996	382.256	0.26																955.7	1648.6	946.6	1579.4	858.2	1347.4	772.1	1271.4	876.8	1068.1	4
												AE	1		AND		622	1985.8	3277.2	156.6	182.8	294.4	383.022	382.975	383.115	0.14																704.5	2081.9	609.9	1970.4	586.6	1856.5	656.4	1824	681	1710.6	4
												AH	0		IT		588.2	1311	2854.6	135.4	103.8	2216.2	383.192	383.175	383.225	0.05																599.2	1311.6	588.2	1311	550.1	1304.7	512.5	1294.3	487.1	1284.2	5
												AA	1		WAS		954.9	1305.6	3015.6	191.4	270.9	266.1	383.348	383.295	383.455	0.16																906.6	1339	953	1298.2	956.2	1289.7	969.5	1275.9	939.5	1286.5	4
												ER	0		OVER		687.1	1656.6	1763	130.1	99.9	2394.1	383.905	383.845	384.025	0.18																706.4	1616.1	686.2	1659.5	685.8	1687.3	689.8	1745.7	676.1	1799.2	6
												AH	1		THE		654.9	1427.8	3147.1	123.8	157.1	180.4	384.554	384.534	384.595	0.061																640.8	1440.8	657.2	1426.5	684	1414.6	714	1409.1	738	1406.2	5
												AH	1		OTHER		828.8	1319	2087.3	75.1	100.3	2631.7	384.635	384.595	384.715	0.12																802.3	1357.6	828.6	1317.5	815.6	1345.7	792.2	1345.3	621.5	1336.5	6
												AA	1		GOT		911.4	1891.1	3270.6	288.1	195.8	454.1	385.468	385.425	385.555	0.13																863	1975.8	916	1883.1	929.8	1812.3	922.6	1742.7	876	1704.9	4
												IH	1		RIPPED		608.2	1658.2	2420.5	43.8	84.3	156.2	385.638	385.615	385.685	0.07																601.4	1652.3	608.6	1658.5	609.5	1657.6	603.7	1648.2	583	1617.1	5
												AO	1		OFF		898.8	1409.4	2858.8	161.6	162.5	268.9	385.912	385.835	386.065	0.23																894.8	1404.8	899.7	1410.3	903.3	1406.7	897	1420.7	887.1	1401.8	4
												AY	1		LIKE		700.6	1631	3336	223.2	102	569.2	386.526	386.525	386.575	0.05																683.6	1742.5	650.7	1835.7	605.5	1963.5	570.7	2082.1	548.4	2147	4
												AW	1		DOWN		779.1	1817.1	2565.9	161.9	128.5	2759.2	387.018	386.985	387.115	0.13																717.1	1856	902.3	1728.3	967.6	1625.3	914	1532.2	794.3	1443.7	5
												IY	1		STREET		452.5	2065.3	2679.1	146.9	364.2	495.3	387.472	387.425	387.565	0.14																459.6	1917.3	451.3	2087.2	435.6	2243	430	2335.7	450.5	1983.4	5
